port_country_iso3,vessel_class,year,emissions_co2_mt,n_unique_port_vists
ALB,cargo.container,2019,2608.784576353208,94
AGO,cargo.container,2017,25907.49368177049,371
GRD,cargo.container,2022,564.2771196095325,39
VEN,cargo.container,2019,6289.339920908789,97
SLB,cargo.container,2017,1967.3985853437755,62
DNK,cargo.container,2017,11649.34279736486,932
DMA,cargo.container,2019,236.0369890787659,38
GUF,cargo.container,2023,6563.839326866727,56
KIR,cargo.container,2023,1643.393245541546,22
SWE,cargo.container,2023,16711.86737873439,714
COD,cargo.container,2017,187.62896360956418,11
MOZ,cargo.container,2024,43807.12209498891,667
ISL,cargo.container,2020,6227.656764761329,233
ERI,cargo.container,2020,290.93624529006945,5
LCA,cargo.container,2018,1009.0827002876641,104
BES,cargo.container,2022,64.12659355510118,4
MDG,cargo.container,2020,8963.578602948002,181
BRN,cargo.container,2017,2301.3651619508655,129
HND,cargo.container,2019,12725.549820737266,811
WLF,cargo.container,2020,282.3783932049473,5
USA,cargo.container,2017,635174.0998804886,13706
CAN,cargo.container,2021,170085.2469064257,1891
UKR,cargo.container,2017,18683.428875487683,443
FSM,cargo.container,2018,941.3856548379307,49
TUR,cargo.container,2022,224325.629110886,5857
CHL,cargo.container,2019,78264.37539130752,1602
PER,cargo.container,2019,45257.77252657286,1088
VIR,cargo.container,2017,1266.5472356279774,71
SWE,cargo.container,2022,16399.50780489074,626
IND,cargo.container,2021,293799.8020396436,7385
PAN,cargo.container,2023,129007.57911925636,2010
GUM,cargo.container,2023,3063.977158397201,122
QAT,cargo.container,2018,24322.99511932339,1062
MRT,cargo.container,2018,12343.84975786445,143
FIN,cargo.container,2017,25575.352246766597,1235
WSM,cargo.container,2021,1832.0241466999673,74
PRT,cargo.container,2018,67694.87935262137,2321
GUY,cargo.container,2023,2446.902964969933,110
SVN,cargo.container,2018,4934.518243615949,125
IRQ,cargo.container,2023,30641.757865808584,639
SUR,cargo.container,2021,1461.809997752603,92
PLW,cargo.container,2021,415.8956551603935,25
BRA,cargo.container,2017,265049.27498173655,6165
BEL,cargo.container,2021,232899.28385236685,5220
ZAF,cargo.container,2017,147192.1766117653,1854
HRV,cargo.container,2020,6845.730157959725,311
QAT,cargo.container,2020,16559.5669241683,963
COG,cargo.container,2020,47254.659279892585,308
BRB,cargo.container,2018,2141.236089678161,203
MOZ,cargo.container,2020,34866.535318742004,473
ARE,cargo.container,2019,201159.01022606512,5700
GLP,cargo.container,2018,3111.997683237496,148
MMR,cargo.container,2024,22830.169224560494,483
FIN,cargo.container,2021,21643.426558365787,939
LCA,cargo.container,2020,592.2860586840136,58
KEN,cargo.container,2024,47146.26125162029,591
BGD,cargo.container,2021,135487.50651404375,1107
LTU,cargo.container,2018,12636.000704109954,646
BEN,cargo.container,2023,30824.27265908637,352
GIN,cargo.container,2019,9337.40965340405,166
NCL,cargo.container,2023,3802.6437343726975,119
COL,cargo.container,2023,79304.98011279572,3321
CHN,cargo.container,2017,3364345.0590558467,82444
TUR,cargo.container,2021,232304.19853970248,6406
MYS,cargo.container,2024,595647.3488417615,14558
DEU,cargo.container,2020,241946.52894319105,6825
KNA,cargo.container,2019,641.6203945160062,58
NLD,cargo.container,2022,448978.01986090845,5826
CRI,cargo.container,2023,25368.158114842212,1052
OMN,cargo.container,2024,61801.31733512154,1380
CRI,cargo.container,2024,23062.736907142113,878
SAU,cargo.container,2021,98770.59290887103,2655
AUS,cargo.container,2023,192126.249241204,3536
ATG,cargo.container,2024,8289.009518987757,136
GEO,cargo.container,2023,19808.73954079798,306
REU,cargo.container,2020,6129.783287899161,146
BRB,cargo.container,2020,1902.578790045898,209
CIV,cargo.container,2021,45737.25782809688,617
MUS,cargo.container,2024,16959.324303208075,415
POL,cargo.container,2024,38273.22288375778,1067
REU,cargo.container,2018,4300.82377176354,135
GEO,cargo.container,2018,6421.204930401262,177
SEN,cargo.container,2017,20791.067900931677,334
LVA,cargo.container,2023,11060.780566713305,364
URY,cargo.container,2017,23196.008768659645,639
GUY,cargo.container,2021,1835.268347496119,98
CMR,cargo.container,2018,28981.50804939695,417
JOR,cargo.container,2023,6821.310867726488,217
MRT,cargo.container,2022,8969.776812284601,106
CPV,cargo.container,2019,1328.5570435612906,65
BLZ,cargo.container,2024,1264.7945295764405,45
BRN,cargo.container,2022,4044.4405794373342,164
KNA,cargo.container,2017,461.04846609514254,61
BRB,cargo.container,2022,2187.927798453096,187
FRO,cargo.container,2023,858.3281697800049,66
VGB,cargo.container,2020,122.942742693552,7
AGO,cargo.container,2023,24951.139216848656,300
ALB,cargo.container,2022,2418.6897918631034,87
GEO,cargo.container,2021,6031.628098524002,157
KNA,cargo.container,2023,312.40059984687474,55
MHL,cargo.container,2022,790.1061511605011,31
MNP,cargo.container,2020,929.158966173365,67
MUS,cargo.container,2023,17042.06034499054,388
GMB,cargo.container,2020,15808.251122719397,63
SYC,cargo.container,2022,2631.713064401747,66
SUR,cargo.container,2022,1049.1809241095873,38
PLW,cargo.container,2020,530.9393228991948,26
NCL,cargo.container,2020,2277.2139220414206,78
COD,cargo.container,2019,157.32152267253824,22
DJI,cargo.container,2017,27174.97153132717,620
GAB,cargo.container,2024,7904.739678983414,88
MEX,cargo.container,2023,127487.55505815748,3409
IRN,cargo.container,2024,26660.40073484485,203
SAU,cargo.container,2023,133943.22015117796,3704
DOM,cargo.container,2021,37303.808642803844,1562
VIR,cargo.container,2018,1437.010600299626,112
TLS,cargo.container,2019,1720.298980479284,66
GNQ,cargo.container,2017,4946.2456613096565,67
PHL,cargo.container,2020,131826.62920875612,3119
MLT,cargo.container,2020,57118.98141121427,1248
MYS,cargo.container,2023,574192.7525035447,14421
SOM,cargo.container,2019,9431.81302965812,181
BEN,cargo.container,2022,38762.897684204414,368
TGO,cargo.container,2024,47740.56873340763,826
SAU,cargo.container,2017,93152.71809175091,2672
PER,cargo.container,2023,41786.28414278315,1222
CYP,cargo.container,2019,8243.660370249156,379
BRB,cargo.container,2019,2725.238911037329,260
MAF,cargo.container,2019,37.71971628435892,1
ABW,cargo.container,2017,1143.7456380349795,94
GUM,cargo.container,2021,1996.363587743814,92
USA,cargo.container,2018,673690.0508569968,14152
IDN,cargo.container,2023,451755.7393239679,14253
GMB,cargo.container,2024,6827.117260603188,30
MUS,cargo.container,2020,21928.716579301614,419
OMN,cargo.container,2018,47093.62571031914,1133
FJI,cargo.container,2022,9198.51605539378,211
CYP,cargo.container,2023,7682.837616795293,408
BGD,cargo.container,2020,104886.06487100442,1103
SXM,cargo.container,2021,2651.3137707898377,203
IRN,cargo.container,2020,31264.548332107584,195
KHM,cargo.container,2018,5984.326716961566,139
FRO,cargo.container,2024,452.7008099889766,33
PYF,cargo.container,2018,1230.618486676801,106
GMB,cargo.container,2019,14698.90678992776,73
ABW,cargo.container,2019,1681.4529288020608,77
MNE,cargo.container,2017,324.3503620219656,32
GNB,cargo.container,2018,3138.4374066573396,19
NLD,cargo.general,2020,563725.7076166994,42751
COL,cargo.general,2018,36074.59438456469,1235
IND,cargo.general,2021,189817.72860408082,24584
MLT,cargo.general,2023,40205.47344250139,1465
GBR,cargo.general,2023,278881.206654749,25745
TUR,cargo.general,2021,523684.7010042746,31971
TUN,cargo.general,2022,62359.576111626215,1510
RUS,cargo.general,2018,737724.2868212286,46487
IDN,cargo.general,2024,690135.081903668,33475
NOR,cargo.general,2023,451381.3668512528,82118
FJI,cargo.general,2021,4249.43682545443,253
POL,cargo.general,2023,87550.34538271923,4488
RUS,cargo.general,2022,781645.5039658688,36299
MYS,cargo.general,2022,172274.92268329,6869
COG,cargo.general,2019,34784.53967286543,1500
IDN,cargo.general,2022,558642.8311363783,29361
ARE,cargo.general,2017,171857.10238398676,9270
MDV,cargo.general,2017,13749.785603315442,322
NLD,cargo.general,2018,528749.602782417,40200
FRA,cargo.general,2021,198219.69534130493,12653
DNK,cargo.general,2020,105713.4731748139,11046
BEL,cargo.general,2019,272931.90745251253,20196
AUS,cargo.general,2020,116419.06480894107,5096
JPN,cargo.general,2018,693934.5397521927,122700
GBR,cargo.general,2018,231383.80876096396,26616
FIN,cargo.general,2018,79235.95868404368,7333
BHR,cargo.general,2017,10180.621966144716,310
DEU,cargo.general,2024,439738.6222655786,33234
ITA,cargo.general,2023,305490.16641141975,10443
PRT,cargo.general,2019,72868.182287922,4731
FIN,cargo.general,2023,81822.6491601475,6112
LBY,cargo.general,2022,39198.4454685596,850
GEO,cargo.general,2018,14961.012449129958,650
BEL,cargo.general,2017,230427.7171636482,18378
CAN,cargo.general,2023,109943.95805108712,7185
URY,cargo.general,2018,21124.220565395786,808
AUS,cargo.general,2017,110029.99887326677,4940
PRT,cargo.general,2018,79799.05940279696,5092
CUW,cargo.general,2019,12413.96804687158,423
GUY,cargo.general,2017,6262.173824207761,354
AUT,cargo.general,2019,2324.1789767975256,764
ERI,cargo.general,2023,2508.0260369613065,52
PHL,cargo.general,2023,292087.90213346476,20090
GRC,cargo.general,2022,133164.83331164398,11424
CYP,cargo.general,2024,33321.46211767197,2016
SLE,cargo.general,2021,5670.696413758574,541
UKR,cargo.general,2021,122547.40436284104,6871
CAN,cargo.general,2022,126881.71851293575,7418
ZAF,cargo.general,2022,55367.09728710869,816
SGP,cargo.general,2021,22486.900855213986,996
MYS,cargo.general,2017,124263.46791472804,6183
BGD,cargo.general,2023,32767.56192921399,911
JAM,cargo.general,2022,19642.270313958503,660
AGO,cargo.general,2022,53102.62531123852,3606
BHS,cargo.general,2023,4742.957497764609,316
UKR,cargo.general,2019,142108.50442230087,6625
COG,cargo.general,2017,31256.80905235775,1440
PNG,cargo.general,2023,54008.52495662661,949
MEX,cargo.general,2017,80659.48643038367,3241
BHS,cargo.general,2021,33903.10696512387,335
PNG,cargo.general,2021,28462.712929477653,925
SAU,cargo.general,2023,116656.98858991168,5432
SLB,cargo.general,2021,3241.032726080865,131
SLE,cargo.general,2022,16346.587615321949,1675
ISL,cargo.general,2017,13090.110960689422,1586
SEN,cargo.general,2024,15790.80862146719,457
GRL,cargo.general,2019,3976.3831208715474,512
MLT,cargo.general,2017,36899.11098237428,1774
ZAF,cargo.general,2018,52454.867283008105,1055
URY,cargo.general,2019,18689.190072404668,651
TUN,cargo.general,2023,54057.40152368733,1412
SDN,cargo.general,2023,35034.22609198386,965
FRO,cargo.general,2019,9900.192980572107,1240
SOM,cargo.general,2024,35274.96155114361,711
SWE,cargo.general,2023,102111.74005960058,9765
GNQ,cargo.general,2021,12023.484243267167,349
LTU,cargo.general,2017,19215.180984466144,2099
MAR,cargo.general,2021,59363.15466856008,1879
PYF,cargo.general,2022,896.0958343300515,344
UKR,cargo.general,2022,41707.71469369901,1504
DOM,cargo.general,2020,35208.6358828727,662
BES,cargo.general,2023,2283.8284226277915,652
CXR,cargo.general,2024,224.314527981875,42
ATG,cargo.general,2020,1056.4656401997586,135
BHS,cargo.general,2020,6567.4800822548905,355
JAM,cargo.general,2023,16175.22570574501,568
CYP,cargo.general,2023,33840.5063695184,1626
VCT,cargo.general,2019,4328.885164851085,1947
MEX,cargo.general,2018,81186.6237204611,3962
GUY,cargo.general,2024,12543.765736019011,949
KEN,cargo.general,2024,10888.603670662787,242
VCT,cargo.general,2018,1788.8777452701192,2103
PNG,cargo.general,2020,33458.190314595326,1047
UKR,cargo.general,2023,27760.425788738696,1779
ALB,cargo.general,2020,10524.050510147692,567
SGP,cargo.general,2024,102887.4626175151,961
GHA,cargo.general,2020,15644.727206885764,241
GRL,cargo.general,2024,4493.80720185974,1180
LVA,cargo.general,2017,28119.977004231343,3083
CMR,cargo.general,2018,25034.247923508465,820
GUM,cargo.general,2019,13526.234027852866,177
OMN,cargo.general,2023,32142.629849966863,1132
OMN,cargo.general,2019,28931.52129930466,681
SLV,cargo.general,2023,4049.0830868531407,55
YEM,cargo.general,2018,31783.960548875424,270
MOZ,cargo.general,2020,27542.322090802645,729
CUB,cargo.general,2017,8119.254573657582,392
STP,cargo.general,2023,822.9719462673495,41
GNQ,cargo.general,2019,11218.749552894247,267
GNQ,cargo.general,2024,15126.592913856779,728
MNE,cargo.general,2022,5946.320188396682,346
FSM,cargo.general,2020,2123.9332788356946,122
SGP,cargo.general,2018,32829.025695102406,1163
ABW,cargo.general,2024,6142.961950005476,412
TTO,cargo.general,2022,21562.883026419346,912
LBN,cargo.general,2017,30785.329082651184,1431
ZAF,cargo.general,2024,58314.32664350367,947
URY,cargo.general,2017,20491.433377947822,989
HND,cargo.general,2023,4800.922782164408,415
COD,cargo.general,2022,5357.670196773244,741
VNM,cargo.general,2019,42837.23931881869,2709
NCL,cargo.general,2017,7306.7655098224295,173
CUB,cargo.general,2023,16434.3660000918,443
DZA,cargo.general,2021,83558.35086714268,1835
MSR,cargo.general,2019,115.13193611927439,143
BES,cargo.general,2022,2036.7975190447044,576
HRV,cargo.general,2018,21267.567308486578,1282
MAF,cargo.general,2017,328.4646710925904,120
IRL,cargo.general,2024,25105.421134385026,2136
PRI,cargo.general,2019,2543.949764274871,440
PRI,cargo.general,2017,3745.4882401015375,261
WSM,cargo.general,2021,600.0668687325312,72
ESH,cargo.general,2019,2392.1225907287544,94
VEN,cargo.general,2021,43935.46972113324,1120
SOM,cargo.general,2019,28638.08003812922,346
MRT,cargo.general,2018,10211.492195486708,301
SYC,cargo.general,2018,6551.054016319326,105
PAK,cargo.general,2024,11291.802165435089,321
AIA,cargo.general,2020,594.459117443687,102
VGB,cargo.general,2018,332.76667755190266,67
ESH,cargo.general,2017,2377.8126965669467,124
LTU,cargo.general,2022,51892.20814782191,1821
YEM,cargo.general,2022,25392.72631946794,398
MDV,cargo.general,2022,16088.235043846953,258
SYR,cargo.general,2019,2503.908107288474,174
GRD,cargo.general,2019,713.3592168408428,83
NGA,cargo.general,2018,36884.585211211226,876
KHM,cargo.general,2024,1687.617862215991,114
JOR,cargo.general,2019,9633.431093151794,300
VIR,cargo.general,2019,1949.130015864456,345
SYR,cargo.general,2023,3343.8641851642906,120
SVN,cargo.general,2018,3099.7407835401245,141
KAZ,cargo.general,2018,717.2849469060584,85
KEN,cargo.general,2018,8669.619172565523,154
NAM,cargo.general,2020,12861.100176483475,192
KNA,cargo.general,2023,441.5102977002004,227
TGO,cargo.general,2021,17950.652702087977,276
CYM,cargo.general,2018,1149.9806361163025,298
MUS,cargo.general,2017,18386.41549815213,282
ASM,cargo.general,2023,1159.7398623751915,150
BHS,cargo.general,2022,3585.540387750312,264
SRB,cargo.general,2017,683.1692731435095,111
SVN,cargo.general,2017,3131.6405601657316,147
SVN,cargo.general,2021,2997.550466059034,133
DJI,cargo.general,2020,21114.343376118697,324
MNE,cargo.general,2021,4038.3164513310558,275
HUN,cargo.general,2019,2607.6400655482985,208
CUB,cargo.general,2019,47514.1945421142,494
JEY,cargo.general,2018,374.87755615065936,249
FLK,cargo.general,2018,430.5054301750427,35
BRB,cargo.general,2024,2791.8121080279334,209
BRB,cargo.general,2017,2068.7614189903534,170
MNP,cargo.general,2022,1100.351275732198,95
SYC,cargo.general,2020,6396.682319800707,326
MTQ,cargo.general,2021,3651.890962802001,147
KHM,cargo.general,2023,1116.4067912580604,65
FLK,cargo.general,2019,288.699404805251,31
VUT,cargo.general,2017,1372.6996444139668,71
TLS,cargo.general,2020,1053.9905175750048,89
MTQ,cargo.general,2019,2431.773240940564,101
KAZ,cargo.general,2022,1592.5913410446321,32
MUS,cargo.general,2019,21144.738854800922,204
HUN,cargo.general,2023,1826.8092797764205,78
NAM,cargo.general,2018,9581.057375285254,183
MDG,cargo.general,2023,3716.5945767656813,164
GMB,cargo.general,2020,10997.967283787439,63
SVK,cargo.general,2019,422.1152626864958,289
BLZ,cargo.general,2017,549.1151712219903,81
NCL,cargo.general,2020,5790.285141743168,117
GNB,cargo.general,2024,3989.0229721663204,92
CRI,cargo.general,2023,6313.341446653104,273
KIR,cargo.general,2017,911.5263815644985,29
AIA,cargo.general,2018,210.17779289905312,93
TGO,cargo.general,2017,10608.21556091602,189
DMA,cargo.general,2023,2057.0788133390743,200
GMB,cargo.general,2024,1915.145088689042,33
ASM,cargo.general,2017,478.3317937520339,49
SHN,cargo.general,2021,1029.9719803277571,8
FRA,cargo.general,2022,205696.08398649842,12752
GRD,cargo.general,2017,612.703949261304,74
PLW,cargo.general,2018,1613.0332515491323,37
MTQ,cargo.general,2020,2805.0269683728106,101
SHN,cargo.general,2024,390.8332573933169,55
ALA,cargo.general,2018,822.5482643514487,41
VGB,cargo.general,2024,4335.082380396377,166
MHL,cargo.general,2021,850.6413263833194,42
KHM,cargo.general,2017,2548.6297130094977,67
SLV,cargo.general,2024,1905.7313715153243,19
COM,cargo.general,2020,3101.87543299171,159
ERI,cargo.general,2024,3527.0406298373546,48
LUX,cargo.general,2024,445.2794240720079,69
AZE,cargo.general,2022,1908.1026920172449,88
ERI,cargo.general,2022,1740.4636371576607,30
JPN,cargo.general,2017,655296.7289318118,114481
PAN,cargo.general,2023,97851.61100871541,1133
GIN,cargo.general,2017,16804.18800729474,359
NRU,cargo.general,2023,117.25680366426518,10
HKG,cargo.general,2022,32.209211220448154,10
NIU,cargo.general,2021,204.4898957318535,29
SRB,cargo.general,2018,375.14793194637633,31
MSR,cargo.general,2017,67.5989846459481,78
NOR,cargo.general,2020,305335.5576257578,62531
COM,cargo.general,2017,1561.294123910349,111
BES,cargo.general,2018,1610.5453854705759,695
FRO,cargo.general,2018,6438.842905838511,1189
GIN,cargo.general,2023,49871.57425900078,2202
TZA,cargo.general,2019,17737.192267905102,358
SYC,cargo.general,2019,11127.172841592743,171
TZA,cargo.general,2023,30665.26649131846,1473
CYM,cargo.general,2021,1078.1791833311488,311
CRI,cargo.general,2022,5198.974136025817,230
STP,cargo.general,2021,1387.3336462990248,45
STP,cargo.general,2024,775.00173529861,33
GNB,cargo.general,2019,6551.442944691469,77
NRU,cargo.general,2018,80.66683941792685,2
MAC,cargo.general,2019,105.74891965565809,19
MCO,cargo.general,2018,888.2724211448244,9
EGY,cargo.general,2018,160724.1113708978,4950
EGY,cargo.general,2024,327155.04983731115,7614
ARE,cargo.general,2019,188549.73338985388,10321
GUF,cargo.general,2022,7357.706682420697,215
VCT,cargo.general,2023,12859.272523611698,3360
MDV,cargo.general,2024,15279.083626446372,358
BEN,cargo.general,2017,4348.142317715694,66
HND,cargo.general,2018,7742.481369243009,236
VEN,cargo.general,2023,42256.32166337195,1109
COL,cargo.general,2021,41494.39612984862,1023
SVN,cargo.general,2024,2075.93583133207,82
TUV,cargo.general,2021,216.91122461373655,8
MAF,cargo.general,2018,686.5154814424135,191
MTQ,cargo.general,2022,2338.7108931925995,86
CMR,cargo.general,2020,20347.056802290805,535
GIN,cargo.general,2021,42747.40021930585,2065
AGO,cargo.general,2023,47126.13767243218,2817
BLM,cargo.general,2022,39.46499013059705,9
PNG,cargo.general,2019,29314.308842169638,1184
MNE,cargo.general,2017,1883.5096695205596,262
MLT,cargo.general,2022,32679.96037894284,1656
STP,cargo.general,2022,893.9843906668087,27
SGS,cargo.general,2018,3.3379333605678116,3
IDN,cargo.general,2019,521792.31992741366,22818
COG,cargo.general,2018,23049.30152452078,1902
IRL,cargo.general,2021,21414.35574787412,2809
KNA,cargo.general,2018,1377.102889276435,270
VNM,cargo.general,2017,32962.784095930125,1643
SRB,cargo.general,2022,88.64879785628968,32
LCA,cargo.general,2021,1415.9977890501632,159
CCK,cargo.general,2017,76.75640809463454,7
CAN,cargo.general,2024,98910.79407673253,6946
MCO,cargo.general,2023,156.8507291089644,5
IMN,cargo.general,2024,1.7388140558759704,3
GEO,cargo.general,2024,25597.443441625288,1012
TLS,cargo.general,2022,1099.05463041753,77
ECU,cargo.general,2023,8676.991563372412,476
GLP,cargo.general,2019,3692.020688995383,332
KIR,cargo.general,2023,6592.036013131417,120
KOR,cargo.general,2020,346517.9708156533,26836
USA,cargo.general,2017,248275.34986663103,7101
GRL,cargo.general,2020,3586.4585403756823,558
AZE,cargo.general,2018,709.1774099436598,58
MOZ,cargo.general,2021,30758.13375176302,702
MAR,cargo.general,2018,72484.28610511414,2420
MAR,cargo.general,2019,79043.65696823753,2741
CYM,cargo.general,2022,2269.8064568138666,313
TUR,cargo.general,2024,705357.6611118214,32724
BHS,cargo.general,2017,7532.316747526628,373
NAM,cargo.general,2022,11048.10381450228,164
KHM,cargo.general,2020,1743.9089799876203,47
JPN,cargo.general,2020,720469.4271091358,130169
ISR,cargo.general,2023,99777.55103879776,2273
PRT,cargo.general,2024,98381.09848066383,4871
COK,cargo.general,2020,791.8790363499256,64
HTI,cargo.general,2018,7445.887641092755,397
DOM,cargo.general,2017,13947.52571433489,683
SYR,cargo.general,2017,7417.842543012109,375
ABW,cargo.general,2020,2495.0786112642004,126
GEO,cargo.general,2017,13702.99706526071,760
SVK,cargo.general,2023,151.2514976391487,127
USA,cargo.general,2020,302060.04034460784,6366
BGD,cargo.general,2019,52964.849208638436,640
PYF,cargo.general,2019,777.3057537498898,565
POL,cargo.general,2019,54717.77922527076,4438
AIA,cargo.general,2023,635.8072490903512,209
GBR,cargo.general,2019,251158.3054764093,27855
BGR,cargo.general,2017,47696.768317087706,1911
SRB,cargo.general,2023,1344.8816672355283,151
BLM,cargo.general,2024,72.11687174150677,3
BEN,cargo.general,2021,5864.146431765645,179
BLZ,cargo.general,2019,1201.227668197253,115
TGO,cargo.general,2023,20199.34004380407,200
SYR,cargo.general,2020,3489.9703795363507,174
GNB,cargo.general,2023,8733.977025503282,83
PNG,cargo.general,2022,24402.835680255335,983
AIA,cargo.general,2021,311.056800915464,119
JEY,cargo.general,2021,739.9230360176927,225
COM,cargo.general,2021,2013.2852946005937,161
POL,cargo.general,2021,81269.29025408998,4904
TCA,cargo.general,2017,321.854180140225,236
CYM,cargo.general,2020,942.0315976594542,263
UKR,cargo.general,2018,115869.62993742044,5875
LBY,cargo.general,2019,43890.064572011754,1074
GAB,cargo.general,2017,9127.778354365737,580
WSM,cargo.general,2023,1612.582805701646,136
MDG,cargo.general,2019,3263.480431504611,194
ATG,cargo.general,2023,3707.4112589319893,214
MDV,cargo.general,2021,9478.296117421234,219
ALA,cargo.general,2019,269.4639387904841,30
GBR,cargo.general,2021,286201.66374467366,29809
BLZ,cargo.general,2020,821.2256100608852,119
NAM,cargo.general,2023,13458.829249428776,179
BGD,cargo.general,2017,64416.521731648194,592
ISL,cargo.general,2021,24800.70145037263,3668
PER,cargo.general,2024,27836.801401031316,680
COM,cargo.general,2022,2893.952559384135,92
MAC,cargo.general,2022,161.43209174563583,318
SPM,cargo.general,2017,192.94124848097337,91
CXR,cargo.general,2022,304.84456514344265,56
MNP,cargo.general,2017,957.9860646260666,68
MHL,cargo.general,2023,1106.713074699899,49
EGY,cargo.general,2020,154861.96084589043,4857
AUT,cargo.general,2018,1160.79662107502,367
KHM,cargo.general,2022,1136.3655356289441,55
IRN,cargo.general,2022,41248.06128923214,4236
GIN,cargo.general,2024,58117.406026897836,3706
NOR,cargo.general,2024,519611.88767669577,84161
FLK,cargo.general,2020,352.73511926213246,28
PRI,cargo.general,2021,4031.2678043458304,505
SAU,cargo.general,2017,79004.86858737622,5201
HUN,cargo.general,2017,3548.5075797718046,221
CMR,cargo.general,2019,22952.353658953838,605
PLW,cargo.general,2017,1011.6819785882274,26
CAN,cargo.general,2020,129795.72330582718,7141
WLF,cargo.general,2017,119.81218178124055,6
SUR,cargo.general,2023,11620.263544105048,635
JPN,cargo.general,2022,789837.3931975217,139274
ALB,cargo.general,2023,10581.325259924273,624
FSM,cargo.general,2023,3110.546387271109,203
PAN,cargo.general,2018,49753.01549661821,999
ARG,cargo.general,2020,35561.21949772811,5592
GHA,cargo.general,2017,18311.715968233177,349
QAT,cargo.general,2019,29339.774406758923,1309
SJM,cargo.general,2017,784.4935978758589,285
GRL,cargo.general,2018,3650.1893343394863,534
BHR,cargo.general,2023,5845.216957164562,140
POL,cargo.general,2018,52755.15964733295,3740
CHL,cargo.general,2024,47970.29385660166,3784
DOM,cargo.general,2019,13210.722651590455,764
LVA,cargo.general,2024,54787.34319634388,3403
OMN,cargo.general,2017,21357.34419397188,470
VIR,cargo.general,2018,1663.9377462044345,268
SLE,cargo.general,2024,31743.388122639513,2567
MMR,cargo.general,2018,9711.620396190347,243
SLB,cargo.general,2017,7694.63664078911,299
GLP,cargo.general,2018,3140.1563209544834,340
IDN,cargo.general,2018,504396.92945938604,24106
LBN,cargo.general,2024,53692.14258171834,1189
MAF,cargo.general,2023,710.9759104917695,247
MNP,cargo.general,2019,1297.6216278045883,118
MLT,cargo.general,2020,33377.71455560312,1664
SJM,cargo.general,2019,914.0574502322364,343
GGY,cargo.general,2017,503.5180953734085,7
CHN,cargo.general,2023,6171311.551537558,331781
NLD,cargo.general,2019,533924.1298428569,40634
DEU,cargo.general,2023,457873.84624752385,28512
KOR,cargo.general,2017,308770.6931625014,23281
SXM,cargo.general,2022,1787.0896934625064,219
ARE,cargo.general,2024,304243.39568607893,17280
ARE,cargo.general,2023,269488.2492679044,15897
EST,cargo.general,2018,19267.029625771833,2886
KOR,cargo.general,2023,417771.9497244809,28087
NLD,cargo.general,2024,727964.3467448307,48899
ARE,cargo.general,2022,270962.91752998024,14867
ARE,cargo.general,2018,175887.43793351576,7575
PHL,cargo.general,2017,182732.64033024147,14387
POL,cargo.general,2017,50556.58563160642,3745
SWE,cargo.general,2022,98208.89120711977,11223
ESP,cargo.general,2018,242037.50582767613,15205
GBR,cargo.general,2022,277494.8798904083,28291
MEX,cargo.general,2024,80621.17331461629,2441
ISR,cargo.general,2017,66277.54965897808,1710
TWN,cargo.general,2021,194964.9451577039,9587
MTQ,cargo.general,2018,1808.1430433041367,122
ESP,cargo.general,2022,260113.37776371997,12805
LBY,cargo.general,2020,68485.21397898698,1161
COM,cargo.general,2019,2678.3562584626147,164
TWN,cargo.general,2018,191209.361410287,9974
LVA,cargo.general,2019,31557.253579537035,3319
AUS,cargo.general,2022,111581.94094688079,5017
SWE,cargo.general,2024,101930.42033223156,9304
NGA,cargo.general,2021,58889.936707807545,1261
PAK,cargo.general,2017,13105.930146564311,489
CPV,cargo.general,2018,24066.273880985853,2771
ROU,cargo.general,2019,54412.0484584497,2772
ISL,cargo.general,2024,31563.22595141286,4039
BRA,cargo.general,2017,144074.82258963762,3962
GRC,cargo.general,2020,126019.64319825778,9467
LVA,cargo.general,2022,54900.13094581524,3740
NAM,cargo.general,2024,12104.061499175268,279
ALB,cargo.general,2021,17686.755952404023,732
ARG,cargo.general,2023,31031.0133135769,5661
TTO,cargo.general,2021,24377.572403136895,804
VGB,cargo.general,2021,1367.5028033537378,110
SDN,cargo.general,2019,27420.857967542102,957
MAR,cargo.general,2020,79771.92799760199,2295
LBY,cargo.general,2018,42724.09118467923,1110
LBN,cargo.general,2021,49362.43051103868,1090
SEN,cargo.general,2017,18435.631454895236,395
LTU,cargo.general,2019,23681.570405198705,2487
IRQ,cargo.general,2021,18008.947456364076,653
ROU,cargo.general,2020,69050.53992524171,2518
SDN,cargo.general,2020,36244.22845577866,769
GIB,cargo.general,2021,5117.717941955084,360
AZE,cargo.general,2017,299.5862656111015,24
LBN,cargo.general,2018,30542.069626202894,1315
TUN,cargo.general,2024,60542.45661985479,1556
NRU,cargo.general,2021,99.1575877118104,24
TZA,cargo.general,2020,16363.876513335179,215
GNQ,cargo.general,2020,11769.002181752216,371
CMR,cargo.general,2023,19733.73654755137,681
BGD,cargo.general,2021,49874.160565622275,821
REU,cargo.general,2018,1344.6249407147013,184
LTU,cargo.general,2021,22087.103911212296,2539
COM,cargo.general,2018,2762.5331626729403,139
CYP,cargo.general,2021,18602.122392409157,1415
MUS,cargo.general,2018,21305.10522603178,308
NZL,cargo.general,2017,11946.091935942026,595
QAT,cargo.general,2018,36034.92728786054,1121
MDV,cargo.general,2023,17949.180625982382,389
