time,fishing,inside_footprint,s1_imaged,emissions_co2_mt,emissions_co2_dark_mt
2023-10-01,TRUE,FALSE,FALSE,576264.492483295,2272.15596
2025-08-01,TRUE,FALSE,FALSE,581093.9735277729,625.05318
2018-09-01,TRUE,FALSE,FALSE,461520.12759712467,2077.8659399999997
2025-09-01,TRUE,FALSE,FALSE,554427.6170390974,1656.2011100000002
2022-05-01,TRUE,FALSE,FALSE,521613.62008000305,1101.08628
2024-06-01,TRUE,FALSE,FALSE,586043.2296248133,2314.37693
2022-10-01,TRUE,FALSE,FALSE,571133.99038697,2155.82506
2021-08-01,TRUE,FALSE,FALSE,500292.2312912866,757.2415000000001
2021-07-01,TRUE,FALSE,FALSE,512886.8078646583,776.18286
2021-03-01,TRUE,TRUE,TRUE,2483824.002071782,1970682.2422500006
2021-02-01,FALSE,TRUE,TRUE,49306985.40182755,20917806.836180013
2020-06-01,FALSE,TRUE,TRUE,55040511.18455606,22849752.921139996
2020-01-01,FALSE,TRUE,TRUE,54040556.045524634,21248703.86938
2018-08-01,FALSE,TRUE,TRUE,59193279.45212643,22080214.00288
2021-09-01,FALSE,FALSE,FALSE,15263996.08140989,13678.416860000001
2023-09-01,TRUE,FALSE,FALSE,577587.1176584987,2534.13319
2022-08-01,FALSE,FALSE,FALSE,16885181.933393836,19128.9653
2025-10-01,TRUE,TRUE,TRUE,5557416.557000361,3520954.93433
2020-04-01,TRUE,TRUE,TRUE,2487890.1563393157,2107727.4318100004
2021-12-01,TRUE,TRUE,TRUE,3384203.4532538764,2929013.773710001
2020-01-01,TRUE,TRUE,FALSE,36339.381762540615,50045.288669999994
2018-06-01,TRUE,TRUE,TRUE,1597913.8157889028,1767309.6832299996
2022-04-01,TRUE,TRUE,TRUE,2858910.4158536377,2558734.17273
2025-02-01,TRUE,TRUE,TRUE,3512471.4126827903,1977544.4907999998
2017-01-01,TRUE,TRUE,TRUE,1393832.643097592,1446565.6798
2024-09-01,FALSE,TRUE,TRUE,70065155.1989874,22825711.361330003
2022-09-01,TRUE,TRUE,FALSE,408260.8240057029,472995.84687
2024-04-01,FALSE,TRUE,TRUE,65591041.622070156,24038706.020839997
2022-01-01,FALSE,TRUE,TRUE,55532483.93849204,21161870.794589996
2017-09-01,FALSE,TRUE,TRUE,53328314.14899574,21946123.906660005
2017-05-01,FALSE,TRUE,TRUE,53742788.10339837,22228658.488750007
2018-03-01,FALSE,TRUE,TRUE,52579724.020228915,21801075.793679997
2018-07-01,FALSE,FALSE,FALSE,14701616.343265783,3288.0474000000004
2017-12-01,TRUE,TRUE,TRUE,1988561.8660833624,1898149.71939
2019-05-01,TRUE,TRUE,TRUE,1853152.0394330355,1701380.1907199996
2020-08-01,TRUE,TRUE,TRUE,2510797.4715435207,2227948.8453500005
2017-07-01,TRUE,TRUE,TRUE,1625138.635886221,1925453.41486
2022-12-01,TRUE,TRUE,TRUE,3592990.4052433046,2196587.4822000004
2019-09-01,TRUE,TRUE,TRUE,3217741.0160434023,2516771.394489999
2020-09-01,TRUE,TRUE,TRUE,3153409.995592776,2680647.4676900003
2022-07-01,TRUE,TRUE,TRUE,2186664.9017017656,1777918.7970600002
2025-01-01,TRUE,TRUE,TRUE,4021176.5237541534,1961857.6051399999
2021-11-01,FALSE,TRUE,TRUE,53642472.95710969,23660670.03501
2023-08-01,FALSE,TRUE,TRUE,71425585.55552576,23498599.233969998
2022-06-01,FALSE,TRUE,TRUE,64561246.55828213,23488315.88752
2025-04-01,FALSE,TRUE,TRUE,69130236.34052202,22907916.625779998
2020-07-01,FALSE,TRUE,TRUE,60075477.915211186,23356363.753239997
2021-05-01,FALSE,TRUE,TRUE,61814933.28299253,22255190.857189998
2019-04-01,FALSE,TRUE,TRUE,53812419.590695955,21860925.382869985
2023-06-01,TRUE,TRUE,TRUE,2813138.809064807,1861362.6761100003
2024-11-01,TRUE,TRUE,TRUE,5047136.99460619,2892025.99278
2020-10-01,TRUE,TRUE,TRUE,2860335.3961928207,2299447.03394
2023-07-01,TRUE,TRUE,TRUE,3019319.9485394177,1912885.3705799996
2020-03-01,FALSE,TRUE,TRUE,54317143.99431972,21992953.438360002
2017-04-01,FALSE,TRUE,TRUE,50125257.438041896,22146754.765609995
2017-10-01,FALSE,TRUE,TRUE,52768620.08566963,22293541.923160005
2022-11-01,FALSE,TRUE,TRUE,61021881.03747155,23986943.793180004
2017-06-01,TRUE,TRUE,TRUE,1450028.2885923767,1884009.08962
2020-03-01,TRUE,TRUE,FALSE,56817.717599898955,63674.566609999994
2022-06-01,TRUE,TRUE,FALSE,154379.64651221986,326741.88073
2024-07-01,FALSE,TRUE,TRUE,74691196.98760203,22959289.12842
2024-01-01,TRUE,TRUE,TRUE,4072752.9933543894,1701569.9300399995
2021-10-01,FALSE,TRUE,TRUE,61732282.17650011,23285120.233949997
2018-12-01,FALSE,TRUE,TRUE,52512794.701999605,21509480.15408
2022-09-01,FALSE,TRUE,TRUE,63665478.38873875,23767573.605690006
2024-05-01,FALSE,TRUE,TRUE,71473967.9516245,23049434.405589994
2024-02-01,TRUE,TRUE,TRUE,3076481.3358751223,1620043.7372000008
2023-08-01,TRUE,TRUE,FALSE,455237.45785994054,567837.16923
2025-06-01,TRUE,TRUE,TRUE,3430608.7106894804,1812968.46264
2023-03-01,TRUE,TRUE,TRUE,4015537.1133260606,2613060.49082
2025-04-01,TRUE,TRUE,FALSE,684404.4412796228,653566.59357
2018-12-01,TRUE,TRUE,FALSE,12449.898038670874,21961.19816
2021-11-01,TRUE,TRUE,FALSE,49566.91870479928,99133.79305999998
2018-09-01,FALSE,TRUE,FALSE,462845.47236616584,444784.46232
2019-02-01,FALSE,TRUE,FALSE,613715.7196771937,510614.82453
2023-02-01,FALSE,TRUE,FALSE,774328.2699971098,730893.1974400001
2023-04-01,FALSE,TRUE,FALSE,772835.63121374,634615.8558000001
2021-01-01,FALSE,TRUE,FALSE,563867.1063268689,568378.52232
2024-07-01,TRUE,TRUE,FALSE,241520.93169811668,399555.40767
2017-05-01,TRUE,TRUE,FALSE,6138.603754926415,39537.68328
2022-01-01,TRUE,TRUE,FALSE,579192.6992327804,513457.0728899999
2021-05-01,TRUE,TRUE,FALSE,36202.55082884387,37611.850809999996
2022-11-01,TRUE,TRUE,FALSE,814090.4554534118,679975.1159
2024-04-01,TRUE,TRUE,FALSE,644320.6365554142,647693.5859200001
2024-05-01,TRUE,TRUE,FALSE,207046.36417456323,330831.0446600001
2021-10-01,TRUE,TRUE,FALSE,42088.30408861525,34588.621900000006
2020-06-01,TRUE,TRUE,FALSE,43519.71316965483,43752.02094999999
2024-09-01,TRUE,TRUE,FALSE,400812.3385766413,568211.46319
2023-10-01,FALSE,TRUE,FALSE,950415.4060641608,656239.77149
2024-03-01,FALSE,TRUE,FALSE,809130.0861313046,634818.4468099999
2025-05-01,FALSE,TRUE,FALSE,724700.6835471166,551969.98393
2024-10-01,FALSE,TRUE,FALSE,828084.5846492331,601129.54252
2023-05-01,FALSE,TRUE,FALSE,1120016.015133529,719099.9394099999
2018-03-01,TRUE,TRUE,FALSE,13942.344428410968,30743.37889
2025-03-01,FALSE,TRUE,FALSE,744613.919303347,603824.57051
2024-06-01,FALSE,TRUE,FALSE,889938.3311119888,608427.4735000001
2017-09-01,TRUE,TRUE,FALSE,8689.792741031108,32171.653989999995
2022-05-01,FALSE,TRUE,FALSE,1002178.6561845926,803905.0333900001
2021-02-01,TRUE,TRUE,FALSE,97114.42408021573,59536.695620000006
2017-10-01,TRUE,TRUE,FALSE,3088.739732667244,17310.83012
2022-10-01,FALSE,TRUE,FALSE,766457.0926872434,614408.1756100002
2025-08-01,FALSE,TRUE,FALSE,925661.1065034242,647712.82255
2020-12-01,FALSE,TRUE,FALSE,442970.91640190635,577922.9339599999
2019-10-01,TRUE,TRUE,FALSE,22627.843346824793,27475.19761
2017-04-01,TRUE,TRUE,FALSE,13114.251828562374,62258.12018
2018-04-01,FALSE,TRUE,FALSE,401914.9614456974,623488.3734299999
2018-08-01,TRUE,TRUE,FALSE,8062.421168140905,16913.723850000002
2019-04-01,TRUE,TRUE,FALSE,37332.50568581371,52068.184189999985
2021-08-01,FALSE,TRUE,FALSE,503890.01109846914,635067.33898
2020-07-01,TRUE,TRUE,FALSE,59105.404893510546,39323.15082
2019-12-01,FALSE,TRUE,FALSE,445967.00302218413,495247.87653
2025-09-01,FALSE,TRUE,FALSE,974180.260553003,562534.2802500001
2018-01-01,FALSE,TRUE,FALSE,310176.6883515546,382107.0365
2019-01-01,FALSE,TRUE,FALSE,617552.9514899065,539047.06441
2023-09-01,FALSE,TRUE,FALSE,940763.4652578072,678325.5836799999
2017-03-01,FALSE,TRUE,FALSE,156946.4751578991,121987.22372
2020-05-01,FALSE,TRUE,FALSE,546845.025381619,656050.1402200001
2021-07-01,FALSE,TRUE,FALSE,240726.1937498813,189145.98780000003
2019-07-01,FALSE,TRUE,FALSE,515636.07463830657,652840.11815
2025-03-01,FALSE,TRUE,TRUE,68222638.56227766,22368488.738509998
2024-02-01,FALSE,FALSE,FALSE,18590601.14050133,28207.464419999997
2025-02-01,FALSE,FALSE,FALSE,18573507.531853188,878.3843499999999
2025-01-01,FALSE,FALSE,FALSE,20973476.537580024,971.37427
2021-03-01,FALSE,FALSE,FALSE,15556541.560731366,8211.45806
2024-01-01,FALSE,FALSE,FALSE,19870526.204689533,28461.48188
2017-01-01,FALSE,FALSE,FALSE,17076232.168316673,3425.1481400000002
2025-12-01,TRUE,FALSE,FALSE,533039.9280617196,4083.79579
2019-07-01,FALSE,TRUE,TRUE,61693999.103374995,23245793.186620004
2022-12-01,FALSE,FALSE,FALSE,18471712.67565928,42038.06213
2024-12-01,TRUE,FALSE,FALSE,592824.8925702575,3405.2997100000002
2023-03-01,FALSE,FALSE,FALSE,18755819.90082253,28221.78473
2023-12-01,TRUE,FALSE,FALSE,546019.4324824009,2283.30836
2017-12-01,FALSE,FALSE,FALSE,15016610.135384,3665.0020400000003
2021-12-01,FALSE,FALSE,FALSE,15160712.83932425,33316.28788
2023-01-01,TRUE,FALSE,FALSE,520798.78442152624,2489.5698899999998
2019-03-01,FALSE,FALSE,FALSE,14445153.898911482,672.0055
2025-06-01,FALSE,FALSE,FALSE,20754790.47637034,15584.08509
2022-02-01,TRUE,FALSE,FALSE,464119.05692164594,3249.14825
2022-04-01,FALSE,FALSE,FALSE,16166975.866843605,12438.51052
2018-11-01,TRUE,FALSE,FALSE,403379.0467733914,1920.6202000000003
2019-11-01,FALSE,FALSE,FALSE,14499272.959993213,12873.849590000002
2020-02-01,TRUE,FALSE,FALSE,419046.6920468784,12450.248599999999
2020-04-01,FALSE,FALSE,FALSE,13843022.777524406,9458.22697
2024-11-01,FALSE,FALSE,FALSE,20771477.833189663,28726.536870000004
2017-11-01,TRUE,FALSE,FALSE,432539.09033371555,1598.10388
2019-05-01,FALSE,FALSE,FALSE,14982137.441416668,8930.78768
2025-11-01,TRUE,FALSE,FALSE,541027.1788815666,1366.39462
2018-02-01,TRUE,FALSE,FALSE,344069.65746604814,5069.429250000001
2025-10-01,FALSE,FALSE,FALSE,22887249.31202365,15711.83177
2017-02-01,TRUE,FALSE,FALSE,332593.0078586357,7353.616709999998
2023-11-01,TRUE,FALSE,FALSE,579982.652621381,2332.85536
2023-06-01,FALSE,FALSE,FALSE,16704178.857942497,29801.22036
2020-11-01,TRUE,FALSE,FALSE,462218.5670236739,1450.3462100000002
2023-07-01,FALSE,FALSE,FALSE,17497487.316651955,3889.6904099999997
2018-06-01,FALSE,FALSE,FALSE,14306907.27636183,6622.821959999999
2022-03-01,TRUE,FALSE,FALSE,561176.2680949618,4927.03334
2017-06-01,FALSE,FALSE,FALSE,14164052.45861083,1587.56561
2021-06-01,TRUE,FALSE,FALSE,538273.2706794952,931.1938700000001
2018-05-01,TRUE,FALSE,FALSE,498031.9062321312,1628.8032799999999
2019-06-01,FALSE,FALSE,FALSE,13896205.545182213,3408.5221300000003
2022-07-01,FALSE,FALSE,FALSE,16832931.30454966,16618.40223
2018-10-01,TRUE,FALSE,FALSE,479944.8872575639,1477.1260399999999
2019-10-01,TRUE,TRUE,TRUE,2937322.3013918838,2381569.0971100014
2018-08-01,TRUE,TRUE,TRUE,2326835.1128014317,2431794.69393
2018-07-01,TRUE,FALSE,FALSE,516362.38931634,1768.67461
2021-04-01,TRUE,FALSE,FALSE,463336.2758501837,676.6898699999999
2019-02-01,FALSE,TRUE,TRUE,47031871.85344033,21079806.415319994
2021-09-01,TRUE,FALSE,FALSE,483997.5016772953,855.25237
2017-08-01,TRUE,FALSE,FALSE,460327.3009477067,1908.43151
2017-07-01,FALSE,FALSE,FALSE,14564573.002700144,1596.31929
2021-07-01,FALSE,TRUE,TRUE,67129208.20512761,23330467.38284
2018-09-01,FALSE,TRUE,TRUE,55372739.46819729,22397543.127569992
2019-08-01,FALSE,FALSE,FALSE,14336711.516650708,1607.66432
2019-09-01,FALSE,FALSE,FALSE,14174665.297244001,5474.70476
2024-09-01,TRUE,TRUE,TRUE,5483963.499366193,2987422.3319299994
2021-02-01,TRUE,TRUE,TRUE,1982876.0326006867,1540689.13942
2018-04-01,TRUE,TRUE,FALSE,22602.979526256866,39724.533079999994
2019-04-01,TRUE,TRUE,TRUE,2467942.5235492224,2176588.815359999
2017-10-01,TRUE,TRUE,TRUE,2548714.6762088453,2433078.6507200003
2024-04-01,TRUE,TRUE,TRUE,4412836.538306057,2757649.59755
2022-11-01,TRUE,TRUE,TRUE,4327348.1341873985,3257205.52466
2021-10-01,TRUE,TRUE,TRUE,2958504.522093377,2293523.47644
2021-05-01,TRUE,TRUE,TRUE,2129811.757904369,1578667.3797699993
2018-03-01,TRUE,TRUE,TRUE,2199107.6484356895,1972575.9724100002
2025-08-01,FALSE,TRUE,TRUE,80291656.46823454,23746655.56466
2020-05-01,FALSE,TRUE,TRUE,54851964.78614711,22609527.932019994
2019-12-01,FALSE,TRUE,TRUE,55537652.97342858,22435946.740340002
2023-09-01,FALSE,TRUE,TRUE,66881415.427373,23014710.187530003
2017-03-01,FALSE,TRUE,TRUE,50169283.31284878,22042143.350829992
2018-01-01,FALSE,TRUE,TRUE,50996431.05986245,20776551.80965999
2020-10-01,FALSE,FALSE,FALSE,14600843.447584746,8868.820849999998
2025-07-01,TRUE,FALSE,FALSE,602266.8763272974,1562.02596
2017-05-01,TRUE,TRUE,TRUE,1505756.2416223688,1830431.3904499996
2022-01-01,TRUE,TRUE,TRUE,2730255.96956671,2116897.2734800004
2018-12-01,TRUE,TRUE,TRUE,2196887.974402185,1905951.5227000006
2020-03-01,TRUE,TRUE,TRUE,2306842.5979399257,1889722.9424200004
2017-04-01,TRUE,TRUE,TRUE,2101832.849426199,2335441.2620600006
2022-06-01,TRUE,TRUE,TRUE,2039786.8554986054,1823209.1424599998
2022-05-01,FALSE,TRUE,TRUE,64093662.97269111,23680774.432649996
2024-10-01,FALSE,TRUE,TRUE,69852007.03326318,22786238.361770004
2019-01-01,FALSE,TRUE,TRUE,52156134.39887611,21166066.110460002
2021-01-01,FALSE,TRUE,TRUE,54995689.74089898,21134533.418209996
2023-02-01,FALSE,TRUE,TRUE,54304759.51866179,21359029.439690005
2018-04-01,FALSE,TRUE,TRUE,53021845.14932394,21409970.95681
2025-05-01,FALSE,TRUE,TRUE,74617106.84589411,23999005.376179997
2021-08-01,FALSE,TRUE,TRUE,66964107.66267865,23130805.280610003
2025-09-01,FALSE,TRUE,TRUE,73021940.96899447,22983884.521110002
2024-08-01,TRUE,FALSE,FALSE,618508.1110015967,3602.01553
2020-08-01,FALSE,FALSE,FALSE,14427657.38931894,4031.05912
2020-09-01,FALSE,FALSE,FALSE,14288564.685130846,613.21766
2020-07-01,TRUE,TRUE,TRUE,2008765.2873861934,1775374.8247000002
2023-08-01,TRUE,TRUE,TRUE,3914357.023033933,2609306.81612
2024-07-01,TRUE,TRUE,TRUE,3365601.7193917697,1603157.4537099998
2021-11-01,TRUE,TRUE,TRUE,1813788.6541009464,2371125.95444
2020-05-01,TRUE,TRUE,FALSE,47981.94885969373,47319.85165999999
2023-10-01,FALSE,TRUE,TRUE,65792141.45093632,22184795.377669994
2022-10-01,FALSE,TRUE,TRUE,64104443.341244735,23795461.483949997
2020-01-01,TRUE,TRUE,TRUE,2014211.3125388867,1551763.21818
2024-05-01,TRUE,TRUE,TRUE,3272760.5917644314,1810121.15523
2022-05-01,TRUE,TRUE,FALSE,125718.2914860463,324107.76019999996
2024-06-01,FALSE,TRUE,TRUE,71607088.50931078,22676689.201810006
2022-08-01,TRUE,FALSE,FALSE,607077.9652696478,1739.15968
2017-09-01,TRUE,TRUE,TRUE,3035481.8506288375,2884665.889979999
2020-12-01,FALSE,TRUE,TRUE,55426425.451762095,21717547.375020005
2020-06-01,TRUE,TRUE,TRUE,1889764.0258274353,1740754.7850399998
2024-03-01,FALSE,TRUE,TRUE,65434730.18962896,23345879.16144
2023-04-01,FALSE,TRUE,TRUE,62601755.56405103,21864979.168219995
2024-10-01,TRUE,TRUE,FALSE,672539.3973620342,613412.0793699999
2023-05-01,FALSE,TRUE,TRUE,66520172.30280501,22385580.594170008
2021-04-01,FALSE,TRUE,FALSE,483305.6675422149,586448.0216199999
2021-06-01,FALSE,TRUE,FALSE,490452.5558170532,662732.71732
2019-01-01,TRUE,TRUE,FALSE,11882.148361238362,18980.622929999998
2022-03-01,FALSE,TRUE,FALSE,983114.6946036052,708592.4544899998
2018-09-01,TRUE,TRUE,FALSE,9749.01908737415,26712.889399999993
2023-01-01,FALSE,TRUE,FALSE,1080067.931679306,753157.27479
2018-05-01,FALSE,TRUE,FALSE,435364.5271590502,703307.89323
2020-02-01,FALSE,TRUE,FALSE,561014.029233261,647175.61728
2025-04-01,TRUE,TRUE,TRUE,4744389.53378502,2880516.2582600005
2022-09-01,TRUE,TRUE,TRUE,3935482.0392673486,3098141.27538
2020-11-01,FALSE,TRUE,FALSE,481539.1440267315,523192.21117
2022-08-01,FALSE,TRUE,FALSE,805769.40896892,619376.9343600001
2025-07-01,FALSE,TRUE,FALSE,1069860.262354521,738543.99485
2021-01-01,TRUE,TRUE,FALSE,81728.48104998366,43895.945980000004
2020-12-01,TRUE,TRUE,FALSE,46024.37582722671,33822.26864
2025-08-01,TRUE,TRUE,FALSE,504660.72761453496,585729.2884500001
2017-03-01,TRUE,TRUE,FALSE,9328.676920566259,10496.36843
2025-09-01,TRUE,TRUE,FALSE,665719.6239846188,576798.24363
2023-04-01,TRUE,TRUE,FALSE,628859.2618851645,626141.07064
2023-10-01,TRUE,TRUE,FALSE,890319.4149219617,656563.6829499999
2025-05-01,TRUE,TRUE,FALSE,173682.6385531758,329761.88473
2024-03-01,TRUE,TRUE,FALSE,616670.7137232,534100.82681
2022-10-01,TRUE,TRUE,FALSE,692878.212027445,624395.7909099999
2025-03-01,TRUE,TRUE,FALSE,556154.8367581883,555936.2442300001
2023-02-01,TRUE,TRUE,FALSE,737540.4800633251,549162.8706
2019-12-01,TRUE,TRUE,FALSE,30387.63568075401,39133.34162
2024-12-01,FALSE,TRUE,FALSE,789904.4928877166,571280.43254
2022-02-01,FALSE,TRUE,FALSE,1343819.8402721635,830083.18956
2025-11-01,FALSE,TRUE,FALSE,950517.9980141774,703067.5488899999
2019-02-01,TRUE,TRUE,FALSE,8070.943282061773,22756.334850000003
2024-06-01,TRUE,TRUE,FALSE,200237.7837702287,310203.57421
2025-12-01,FALSE,TRUE,FALSE,1040435.9040631838,730143.23592
2021-08-01,TRUE,TRUE,FALSE,60530.03258130976,35326.70085
2023-12-01,FALSE,TRUE,FALSE,1423687.7929398636,910566.43509
2017-02-01,FALSE,TRUE,FALSE,522404.9099103607,482155.55683
2018-01-01,TRUE,TRUE,FALSE,4071.7724288921913,10488.317880000002
2021-09-01,FALSE,TRUE,FALSE,566113.810627437,705426.30883
2019-07-01,TRUE,TRUE,FALSE,58955.53602236583,46183.97002000001
2023-05-01,TRUE,TRUE,FALSE,189664.5404188297,400884.09547000006
2018-07-01,FALSE,TRUE,FALSE,438551.0370303637,602486.20793
2017-08-01,FALSE,TRUE,FALSE,334160.7668267478,519497.03383
2018-11-01,FALSE,TRUE,FALSE,536586.347573542,512244.94578
2018-02-01,FALSE,TRUE,FALSE,348636.79518892127,596379.6106400001
2023-09-01,TRUE,TRUE,FALSE,685901.1916989677,624469.5633700001
2024-08-01,FALSE,TRUE,FALSE,725303.5948797625,593053.7117999998
2018-10-01,FALSE,TRUE,FALSE,506639.28109255974,416545.64018000005
2021-07-01,TRUE,TRUE,FALSE,55093.72851118472,27907.84972
2023-11-01,FALSE,TRUE,FALSE,794938.6839443205,616540.5660299999
2017-11-01,FALSE,TRUE,FALSE,318646.50310288445,578261.5974900001
