from_country_iso3,to_country_iso3,vessel_class,year,emissions_co2_mt,n_unique_trips
ABW,ABW,cargo.bulk_carrier,2017,17.9599908,17
ABW,ABW,cargo.bulk_carrier,2018,168.099979,56
ABW,ABW,cargo.bulk_carrier,2019,1410.83791,33
ABW,ABW,cargo.bulk_carrier,2020,138.603196,22
ABW,ABW,cargo.bulk_carrier,2022,11.904955,1
ABW,ABW,cargo.bulk_carrier,2024,0.272652894,1
ABW,ABW,cargo.bulk_carrier,2025,4.03296708,1
ABW,ABW,cargo.container,2017,12.3035574,20
ABW,ABW,cargo.container,2018,12.4595466,15
ABW,ABW,cargo.container,2019,25.9816449,13
ABW,ABW,cargo.container,2020,10.5385592,12
ABW,ABW,cargo.container,2021,22.0970119,6
ABW,ABW,cargo.container,2022,6.82121945,6
ABW,ABW,cargo.container,2023,4.71891166,10
ABW,ABW,cargo.container,2024,14.2566979,26
ABW,ABW,cargo.container,2025,21.3687217,39
ABW,ABW,cargo.general,2017,18.119951,42
ABW,ABW,cargo.general,2018,96.2305635,139
ABW,ABW,cargo.general,2019,29.7949187,34
ABW,ABW,cargo.general,2020,14.4543699,19
ABW,ABW,cargo.general,2021,40.6679239,84
ABW,ABW,cargo.general,2022,252.662178,146
ABW,ABW,cargo.general,2023,26.2779107,45
ABW,ABW,cargo.general,2024,137.465947,161
ABW,ABW,cargo.general,2025,246.943967,169
ABW,ABW,cargo.refrigerated,2017,4.787068,3
ABW,ABW,cargo.ro_ro,2017,2.69245495,3
ABW,ABW,cargo.ro_ro,2018,3.78566787,2
ABW,ABW,cargo.ro_ro,2019,1.92278734,1
ABW,ABW,cargo.ro_ro,2020,0.536988927,1
ABW,ABW,cargo.ro_ro,2021,941.063926,6
ABW,ABW,cargo.ro_ro,2022,425.563631,2
ABW,ABW,cargo.ro_ro,2023,22.1075376,6
ABW,ABW,cargo.ro_ro,2024,17.9354847,8
ABW,ABW,cargo.ro_ro,2025,1.89372986,1
ABW,ABW,container_reefer,2018,12.3082711,8
ABW,ABW,container_reefer,2019,0.543310672,1
ABW,ABW,container_reefer,2020,2.46029335,1
ABW,ABW,container_reefer,2021,2.56243878,3
ABW,ABW,container_reefer,2022,3.71534133,2
ABW,ABW,dredge_non_fishing,2021,1.47787488,3
ABW,ABW,dredge_non_fishing,2022,1.76286116,3
ABW,ABW,other_not_fishing,2017,11.3905173,3
ABW,ABW,other_not_fishing,2018,3.53132125,5
ABW,ABW,other_not_fishing,2020,3250.39436,3
ABW,ABW,other_not_fishing,2021,1.94050347,5
ABW,ABW,other_not_fishing,2023,3515.5324,1
ABW,ABW,other_not_fishing,2024,31.0062167,2
ABW,ABW,other_not_fishing,2025,26.4182287,1
ABW,ABW,passenger,2017,143.875926,246
ABW,ABW,passenger,2018,91.9188893,228
ABW,ABW,passenger,2019,77.3758816,176
ABW,ABW,passenger,2020,3528.69849,371
ABW,ABW,passenger,2021,6714.10677,245
ABW,ABW,passenger,2022,305.979889,77
ABW,ABW,passenger,2023,177.835818,76
ABW,ABW,passenger,2024,500.099481,204
ABW,ABW,passenger,2025,262.894646,266
ABW,ABW,patrol_vessel,2017,0.507443162,1
ABW,ABW,patrol_vessel,2018,1.81139723,2
ABW,ABW,patrol_vessel,2021,0.108375251,2
ABW,ABW,patrol_vessel,2024,11.3874498,2
ABW,ABW,patrol_vessel,2025,2.09743515,4
ABW,ABW,seismic_vessel,2017,51.3282506,25
ABW,ABW,seismic_vessel,2018,116.044311,29
ABW,ABW,seismic_vessel,2019,52.9820908,4
ABW,ABW,seismic_vessel,2020,43.0106948,1
ABW,ABW,seismic_vessel,2022,3.51372057,7
ABW,ABW,seismic_vessel,2024,0.497435028,6
ABW,ABW,seismic_vessel,2025,23.1017172,3
ABW,ABW,supply_vessel,2017,23.1969773,7
ABW,ABW,supply_vessel,2018,50.2916682,2
ABW,ABW,supply_vessel,2021,11.4393207,3
ABW,ABW,supply_vessel,2022,1.40778903,2
ABW,ABW,tanker.chemical,2017,1825.95071,59
ABW,ABW,tanker.chemical,2018,187.345609,27
ABW,ABW,tanker.chemical,2019,393.626994,42
ABW,ABW,tanker.chemical,2020,176.768782,28
ABW,ABW,tanker.chemical,2021,9.94063432,10
ABW,ABW,tanker.chemical,2022,46.7130871,10
ABW,ABW,tanker.chemical,2023,63.7877235,17
ABW,ABW,tanker.chemical,2024,135.163219,24
ABW,ABW,tanker.chemical,2025,47.9470565,15
ABW,ABW,tanker.liquefied_gas,2017,3058.50267,163
ABW,ABW,tanker.liquefied_gas,2018,49.2151476,2
ABW,ABW,tanker.liquefied_gas,2019,138.36329,12
ABW,ABW,tanker.liquefied_gas,2020,38.8592357,2
ABW,ABW,tanker.liquefied_gas,2021,66.7627452,33
ABW,ABW,tanker.liquefied_gas,2023,0.408274157,2
ABW,ABW,tanker.liquefied_gas,2024,0.461512585,2
ABW,ABW,tanker.liquefied_gas,2025,13.8867288,4
ABW,ABW,tanker.oil,2017,4148.95554,181
ABW,ABW,tanker.oil,2018,6444.01655,161
ABW,ABW,tanker.oil,2019,3969.06326,135
ABW,ABW,tanker.oil,2020,5319.39111,89
ABW,ABW,tanker.oil,2021,5547.56685,54
ABW,ABW,tanker.oil,2022,1793.0659,18
ABW,ABW,tanker.oil,2023,726.100431,59
ABW,ABW,tanker.oil,2024,808.955376,80
ABW,ABW,tanker.oil,2025,733.121154,28
ABW,ABW,trawlers,2024,3.45974672,4
ABW,ABW,trawlers,2025,13.1761739,20
ABW,ABW,tug,2017,313.090124,1087
ABW,ABW,tug,2018,141.372024,386
ABW,ABW,tug,2019,56.2741156,271
ABW,ABW,tug,2020,61.9256014,301
ABW,ABW,tug,2021,25.0278013,151
ABW,ABW,tug,2022,63.2478655,318
ABW,ABW,tug,2023,29.7902727,157
ABW,ABW,tug,2024,48.3218797,264
ABW,ABW,tug,2025,50.3343371,271
ABW,AGO,tanker.chemical,2018,1586.34062,1
ABW,AGO,tanker.oil,2019,1665.43041,1
ABW,AIA,passenger,2017,11.8850434,1
ABW,ARE,tanker.oil,2023,17036.5284,2
ABW,ARG,tanker.oil,2020,1536.91724,1
ABW,ATG,cargo.general,2024,109.066175,1
ABW,ATG,cargo.ro_ro,2019,140.079698,1
ABW,ATG,passenger,2017,981.064575,2
ABW,ATG,passenger,2018,446.947423,1
ABW,ATG,passenger,2019,623.875317,2
ABW,ATG,passenger,2021,15.3394521,1
ABW,ATG,passenger,2022,371.894084,1
ABW,ATG,passenger,2023,8.58094791,1
ABW,ATG,tanker.chemical,2019,130.569369,1
ABW,ATG,tanker.chemical,2021,88.6683822,1
ABW,ATG,tanker.oil,2017,191.048001,1
ABW,BEL,cargo.bulk_carrier,2019,724.20283,1
ABW,BEL,cargo.bulk_carrier,2022,861.074788,1
ABW,BEL,tanker.chemical,2017,2705.08174,2
ABW,BEL,tanker.chemical,2019,1053.95519,1
ABW,BEL,tanker.liquefied_gas,2021,1105.86294,1
ABW,BEL,tanker.oil,2022,1617.01977,1
ABW,BES,cargo.bulk_carrier,2018,49.2746251,1
ABW,BES,cargo.container,2021,66.9075812,1
ABW,BES,cargo.container,2022,1022.10233,12
ABW,BES,cargo.container,2023,1091.03766,13
ABW,BES,cargo.container,2024,955.798224,12
ABW,BES,cargo.container,2025,1638.01013,26
ABW,BES,cargo.general,2017,35.7738178,4
ABW,BES,cargo.general,2018,28.2082577,5
ABW,BES,cargo.general,2019,28.3567651,6
ABW,BES,cargo.general,2020,59.9438339,9
ABW,BES,cargo.general,2021,63.435473,8
ABW,BES,cargo.general,2022,30.4297064,4
ABW,BES,cargo.general,2023,19.3308056,2
ABW,BES,cargo.general,2024,8.53989453,2
ABW,BES,cargo.general,2025,13.2213425,2
ABW,BES,cargo.ro_ro,2022,37.1705491,2
ABW,BES,cargo.ro_ro,2024,46.7828265,1
ABW,BES,cargo.ro_ro,2025,29.7732012,1
ABW,BES,passenger,2017,1431.96912,21
ABW,BES,passenger,2018,1541.30844,24
ABW,BES,passenger,2019,1141.27766,23
ABW,BES,passenger,2020,569.58013,10
ABW,BES,passenger,2021,303.9518,17
ABW,BES,passenger,2022,2641.83182,47
ABW,BES,passenger,2023,2365.18336,36
ABW,BES,passenger,2024,3129.14392,54
ABW,BES,passenger,2025,2686.83288,45
ABW,BES,patrol_vessel,2017,47.2439639,2
ABW,BES,patrol_vessel,2021,0.18571316,1
ABW,BES,tanker.chemical,2018,195.119017,1
ABW,BES,tanker.chemical,2019,265.500104,3
ABW,BES,tanker.chemical,2021,115.534319,1
ABW,BES,tanker.chemical,2022,84.383474,1
ABW,BES,tanker.oil,2017,878.775696,2
ABW,BES,tanker.oil,2018,717.471585,4
ABW,BES,tanker.oil,2019,291.17153,1
ABW,BES,tanker.oil,2020,173.955776,1
ABW,BES,tanker.oil,2021,1335.87079,2
ABW,BES,tanker.oil,2022,1303.65936,2
ABW,BES,tanker.oil,2023,125.320486,1
ABW,BES,tug,2017,16.4847256,4
ABW,BES,tug,2018,3.45908374,1
ABW,BES,tug,2019,38.811934,3
ABW,BES,tug,2020,4.11544491,1
ABW,BHS,cargo.bulk_carrier,2018,68.7964637,1
ABW,BHS,cargo.bulk_carrier,2019,263.071074,2
ABW,BHS,cargo.general,2020,318.110193,4
ABW,BHS,cargo.general,2021,75.9405044,1
ABW,BHS,cargo.general,2025,43.0158434,1
ABW,BHS,passenger,2017,0.311367789,1
ABW,BHS,passenger,2018,1.10061501,1
ABW,BHS,passenger,2019,2.33877354,1
ABW,BHS,passenger,2020,1862.1004,3
ABW,BHS,passenger,2021,1.80417893,3
ABW,BHS,passenger,2022,1274.2336,3
ABW,BHS,passenger,2023,234.565437,3
ABW,BHS,passenger,2024,1210.79601,4
ABW,BHS,passenger,2025,1111.64591,2
ABW,BHS,tanker.chemical,2020,302.327434,1
ABW,BHS,tanker.chemical,2024,470.337977,1
ABW,BHS,tanker.chemical,2025,337.214955,1
ABW,BHS,tanker.oil,2017,981.357729,2
ABW,BHS,tanker.oil,2018,383.189945,1
ABW,BHS,tanker.oil,2019,924.513191,2
ABW,BHS,tanker.oil,2020,593.667838,1
ABW,BHS,tanker.oil,2023,445.278418,1
ABW,BLM,passenger,2019,0.250543459,1
ABW,BLZ,tanker.oil,2018,159.368766,1
ABW,BMU,passenger,2017,82.8651275,1
ABW,BMU,passenger,2019,189.077659,1
ABW,BMU,passenger,2023,0.833615139,1
ABW,BRA,cargo.bulk_carrier,2017,824.453045,2
ABW,BRA,cargo.bulk_carrier,2018,338.751331,1
ABW,BRA,cargo.bulk_carrier,2020,277.530005,1
ABW,BRA,cargo.bulk_carrier,2025,601.881823,1
ABW,BRA,cargo.ro_ro,2017,860.252396,1
ABW,BRA,passenger,2024,16.1447288,1
ABW,BRA,tanker.chemical,2017,641.405789,1
ABW,BRA,tanker.chemical,2019,1593.35692,2
ABW,BRA,tanker.chemical,2023,1113.10655,2
ABW,BRA,tanker.chemical,2024,1089.37084,1
ABW,BRA,tanker.liquefied_gas,2017,1194.1351,2
ABW,BRA,tanker.oil,2017,1843.45233,2
ABW,BRA,tanker.oil,2019,2920.50032,2
ABW,BRA,tanker.oil,2021,716.658503,1
ABW,BRA,tanker.oil,2022,395.921521,1
ABW,BRB,cargo.general,2017,89.9718502,1
ABW,BRB,cargo.general,2021,31.0619903,1
ABW,BRB,cargo.ro_ro,2023,22.3587173,1
ABW,BRB,passenger,2017,1872.20285,4
ABW,BRB,passenger,2018,1189.09277,2
ABW,BRB,passenger,2019,628.667812,1
ABW,BRB,passenger,2020,127.856069,3
ABW,BRB,passenger,2021,882.445261,2
ABW,BRB,passenger,2022,1924.74777,4
ABW,BRB,passenger,2023,1832.65315,3
ABW,BRB,passenger,2024,1123.87188,2
ABW,BRB,passenger,2025,1763.52903,3
ABW,BRB,patrol_vessel,2018,2.1727736,1
ABW,BRB,tanker.chemical,2017,63.7232686,1
ABW,BRB,tanker.liquefied_gas,2017,74.0929481,1
ABW,BRB,tanker.oil,2018,159.047537,1
ABW,BRB,tug,2023,15.1713899,1
ABW,CAN,cargo.bulk_carrier,2020,552.793358,1
ABW,CAN,cargo.container,2018,440.836092,1
ABW,CAN,cargo.general,2019,554.905338,1
ABW,CAN,cargo.general,2020,385.769672,1
ABW,CAN,passenger,2019,33.8320486,1
ABW,CAN,passenger,2022,3.89017871,1
ABW,CAN,tanker.chemical,2017,723.965231,1
ABW,CAN,tanker.chemical,2025,570.358365,1
ABW,CAN,tanker.oil,2017,740.209633,1
ABW,CAN,tanker.oil,2018,891.985284,1
ABW,CAN,tanker.oil,2019,723.123938,1
ABW,CHL,passenger,2024,87.9289621,1
ABW,CHL,passenger,2025,6.20125618,1
ABW,CHN,tanker.liquefied_gas,2018,10471.0388,1
ABW,CHN,tanker.oil,2017,26944.4104,4
ABW,CHN,tanker.oil,2018,42747.502,7
ABW,CHN,tanker.oil,2019,58192.4632,8
ABW,CHN,tanker.oil,2020,10761.6685,2
ABW,CHN,tanker.oil,2023,7822.00758,1
ABW,CIV,tanker.chemical,2017,986.300132,1
ABW,CIV,tanker.chemical,2019,840.440406,1
ABW,CMR,tanker.oil,2019,2474.94761,1
ABW,COL,cargo.bulk_carrier,2017,104.932762,2
ABW,COL,cargo.bulk_carrier,2018,140.032857,2
ABW,COL,cargo.bulk_carrier,2019,47.1643284,1
ABW,COL,cargo.bulk_carrier,2020,214.376324,4
ABW,COL,cargo.bulk_carrier,2021,106.622439,2
ABW,COL,cargo.bulk_carrier,2023,61.9293375,1
ABW,COL,cargo.bulk_carrier,2024,111.97512,3
ABW,COL,cargo.bulk_carrier,2025,347.795321,5
ABW,COL,cargo.container,2017,223.499518,3
ABW,COL,cargo.container,2018,349.607232,5
ABW,COL,cargo.container,2019,5120.32985,49
ABW,COL,cargo.container,2020,1484.84979,24
ABW,COL,cargo.container,2021,1898.49559,27
ABW,COL,cargo.container,2022,3510.03937,44
ABW,COL,cargo.container,2023,4189.96877,63
ABW,COL,cargo.container,2024,3063.86679,46
ABW,COL,cargo.container,2025,2452.73603,37
ABW,COL,cargo.general,2017,1637.72901,30
ABW,COL,cargo.general,2018,390.287014,12
ABW,COL,cargo.general,2019,267.505407,9
ABW,COL,cargo.general,2020,1253.1602,53
ABW,COL,cargo.general,2021,2423.42717,122
ABW,COL,cargo.general,2022,1521.80923,104
ABW,COL,cargo.general,2023,872.069158,81
ABW,COL,cargo.general,2024,650.335255,82
ABW,COL,cargo.general,2025,550.348739,72
ABW,COL,cargo.refrigerated,2017,149.993935,1
ABW,COL,cargo.refrigerated,2018,808.577446,4
ABW,COL,cargo.refrigerated,2023,373.010649,2
ABW,COL,cargo.refrigerated,2025,201.278674,1
ABW,COL,cargo.ro_ro,2017,389.491123,3
ABW,COL,cargo.ro_ro,2019,402.005445,4
ABW,COL,cargo.ro_ro,2020,80.0941112,1
ABW,COL,cargo.ro_ro,2021,135.745283,19
ABW,COL,cargo.ro_ro,2022,61.3528191,10
ABW,COL,cargo.ro_ro,2024,176.579842,2
ABW,COL,cargo.ro_ro,2025,45.5766087,1
ABW,COL,container_reefer,2018,2386.69584,11
ABW,COL,container_reefer,2021,264.10621,1
ABW,COL,container_reefer,2022,539.02879,3
ABW,COL,container_reefer,2025,103.42127,1
ABW,COL,dredge_non_fishing,2022,34.2526333,1
ABW,COL,passenger,2017,16939.2814,73
ABW,COL,passenger,2018,5180.97543,118
ABW,COL,passenger,2019,1723.8659,91
ABW,COL,passenger,2020,1201.7365,28
ABW,COL,passenger,2021,265.46306,34
ABW,COL,passenger,2022,881.566718,106
ABW,COL,passenger,2023,3810.48884,132
ABW,COL,passenger,2024,2361.10693,142
ABW,COL,passenger,2025,3661.72858,137
ABW,COL,patrol_vessel,2024,3.346849,1
ABW,COL,seismic_vessel,2017,19.0108489,1
ABW,COL,supply_vessel,2017,61.7947883,1
ABW,COL,tanker.chemical,2017,978.912951,6
ABW,COL,tanker.chemical,2018,520.984086,3
ABW,COL,tanker.chemical,2019,297.538694,2
ABW,COL,tanker.chemical,2020,1363.48858,3
ABW,COL,tanker.chemical,2021,128.836959,1
ABW,COL,tanker.chemical,2022,78.5388385,1
ABW,COL,tanker.chemical,2023,75.7864192,1
ABW,COL,tanker.chemical,2025,30.8049764,1
ABW,COL,tanker.liquefied_gas,2017,214.698241,2
ABW,COL,tanker.liquefied_gas,2020,58.3454079,1
ABW,COL,tanker.liquefied_gas,2021,875.081474,8
ABW,COL,tanker.liquefied_gas,2022,282.346394,3
ABW,COL,tanker.liquefied_gas,2024,119.046187,2
ABW,COL,tanker.oil,2017,2520.4075,10
ABW,COL,tanker.oil,2018,2609.41148,14
ABW,COL,tanker.oil,2019,1124.03183,5
ABW,COL,tanker.oil,2020,433.117799,2
ABW,COL,tanker.oil,2021,399.178397,1
ABW,COL,tanker.oil,2022,680.144848,4
ABW,COL,tanker.oil,2023,607.341052,3
ABW,COL,tanker.oil,2024,510.186972,3
ABW,COL,tanker.oil,2025,539.463917,3
ABW,COL,trawlers,2022,1.39477948,1
ABW,COL,trawlers,2025,0.868933937,1
ABW,COL,tug,2017,13.9118067,1
ABW,COL,tug,2018,12.6723881,1
ABW,COL,tug,2023,12.3961018,1
ABW,COL,tug,2025,0.0538869655,1
ABW,CRI,cargo.container,2017,2346.56938,10
ABW,CRI,cargo.container,2018,499.255544,2
ABW,CRI,cargo.container,2020,774.292129,4
ABW,CRI,cargo.general,2023,173.335105,1
ABW,CRI,cargo.ro_ro,2017,281.89725,1
ABW,CRI,container_reefer,2018,696.4102,2
ABW,CRI,passenger,2017,0.185379402,1
ABW,CRI,passenger,2018,10.2877652,1
ABW,CRI,passenger,2023,1032.93184,1
ABW,CRI,tanker.chemical,2018,108.531723,1
ABW,CRI,tanker.chemical,2019,119.788559,1
ABW,CRI,tanker.liquefied_gas,2022,113.467542,1
ABW,CRI,tanker.liquefied_gas,2023,119.834768,1
ABW,CRI,tanker.liquefied_gas,2024,103.041876,1
ABW,CRI,tanker.liquefied_gas,2025,242.525314,2
ABW,CUB,cargo.container,2018,111.251289,1
ABW,CUB,cargo.container,2019,194.15659,1
ABW,CUB,cargo.general,2017,814.540567,4
ABW,CUB,cargo.general,2018,1619.92077,9
ABW,CUB,cargo.general,2019,916.9924,6
ABW,CUB,cargo.general,2020,331.106225,2
ABW,CUB,cargo.general,2021,289.827573,3
ABW,CUB,cargo.general,2022,1076.03398,6
ABW,CUB,cargo.general,2023,162.99163,1
ABW,CUB,cargo.general,2024,203.237034,1
ABW,CUB,dredge_non_fishing,2022,177.588995,1
ABW,CUB,passenger,2019,273.927484,1
ABW,CUB,passenger,2020,7.00068323,1
ABW,CUB,passenger,2023,19.3385186,1
ABW,CUB,passenger,2024,9.42482495,1
ABW,CUB,patrol_vessel,2019,3.23119872,1
ABW,CUB,tanker.chemical,2017,644.863992,3
ABW,CUB,tanker.chemical,2019,314.169971,1
ABW,CUB,tanker.oil,2024,173.65028,3
ABW,CUW,cargo.bulk_carrier,2017,68.2403396,9
ABW,CUW,cargo.bulk_carrier,2018,354.978022,18
ABW,CUW,cargo.bulk_carrier,2019,37.1491977,6
ABW,CUW,cargo.bulk_carrier,2020,32.4298393,4
ABW,CUW,cargo.bulk_carrier,2021,51.5329262,7
ABW,CUW,cargo.bulk_carrier,2022,77.786584,6
ABW,CUW,cargo.bulk_carrier,2023,39.0832048,5
ABW,CUW,cargo.bulk_carrier,2024,17.3826844,2
ABW,CUW,cargo.bulk_carrier,2025,82.2068608,10
ABW,CUW,cargo.container,2017,1387.00797,82
ABW,CUW,cargo.container,2018,1121.37778,70
ABW,CUW,cargo.container,2019,1709.58911,81
ABW,CUW,cargo.container,2020,989.38768,63
ABW,CUW,cargo.container,2021,1364.76046,80
ABW,CUW,cargo.container,2022,1283.23237,64
ABW,CUW,cargo.container,2023,1155.74094,64
ABW,CUW,cargo.container,2024,1404.03502,87
ABW,CUW,cargo.container,2025,1076.28511,84
ABW,CUW,cargo.general,2017,393.655688,64
ABW,CUW,cargo.general,2018,302.593934,73
ABW,CUW,cargo.general,2019,474.635395,72
ABW,CUW,cargo.general,2020,409.249343,75
ABW,CUW,cargo.general,2021,469.306749,83
ABW,CUW,cargo.general,2022,687.757119,128
ABW,CUW,cargo.general,2023,627.950469,110
ABW,CUW,cargo.general,2024,1157.27459,145
ABW,CUW,cargo.general,2025,883.612043,155
ABW,CUW,cargo.refrigerated,2018,60.6975519,2
ABW,CUW,cargo.ro_ro,2017,575.361176,30
ABW,CUW,cargo.ro_ro,2018,538.021554,30
ABW,CUW,cargo.ro_ro,2019,383.216745,20
ABW,CUW,cargo.ro_ro,2020,319.161209,18
ABW,CUW,cargo.ro_ro,2021,280.584822,16
ABW,CUW,cargo.ro_ro,2022,215.681011,16
ABW,CUW,cargo.ro_ro,2023,233.278175,15
ABW,CUW,cargo.ro_ro,2024,389.004287,19
ABW,CUW,cargo.ro_ro,2025,313.682169,16
ABW,CUW,container_reefer,2017,345.403561,2
ABW,CUW,container_reefer,2018,252.498534,6
ABW,CUW,container_reefer,2019,19.7443121,1
ABW,CUW,dredge_non_fishing,2018,6.38142812,1
ABW,CUW,dredge_non_fishing,2021,10.3683397,1
ABW,CUW,dredge_non_fishing,2022,4.8872585,1
ABW,CUW,other_not_fishing,2018,139.210565,1
ABW,CUW,other_not_fishing,2022,6.55586272,1
ABW,CUW,other_not_fishing,2024,26.8506936,1
ABW,CUW,passenger,2017,2498.38093,102
ABW,CUW,passenger,2018,2542.08366,111
ABW,CUW,passenger,2019,3734.96253,137
ABW,CUW,passenger,2020,1213.98752,47
ABW,CUW,passenger,2021,1335.773,50
ABW,CUW,passenger,2022,3197.49816,113
ABW,CUW,passenger,2023,3260.51478,130
ABW,CUW,passenger,2024,3959.12035,167
ABW,CUW,passenger,2025,5110.09063,174
ABW,CUW,patrol_vessel,2017,33.5658901,7
ABW,CUW,patrol_vessel,2018,22.0717092,4
ABW,CUW,patrol_vessel,2022,34.4547154,1
ABW,CUW,patrol_vessel,2024,5.58866495,2
ABW,CUW,patrol_vessel,2025,25.8551323,6
ABW,CUW,seismic_vessel,2017,69.8790774,7
ABW,CUW,seismic_vessel,2018,106.494181,5
ABW,CUW,seismic_vessel,2019,18.1482118,1
ABW,CUW,seismic_vessel,2020,19.4524038,3
ABW,CUW,seismic_vessel,2021,5.00375479,1
ABW,CUW,seismic_vessel,2022,6.87177457,1
ABW,CUW,seismic_vessel,2024,3.21126629,1
ABW,CUW,seismic_vessel,2025,7.19005919,1
ABW,CUW,supply_vessel,2017,15.2057167,3
ABW,CUW,supply_vessel,2020,9.126494,1
ABW,CUW,supply_vessel,2023,0.952732955,1
ABW,CUW,supply_vessel,2024,20.9922531,3
ABW,CUW,tanker.chemical,2017,1568.6676,17
ABW,CUW,tanker.chemical,2018,968.154248,17
ABW,CUW,tanker.chemical,2019,1392.28912,11
ABW,CUW,tanker.chemical,2020,71.0971702,3
ABW,CUW,tanker.chemical,2022,51.3609833,8
ABW,CUW,tanker.chemical,2023,20.1704484,3
ABW,CUW,tanker.chemical,2024,35.8764526,2
ABW,CUW,tanker.chemical,2025,8.1582444,1
ABW,CUW,tanker.liquefied_gas,2017,56.4690392,4
ABW,CUW,tanker.liquefied_gas,2023,8.86734053,1
ABW,CUW,tanker.liquefied_gas,2024,13.6896101,1
ABW,CUW,tanker.liquefied_gas,2025,33.1036711,2
ABW,CUW,tanker.oil,2017,3493.64687,74
ABW,CUW,tanker.oil,2018,1256.49255,35
ABW,CUW,tanker.oil,2019,822.577472,36
ABW,CUW,tanker.oil,2020,461.425711,24
ABW,CUW,tanker.oil,2021,2590.03236,22
ABW,CUW,tanker.oil,2022,211.863967,13
ABW,CUW,tanker.oil,2023,641.96223,16
ABW,CUW,tanker.oil,2024,154.430946,15
ABW,CUW,tanker.oil,2025,233.865343,16
ABW,CUW,tug,2017,58.8197552,24
ABW,CUW,tug,2018,91.2821432,19
ABW,CUW,tug,2019,66.6010564,28
ABW,CUW,tug,2020,69.0903932,17
ABW,CUW,tug,2021,76.0736153,11
ABW,CUW,tug,2022,72.8858885,20
ABW,CUW,tug,2023,113.925591,21
ABW,CUW,tug,2024,120.934023,24
ABW,CUW,tug,2025,57.2651671,9
ABW,CYM,cargo.general,2024,54.0939433,1
ABW,CYM,cargo.ro_ro,2025,463.191648,1
ABW,CYM,passenger,2017,4334.34943,5
ABW,CYM,passenger,2018,2431.78696,4
ABW,CYM,passenger,2019,631.619958,1
ABW,CYM,passenger,2021,27.6304949,1
ABW,CYM,passenger,2022,865.108008,1
ABW,CYM,passenger,2023,2392.3829,3
ABW,CYM,passenger,2024,4423.29272,6
ABW,CYM,passenger,2025,3388.30177,6
ABW,CYP,passenger,2021,7.06903518,1
ABW,DEU,cargo.general,2020,773.693065,1
ABW,DEU,tanker.chemical,2017,825.758982,1
ABW,DEU,tanker.oil,2018,2995.43407,2
ABW,DMA,cargo.general,2019,40.6924345,2
ABW,DMA,passenger,2017,2.31633353,1
ABW,DMA,passenger,2022,1483.28792,3
ABW,DMA,passenger,2024,499.030877,1
ABW,DMA,passenger,2025,444.825638,1
ABW,DOM,cargo.bulk_carrier,2022,37.687406,1
ABW,DOM,cargo.bulk_carrier,2025,50.6146015,1
ABW,DOM,cargo.container,2017,149.90274,2
ABW,DOM,cargo.container,2018,68.0733146,1
ABW,DOM,cargo.container,2019,78.9788056,1
ABW,DOM,cargo.container,2022,497.536311,2
ABW,DOM,cargo.container,2023,700.047393,3
ABW,DOM,cargo.container,2024,1292.59761,4
ABW,DOM,cargo.container,2025,1290.90498,14
ABW,DOM,cargo.general,2017,31.9130218,1
ABW,DOM,cargo.general,2018,29.9154109,1
ABW,DOM,cargo.general,2019,100.057294,2
ABW,DOM,cargo.general,2020,44.9611092,2
ABW,DOM,cargo.general,2021,20.2702222,1
ABW,DOM,cargo.general,2022,270.159561,11
ABW,DOM,cargo.general,2023,193.292038,8
ABW,DOM,cargo.general,2024,398.639112,14
ABW,DOM,cargo.general,2025,301.161552,14
ABW,DOM,cargo.ro_ro,2017,69.6297471,1
ABW,DOM,cargo.ro_ro,2018,73.7964622,1
ABW,DOM,cargo.ro_ro,2019,1.74831722,1
ABW,DOM,dredge_non_fishing,2022,68.5546563,1
ABW,DOM,passenger,2017,253.486462,5
ABW,DOM,passenger,2018,63.5650247,7
ABW,DOM,passenger,2019,477.28458,5
ABW,DOM,passenger,2020,652.62218,7
ABW,DOM,passenger,2021,417.976936,8
ABW,DOM,passenger,2022,56.1889448,6
ABW,DOM,passenger,2023,527.943975,4
ABW,DOM,passenger,2024,1173.83749,11
ABW,DOM,passenger,2025,10311.6965,40
ABW,DOM,tanker.chemical,2017,123.929992,1
ABW,DOM,tanker.chemical,2021,1506.02962,10
ABW,DOM,tanker.chemical,2022,509.435972,6
ABW,DOM,tanker.chemical,2023,1032.33172,8
ABW,DOM,tanker.chemical,2024,542.966871,5
ABW,DOM,tanker.chemical,2025,351.781333,3
ABW,DOM,tanker.liquefied_gas,2019,415.486714,3
ABW,DOM,tanker.liquefied_gas,2025,146.861334,2
ABW,DOM,tanker.oil,2017,1006.64922,4
ABW,DOM,tanker.oil,2021,1073.00948,2
ABW,DOM,tanker.oil,2022,111.309449,1
ABW,DOM,tanker.oil,2024,219.489575,1
ABW,DOM,tug,2017,13.4726843,1
ABW,DOM,tug,2018,26.4817365,2
ABW,DOM,tug,2019,108.447182,4
ABW,DOM,tug,2020,14.4400271,1
ABW,DOM,tug,2023,39.6981427,2
ABW,DOM,tug,2025,32.2279057,1
ABW,ESP,cargo.general,2017,1308.83041,3
ABW,ESP,cargo.general,2020,611.262001,1
ABW,ESP,cargo.general,2023,315.637202,1
ABW,ESP,other_not_fishing,2018,420.83727,1
ABW,ESP,passenger,2017,3.5144171,2
ABW,ESP,passenger,2020,2091.58903,1
