fishing,length_size_bin,month,n_s1_detections,n_s1_detections_unmatched,length_bin_min,length_bin_max
TRUE,1,2019-05-01T00:00:00Z,140202,103929,0,25
TRUE,2,2019-05-01T00:00:00Z,48672,24295,25,50
TRUE,3,2019-05-01T00:00:00Z,9611,2541,50,75
TRUE,4,2019-05-01T00:00:00Z,2268,380,75,100
TRUE,5,2019-05-01T00:00:00Z,365,62,100,Inf
FALSE,1,2019-06-01T00:00:00Z,4181,3614,0,25
FALSE,2,2019-06-01T00:00:00Z,8689,5201,25,50
FALSE,3,2019-06-01T00:00:00Z,19602,7405,50,75
FALSE,4,2019-06-01T00:00:00Z,25939,6959,75,100
FALSE,5,2019-06-01T00:00:00Z,21013,4997,100,125
FALSE,6,2019-06-01T00:00:00Z,17845,3768,125,150
FALSE,7,2019-06-01T00:00:00Z,15612,2796,150,175
FALSE,8,2019-06-01T00:00:00Z,16531,2540,175,200
FALSE,9,2019-06-01T00:00:00Z,9931,1604,200,225
FALSE,10,2019-06-01T00:00:00Z,18285,3119,225,Inf
TRUE,1,2019-06-01T00:00:00Z,136936,97117,0,25
TRUE,2,2019-06-01T00:00:00Z,49016,24683,25,50
TRUE,3,2019-06-01T00:00:00Z,9147,2435,50,75
TRUE,4,2019-06-01T00:00:00Z,2189,343,75,100
TRUE,5,2019-06-01T00:00:00Z,324,63,100,Inf
FALSE,1,2019-07-01T00:00:00Z,4412,3788,0,25
FALSE,2,2019-07-01T00:00:00Z,9795,5664,25,50
FALSE,3,2019-07-01T00:00:00Z,21037,7673,50,75
FALSE,4,2019-07-01T00:00:00Z,27922,7694,75,100
FALSE,5,2019-07-01T00:00:00Z,22519,5248,100,125
FALSE,6,2019-07-01T00:00:00Z,19274,4193,125,150
FALSE,7,2019-07-01T00:00:00Z,16510,3025,150,175
FALSE,8,2019-07-01T00:00:00Z,17387,2831,175,200
FALSE,9,2019-07-01T00:00:00Z,10136,1628,200,225
FALSE,10,2019-07-01T00:00:00Z,19008,3351,225,Inf
TRUE,1,2019-07-01T00:00:00Z,141261,98832,0,25
TRUE,2,2019-07-01T00:00:00Z,49612,24685,25,50
TRUE,3,2019-07-01T00:00:00Z,9685,2614,50,75
TRUE,4,2019-07-01T00:00:00Z,2423,372,75,100
TRUE,5,2019-07-01T00:00:00Z,435,62,100,Inf
FALSE,1,2019-08-01T00:00:00Z,4860,4263,0,25
FALSE,2,2019-08-01T00:00:00Z,10312,6192,25,50
FALSE,3,2019-08-01T00:00:00Z,21667,7859,50,75
FALSE,4,2019-08-01T00:00:00Z,28070,7700,75,100
FALSE,5,2019-08-01T00:00:00Z,22614,5245,100,125
FALSE,6,2019-08-01T00:00:00Z,19373,4100,125,150
FALSE,7,2019-08-01T00:00:00Z,17187,3027,150,175
FALSE,8,2019-08-01T00:00:00Z,17380,2684,175,200
FALSE,9,2019-08-01T00:00:00Z,10551,1629,200,225
FALSE,10,2019-08-01T00:00:00Z,19361,3233,225,Inf
TRUE,1,2019-08-01T00:00:00Z,167664,115753,0,25
TRUE,2,2019-08-01T00:00:00Z,61975,32846,25,50
TRUE,3,2019-08-01T00:00:00Z,10083,3040,50,75
TRUE,4,2019-08-01T00:00:00Z,2379,445,75,100
TRUE,5,2019-08-01T00:00:00Z,374,64,100,Inf
FALSE,1,2019-09-01T00:00:00Z,6210,5663,0,25
FALSE,2,2019-09-01T00:00:00Z,10792,6796,25,50
FALSE,3,2019-09-01T00:00:00Z,21419,8156,50,75
FALSE,4,2019-09-01T00:00:00Z,27836,7683,75,100
FALSE,5,2019-09-01T00:00:00Z,21699,5225,100,125
FALSE,6,2019-09-01T00:00:00Z,18266,3965,125,150
FALSE,7,2019-09-01T00:00:00Z,16278,2931,150,175
FALSE,8,2019-09-01T00:00:00Z,17148,2854,175,200
FALSE,9,2019-09-01T00:00:00Z,10291,1617,200,225
FALSE,10,2019-09-01T00:00:00Z,18746,3225,225,Inf
TRUE,1,2019-09-01T00:00:00Z,193399,137867,0,25
TRUE,2,2019-09-01T00:00:00Z,68118,37629,25,50
TRUE,3,2019-09-01T00:00:00Z,10354,2923,50,75
TRUE,4,2019-09-01T00:00:00Z,2249,381,75,100
TRUE,5,2019-09-01T00:00:00Z,370,49,100,Inf
FALSE,1,2019-10-01T00:00:00Z,6902,6283,0,25
FALSE,2,2019-10-01T00:00:00Z,10958,6894,25,50
FALSE,3,2019-10-01T00:00:00Z,22236,8267,50,75
FALSE,4,2019-10-01T00:00:00Z,28111,7755,75,100
FALSE,5,2019-10-01T00:00:00Z,22206,5347,100,125
FALSE,6,2019-10-01T00:00:00Z,19214,4129,125,150
FALSE,7,2019-10-01T00:00:00Z,17035,3085,150,175
FALSE,8,2019-10-01T00:00:00Z,17761,2933,175,200
FALSE,9,2019-10-01T00:00:00Z,10772,1704,200,225
FALSE,10,2019-10-01T00:00:00Z,19611,3359,225,Inf
TRUE,1,2019-10-01T00:00:00Z,194206,144580,0,25
TRUE,2,2019-10-01T00:00:00Z,67773,37310,25,50
TRUE,3,2019-10-01T00:00:00Z,10894,2978,50,75
TRUE,4,2019-10-01T00:00:00Z,2361,386,75,100
TRUE,5,2019-10-01T00:00:00Z,328,38,100,Inf
FALSE,1,2019-11-01T00:00:00Z,6677,6173,0,25
FALSE,2,2019-11-01T00:00:00Z,10372,6658,25,50
FALSE,3,2019-11-01T00:00:00Z,21970,8650,50,75
FALSE,4,2019-11-01T00:00:00Z,27003,8053,75,100
FALSE,5,2019-11-01T00:00:00Z,20776,5279,100,125
FALSE,6,2019-11-01T00:00:00Z,17747,4137,125,150
FALSE,7,2019-11-01T00:00:00Z,16165,3264,150,175
FALSE,8,2019-11-01T00:00:00Z,17230,3117,175,200
FALSE,9,2019-11-01T00:00:00Z,10283,1826,200,225
FALSE,10,2019-11-01T00:00:00Z,18606,3625,225,Inf
TRUE,1,2019-11-01T00:00:00Z,174718,132715,0,25
TRUE,2,2019-11-01T00:00:00Z,66156,37595,25,50
TRUE,3,2019-11-01T00:00:00Z,10228,3177,50,75
TRUE,4,2019-11-01T00:00:00Z,1960,316,75,100
TRUE,5,2019-11-01T00:00:00Z,263,44,100,Inf
FALSE,1,2019-12-01T00:00:00Z,6975,6451,0,25
FALSE,2,2019-12-01T00:00:00Z,10167,6401,25,50
FALSE,3,2019-12-01T00:00:00Z,21713,8503,50,75
FALSE,4,2019-12-01T00:00:00Z,26726,7907,75,100
FALSE,5,2019-12-01T00:00:00Z,20753,5332,100,125
FALSE,6,2019-12-01T00:00:00Z,17916,4206,125,150
FALSE,7,2019-12-01T00:00:00Z,16706,3335,150,175
FALSE,8,2019-12-01T00:00:00Z,17390,3087,175,200
FALSE,9,2019-12-01T00:00:00Z,10454,1744,200,225
FALSE,10,2019-12-01T00:00:00Z,18732,3456,225,Inf
TRUE,1,2019-12-01T00:00:00Z,144512,113588,0,25
TRUE,2,2019-12-01T00:00:00Z,56717,33998,25,50
TRUE,3,2019-12-01T00:00:00Z,9230,2944,50,75
TRUE,4,2019-12-01T00:00:00Z,1544,268,75,100
TRUE,5,2019-12-01T00:00:00Z,197,42,100,Inf
FALSE,1,2020-01-01T00:00:00Z,5867,5432,0,25
FALSE,2,2020-01-01T00:00:00Z,9195,5527,25,50
FALSE,3,2020-01-01T00:00:00Z,21345,7732,50,75
FALSE,4,2020-01-01T00:00:00Z,24285,6761,75,100
FALSE,5,2020-01-01T00:00:00Z,16896,4134,100,125
FALSE,6,2020-01-01T00:00:00Z,15798,3571,125,150
FALSE,7,2020-01-01T00:00:00Z,16356,3122,150,175
FALSE,8,2020-01-01T00:00:00Z,16494,2832,175,200
FALSE,9,2020-01-01T00:00:00Z,9608,1621,200,225
FALSE,10,2020-01-01T00:00:00Z,19938,3592,225,Inf
TRUE,1,2020-01-01T00:00:00Z,122354,94704,0,25
TRUE,2,2020-01-01T00:00:00Z,49544,26430,25,50
TRUE,3,2020-01-01T00:00:00Z,10060,2585,50,75
TRUE,4,2020-01-01T00:00:00Z,1701,294,75,100
TRUE,5,2020-01-01T00:00:00Z,203,33,100,Inf
FALSE,1,2020-02-01T00:00:00Z,5235,4820,0,25
FALSE,2,2020-02-01T00:00:00Z,8894,5386,25,50
FALSE,3,2020-02-01T00:00:00Z,20630,7511,50,75
FALSE,4,2020-02-01T00:00:00Z,22019,5936,75,100
FALSE,5,2020-02-01T00:00:00Z,13920,3261,100,125
FALSE,6,2020-02-01T00:00:00Z,13386,2829,125,150
FALSE,7,2020-02-01T00:00:00Z,14870,2781,150,175
FALSE,8,2020-02-01T00:00:00Z,14890,2662,175,200
FALSE,9,2020-02-01T00:00:00Z,8640,1419,200,225
FALSE,10,2020-02-01T00:00:00Z,19240,3500,225,Inf
TRUE,1,2020-02-01T00:00:00Z,97418,75571,0,25
TRUE,2,2020-02-01T00:00:00Z,41123,20182,25,50
TRUE,3,2020-02-01T00:00:00Z,10361,2386,50,75
TRUE,4,2020-02-01T00:00:00Z,1804,302,75,100
TRUE,5,2020-02-01T00:00:00Z,208,42,100,Inf
FALSE,1,2020-03-01T00:00:00Z,6177,5673,0,25
FALSE,2,2020-03-01T00:00:00Z,9826,6033,25,50
FALSE,3,2020-03-01T00:00:00Z,24045,8664,50,75
FALSE,4,2020-03-01T00:00:00Z,25646,7026,75,100
FALSE,5,2020-03-01T00:00:00Z,16848,4080,100,125
FALSE,6,2020-03-01T00:00:00Z,15655,3421,125,150
FALSE,7,2020-03-01T00:00:00Z,16908,3138,150,175
FALSE,8,2020-03-01T00:00:00Z,16212,2778,175,200
FALSE,9,2020-03-01T00:00:00Z,9546,1553,200,225
FALSE,10,2020-03-01T00:00:00Z,20880,3613,225,Inf
TRUE,1,2020-03-01T00:00:00Z,129774,97398,0,25
TRUE,2,2020-03-01T00:00:00Z,57404,29837,25,50
TRUE,3,2020-03-01T00:00:00Z,11571,2951,50,75
TRUE,4,2020-03-01T00:00:00Z,1940,325,75,100
TRUE,5,2020-03-01T00:00:00Z,205,48,100,Inf
FALSE,1,2020-04-01T00:00:00Z,5253,4772,0,25
FALSE,2,2020-04-01T00:00:00Z,9444,5673,25,50
FALSE,3,2020-04-01T00:00:00Z,22283,7828,50,75
FALSE,4,2020-04-01T00:00:00Z,24523,6456,75,100
FALSE,5,2020-04-01T00:00:00Z,16774,3859,100,125
FALSE,6,2020-04-01T00:00:00Z,15253,3178,125,150
FALSE,7,2020-04-01T00:00:00Z,16745,2850,150,175
FALSE,8,2020-04-01T00:00:00Z,16335,2618,175,200
FALSE,9,2020-04-01T00:00:00Z,9294,1411,200,225
FALSE,10,2020-04-01T00:00:00Z,20725,3533,225,Inf
TRUE,1,2020-04-01T00:00:00Z,130637,93737,0,25
TRUE,2,2020-04-01T00:00:00Z,56426,28382,25,50
TRUE,3,2020-04-01T00:00:00Z,10655,2564,50,75
TRUE,4,2020-04-01T00:00:00Z,2025,315,75,100
TRUE,5,2020-04-01T00:00:00Z,251,40,100,Inf
FALSE,1,2020-05-01T00:00:00Z,4842,4348,0,25
FALSE,2,2020-05-01T00:00:00Z,8846,5241,25,50
FALSE,3,2020-05-01T00:00:00Z,22259,7761,50,75
FALSE,4,2020-05-01T00:00:00Z,25736,6793,75,100
FALSE,5,2020-05-01T00:00:00Z,17629,3933,100,125
FALSE,6,2020-05-01T00:00:00Z,16150,3383,125,150
FALSE,7,2020-05-01T00:00:00Z,17598,3029,150,175
FALSE,8,2020-05-01T00:00:00Z,17082,2728,175,200
FALSE,9,2020-05-01T00:00:00Z,9952,1586,200,225
FALSE,10,2020-05-01T00:00:00Z,21124,3594,225,Inf
TRUE,1,2020-05-01T00:00:00Z,110064,82767,0,25
TRUE,2,2020-05-01T00:00:00Z,45876,21879,25,50
TRUE,3,2020-05-01T00:00:00Z,11117,2632,50,75
TRUE,4,2020-05-01T00:00:00Z,2351,358,75,100
TRUE,5,2020-05-01T00:00:00Z,291,39,100,Inf
FALSE,1,2020-06-01T00:00:00Z,3932,3453,0,25
FALSE,2,2020-06-01T00:00:00Z,8998,5211,25,50
FALSE,3,2020-06-01T00:00:00Z,21767,7624,50,75
FALSE,4,2020-06-01T00:00:00Z,24828,6464,75,100
FALSE,5,2020-06-01T00:00:00Z,17072,3831,100,125
FALSE,6,2020-06-01T00:00:00Z,15401,3132,125,150
FALSE,7,2020-06-01T00:00:00Z,16464,2886,150,175
FALSE,8,2020-06-01T00:00:00Z,15970,2531,175,200
FALSE,9,2020-06-01T00:00:00Z,9519,1457,200,225
FALSE,10,2020-06-01T00:00:00Z,20596,3539,225,Inf
TRUE,1,2020-06-01T00:00:00Z,112603,79796,0,25
TRUE,2,2020-06-01T00:00:00Z,46628,22115,25,50
TRUE,3,2020-06-01T00:00:00Z,10302,2723,50,75
TRUE,4,2020-06-01T00:00:00Z,2179,353,75,100
TRUE,5,2020-06-01T00:00:00Z,302,27,100,Inf
FALSE,1,2020-07-01T00:00:00Z,3796,3281,0,25
FALSE,2,2020-07-01T00:00:00Z,8782,4918,25,50
FALSE,3,2020-07-01T00:00:00Z,22378,7622,50,75
FALSE,4,2020-07-01T00:00:00Z,25751,6620,75,100
FALSE,5,2020-07-01T00:00:00Z,17446,3976,100,125
FALSE,6,2020-07-01T00:00:00Z,16262,3347,125,150
FALSE,7,2020-07-01T00:00:00Z,17290,3021,150,175
FALSE,8,2020-07-01T00:00:00Z,16209,2646,175,200
FALSE,9,2020-07-01T00:00:00Z,9465,1464,200,225
FALSE,10,2020-07-01T00:00:00Z,20830,3650,225,Inf
TRUE,1,2020-07-01T00:00:00Z,124788,86105,0,25
TRUE,2,2020-07-01T00:00:00Z,49385,23903,25,50
TRUE,3,2020-07-01T00:00:00Z,10750,2747,50,75
TRUE,4,2020-07-01T00:00:00Z,2258,364,75,100
TRUE,5,2020-07-01T00:00:00Z,288,46,100,Inf
FALSE,1,2020-08-01T00:00:00Z,4433,3801,0,25
FALSE,2,2020-08-01T00:00:00Z,10264,5927,25,50
FALSE,3,2020-08-01T00:00:00Z,24377,8780,50,75
FALSE,4,2020-08-01T00:00:00Z,27435,7361,75,100
FALSE,5,2020-08-01T00:00:00Z,18389,4201,100,125
FALSE,6,2020-08-01T00:00:00Z,16669,3402,125,150
FALSE,7,2020-08-01T00:00:00Z,17809,3133,150,175
FALSE,8,2020-08-01T00:00:00Z,16787,2777,175,200
FALSE,9,2020-08-01T00:00:00Z,10085,1601,200,225
FALSE,10,2020-08-01T00:00:00Z,22004,3874,225,Inf
TRUE,1,2020-08-01T00:00:00Z,150438,102772,0,25
TRUE,2,2020-08-01T00:00:00Z,62729,32265,25,50
TRUE,3,2020-08-01T00:00:00Z,11341,3129,50,75
TRUE,4,2020-08-01T00:00:00Z,2339,380,75,100
TRUE,5,2020-08-01T00:00:00Z,334,42,100,Inf
FALSE,1,2020-09-01T00:00:00Z,5755,5143,0,25
FALSE,2,2020-09-01T00:00:00Z,10479,6203,25,50
FALSE,3,2020-09-01T00:00:00Z,24819,9134,50,75
FALSE,4,2020-09-01T00:00:00Z,27243,7368,75,100
FALSE,5,2020-09-01T00:00:00Z,17743,4257,100,125
FALSE,6,2020-09-01T00:00:00Z,16234,3355,125,150
FALSE,7,2020-09-01T00:00:00Z,17315,2959,150,175
FALSE,8,2020-09-01T00:00:00Z,16707,2713,175,200
FALSE,9,2020-09-01T00:00:00Z,9518,1492,200,225
FALSE,10,2020-09-01T00:00:00Z,21714,3695,225,Inf
TRUE,1,2020-09-01T00:00:00Z,175354,120520,0,25
TRUE,2,2020-09-01T00:00:00Z,74634,38974,25,50
TRUE,3,2020-09-01T00:00:00Z,12027,3358,50,75
TRUE,4,2020-09-01T00:00:00Z,2141,352,75,100
TRUE,5,2020-09-01T00:00:00Z,242,38,100,Inf
FALSE,1,2020-10-01T00:00:00Z,6190,5446,0,25
FALSE,2,2020-10-01T00:00:00Z,11007,6766,25,50
FALSE,3,2020-10-01T00:00:00Z,26668,9644,50,75
FALSE,4,2020-10-01T00:00:00Z,28292,7801,75,100
FALSE,5,2020-10-01T00:00:00Z,18274,4300,100,125
FALSE,6,2020-10-01T00:00:00Z,16682,3504,125,150
FALSE,7,2020-10-01T00:00:00Z,18085,3281,150,175
FALSE,8,2020-10-01T00:00:00Z,17406,2820,175,200
FALSE,9,2020-10-01T00:00:00Z,10205,1738,200,225
FALSE,10,2020-10-01T00:00:00Z,22298,4045,225,Inf
TRUE,1,2020-10-01T00:00:00Z,163791,116749,0,25
TRUE,2,2020-10-01T00:00:00Z,71380,37047,25,50
TRUE,3,2020-10-01T00:00:00Z,12878,3399,50,75
TRUE,4,2020-10-01T00:00:00Z,2359,388,75,100
TRUE,5,2020-10-01T00:00:00Z,292,43,100,Inf
FALSE,1,2020-11-01T00:00:00Z,6959,6161,0,25
FALSE,2,2020-11-01T00:00:00Z,10563,6542,25,50
FALSE,3,2020-11-01T00:00:00Z,24812,8949,50,75
FALSE,4,2020-11-01T00:00:00Z,26196,7126,75,100
FALSE,5,2020-11-01T00:00:00Z,16737,3929,100,125
FALSE,6,2020-11-01T00:00:00Z,15663,3265,125,150
FALSE,7,2020-11-01T00:00:00Z,16576,3000,150,175
FALSE,8,2020-11-01T00:00:00Z,16318,2604,175,200
FALSE,9,2020-11-01T00:00:00Z,9909,1647,200,225
FALSE,10,2020-11-01T00:00:00Z,21023,3894,225,Inf
TRUE,1,2020-11-01T00:00:00Z,153500,113392,0,25
TRUE,2,2020-11-01T00:00:00Z,65478,35191,25,50
TRUE,3,2020-11-01T00:00:00Z,11703,3066,50,75
TRUE,4,2020-11-01T00:00:00Z,1895,324,75,100
TRUE,5,2020-11-01T00:00:00Z,193,36,100,Inf
FALSE,1,2020-12-01T00:00:00Z,6525,5692,0,25
FALSE,2,2020-12-01T00:00:00Z,10117,6288,25,50
FALSE,3,2020-12-01T00:00:00Z,23463,8549,50,75
FALSE,4,2020-12-01T00:00:00Z,25081,7001,75,100
FALSE,5,2020-12-01T00:00:00Z,16253,3882,100,125
FALSE,6,2020-12-01T00:00:00Z,15060,3125,125,150
FALSE,7,2020-12-01T00:00:00Z,16428,2875,150,175
FALSE,8,2020-12-01T00:00:00Z,15788,2638,175,200
FALSE,9,2020-12-01T00:00:00Z,9459,1477,200,225
FALSE,10,2020-12-01T00:00:00Z,20826,3934,225,Inf
TRUE,1,2020-12-01T00:00:00Z,128487,98157,0,25
TRUE,2,2020-12-01T00:00:00Z,56579,31674,25,50
TRUE,3,2020-12-01T00:00:00Z,10502,2914,50,75
TRUE,4,2020-12-01T00:00:00Z,1692,309,75,100
TRUE,5,2020-12-01T00:00:00Z,123,9,100,Inf
FALSE,1,2021-01-01T00:00:00Z,5657,4856,0,25
FALSE,2,2021-01-01T00:00:00Z,9402,5639,25,50
FALSE,3,2021-01-01T00:00:00Z,21922,7614,50,75
FALSE,4,2021-01-01T00:00:00Z,23577,6141,75,100
FALSE,5,2021-01-01T00:00:00Z,15327,3450,100,125
FALSE,6,2021-01-01T00:00:00Z,14009,2790,125,150
FALSE,7,2021-01-01T00:00:00Z,15737,2704,150,175
FALSE,8,2021-01-01T00:00:00Z,15464,2479,175,200
FALSE,9,2021-01-01T00:00:00Z,9240,1521,200,225
FALSE,10,2021-01-01T00:00:00Z,20506,3800,225,Inf
TRUE,1,2021-01-01T00:00:00Z,112732,85262,0,25
TRUE,2,2021-01-01T00:00:00Z,52521,27439,25,50
TRUE,3,2021-01-01T00:00:00Z,10768,2656,50,75
TRUE,4,2021-01-01T00:00:00Z,1886,278,75,100
TRUE,5,2021-01-01T00:00:00Z,186,26,100,Inf
FALSE,1,2021-02-01T00:00:00Z,4775,4138,0,25
FALSE,2,2021-02-01T00:00:00Z,8411,4869,25,50
FALSE,3,2021-02-01T00:00:00Z,19762,6740,50,75
FALSE,4,2021-02-01T00:00:00Z,20913,5504,75,100
FALSE,5,2021-02-01T00:00:00Z,14111,3168,100,125
FALSE,6,2021-02-01T00:00:00Z,12999,2434,125,150
FALSE,7,2021-02-01T00:00:00Z,14312,2383,150,175
FALSE,8,2021-02-01T00:00:00Z,13849,2187,175,200
FALSE,9,2021-02-01T00:00:00Z,8182,1315,200,225
FALSE,10,2021-02-01T00:00:00Z,18374,3352,225,Inf
TRUE,1,2021-02-01T00:00:00Z,99481,74366,0,25
TRUE,2,2021-02-01T00:00:00Z,41997,20181,25,50
TRUE,3,2021-02-01T00:00:00Z,9480,2122,50,75
TRUE,4,2021-02-01T00:00:00Z,1669,220,75,100
TRUE,5,2021-02-01T00:00:00Z,152,19,100,Inf
FALSE,1,2021-03-01T00:00:00Z,5836,5118,0,25
FALSE,2,2021-03-01T00:00:00Z,9984,5822,25,50
FALSE,3,2021-03-01T00:00:00Z,24429,8423,50,75
FALSE,4,2021-03-01T00:00:00Z,26338,6956,75,100
FALSE,5,2021-03-01T00:00:00Z,17229,3914,100,125
FALSE,6,2021-03-01T00:00:00Z,15742,3132,125,150
FALSE,7,2021-03-01T00:00:00Z,16926,2893,150,175
FALSE,8,2021-03-01T00:00:00Z,16501,2522,175,200
FALSE,9,2021-03-01T00:00:00Z,9717,1500,200,225
FALSE,10,2021-03-01T00:00:00Z,21676,3763,225,Inf
TRUE,1,2021-03-01T00:00:00Z,140858,100540,0,25
TRUE,2,2021-03-01T00:00:00Z,58398,28897,25,50
TRUE,3,2021-03-01T00:00:00Z,11577,2730,50,75
TRUE,4,2021-03-01T00:00:00Z,1867,297,75,100
TRUE,5,2021-03-01T00:00:00Z,197,35,100,Inf
FALSE,1,2021-04-01T00:00:00Z,5581,4897,0,25
FALSE,2,2021-04-01T00:00:00Z,9883,5821,25,50
FALSE,3,2021-04-01T00:00:00Z,23397,8043,50,75
FALSE,4,2021-04-01T00:00:00Z,26239,6857,75,100
FALSE,5,2021-04-01T00:00:00Z,17279,3824,100,125
FALSE,6,2021-04-01T00:00:00Z,15802,3066,125,150
FALSE,7,2021-04-01T00:00:00Z,17363,2807,150,175
FALSE,8,2021-04-01T00:00:00Z,16553,2556,175,200
FALSE,9,2021-04-01T00:00:00Z,9657,1526,200,225
FALSE,10,2021-04-01T00:00:00Z,21481,3781,225,Inf
TRUE,1,2021-04-01T00:00:00Z,149895,105365,0,25
TRUE,2,2021-04-01T00:00:00Z,61279,30440,25,50
TRUE,3,2021-04-01T00:00:00Z,11134,2721,50,75
TRUE,4,2021-04-01T00:00:00Z,2092,326,75,100
TRUE,5,2021-04-01T00:00:00Z,217,29,100,Inf
FALSE,1,2021-05-01T00:00:00Z,4087,3540,0,25
FALSE,2,2021-05-01T00:00:00Z,9242,5121,25,50
FALSE,3,2021-05-01T00:00:00Z,24206,7660,50,75
FALSE,4,2021-05-01T00:00:00Z,27462,6824,75,100
FALSE,5,2021-05-01T00:00:00Z,18194,3954,100,125
FALSE,6,2021-05-01T00:00:00Z,17052,3276,125,150
FALSE,7,2021-05-01T00:00:00Z,17967,2916,150,175
FALSE,8,2021-05-01T00:00:00Z,17047,2542,175,200
FALSE,9,2021-05-01T00:00:00Z,9937,1498,200,225
FALSE,10,2021-05-01T00:00:00Z,22190,3851,225,Inf
TRUE,1,2021-05-01T00:00:00Z,110001,76472,0,25
TRUE,2,2021-05-01T00:00:00Z,48080,21058,25,50
TRUE,3,2021-05-01T00:00:00Z,11488,2812,50,75
TRUE,4,2021-05-01T00:00:00Z,2412,457,75,100
TRUE,5,2021-05-01T00:00:00Z,339,57,100,Inf
FALSE,1,2021-06-01T00:00:00Z,4046,3449,0,25
FALSE,2,2021-06-01T00:00:00Z,9372,5187,25,50
FALSE,3,2021-06-01T00:00:00Z,22806,7224,50,75
FALSE,4,2021-06-01T00:00:00Z,26288,6052,75,100
FALSE,5,2021-06-01T00:00:00Z,17493,3642,100,125
FALSE,6,2021-06-01T00:00:00Z,16145,2910,125,150
FALSE,7,2021-06-01T00:00:00Z,17008,2743,150,175
FALSE,8,2021-06-01T00:00:00Z,16078,2273,175,200
FALSE,9,2021-06-01T00:00:00Z,9232,1331,200,225
FALSE,10,2021-06-01T00:00:00Z,20611,3562,225,Inf
TRUE,1,2021-06-01T00:00:00Z,114775,75489,0,25
TRUE,2,2021-06-01T00:00:00Z,47309,19902,25,50
TRUE,3,2021-06-01T00:00:00Z,10505,2416,50,75
TRUE,4,2021-06-01T00:00:00Z,2312,334,75,100
TRUE,5,2021-06-01T00:00:00Z,330,44,100,Inf
FALSE,1,2021-07-01T00:00:00Z,4298,3572,0,25
FALSE,2,2021-07-01T00:00:00Z,9645,5354,25,50
FALSE,3,2021-07-01T00:00:00Z,23813,7802,50,75
FALSE,4,2021-07-01T00:00:00Z,27620,6587,75,100
FALSE,5,2021-07-01T00:00:00Z,18378,3828,100,125
FALSE,6,2021-07-01T00:00:00Z,16852,3277,125,150
FALSE,7,2021-07-01T00:00:00Z,17712,2941,150,175
FALSE,8,2021-07-01T00:00:00Z,16922,2687,175,200
FALSE,9,2021-07-01T00:00:00Z,9885,1548,200,225
FALSE,10,2021-07-01T00:00:00Z,22549,4150,225,Inf
TRUE,1,2021-07-01T00:00:00Z,116521,75185,0,25
TRUE,2,2021-07-01T00:00:00Z,47867,20814,25,50
TRUE,3,2021-07-01T00:00:00Z,10829,2602,50,75
TRUE,4,2021-07-01T00:00:00Z,2402,363,75,100
TRUE,5,2021-07-01T00:00:00Z,357,45,100,Inf
FALSE,1,2021-08-01T00:00:00Z,5688,5015,0,25
FALSE,2,2021-08-01T00:00:00Z,10618,6225,25,50
FALSE,3,2021-08-01T00:00:00Z,25217,8659,50,75
FALSE,4,2021-08-01T00:00:00Z,28145,7249,75,100
FALSE,5,2021-08-01T00:00:00Z,18238,4017,100,125
FALSE,6,2021-08-01T00:00:00Z,17037,3363,125,150
FALSE,7,2021-08-01T00:00:00Z,18111,2936,150,175
FALSE,8,2021-08-01T00:00:00Z,17438,2697,175,200
FALSE,9,2021-08-01T00:00:00Z,10029,1484,200,225
FALSE,10,2021-08-01T00:00:00Z,22729,4084,225,Inf
TRUE,1,2021-08-01T00:00:00Z,148763,103359,0,25
TRUE,2,2021-08-01T00:00:00Z,62376,31711,25,50
TRUE,3,2021-08-01T00:00:00Z,11769,3031,50,75
TRUE,4,2021-08-01T00:00:00Z,2511,371,75,100
TRUE,5,2021-08-01T00:00:00Z,361,50,100,Inf
FALSE,1,2021-09-01T00:00:00Z,6449,5776,0,25
FALSE,2,2021-09-01T00:00:00Z,10827,6260,25,50
FALSE,3,2021-09-01T00:00:00Z,25295,8892,50,75
FALSE,4,2021-09-01T00:00:00Z,27739,7211,75,100
FALSE,5,2021-09-01T00:00:00Z,18120,4026,100,125
FALSE,6,2021-09-01T00:00:00Z,16753,3328,125,150
FALSE,7,2021-09-01T00:00:00Z,18000,2947,150,175
FALSE,8,2021-09-01T00:00:00Z,16851,2573,175,200
FALSE,9,2021-09-01T00:00:00Z,9834,1559,200,225
FALSE,10,2021-09-01T00:00:00Z,22482,4256,225,Inf
TRUE,1,2021-09-01T00:00:00Z,181708,123681,0,25
TRUE,2,2021-09-01T00:00:00Z,75080,38206,25,50
TRUE,3,2021-09-01T00:00:00Z,12484,3323,50,75
TRUE,4,2021-09-01T00:00:00Z,2411,373,75,100
TRUE,5,2021-09-01T00:00:00Z,273,33,100,Inf
FALSE,1,2021-10-01T00:00:00Z,7426,6493,0,25
FALSE,2,2021-10-01T00:00:00Z,11135,6556,25,50
FALSE,3,2021-10-01T00:00:00Z,26747,9306,50,75
FALSE,4,2021-10-01T00:00:00Z,29392,7898,75,100
FALSE,5,2021-10-01T00:00:00Z,18940,4187,100,125
FALSE,6,2021-10-01T00:00:00Z,17478,3451,125,150
FALSE,7,2021-10-01T00:00:00Z,18609,3157,150,175
FALSE,8,2021-10-01T00:00:00Z,17963,2894,175,200
FALSE,9,2021-10-01T00:00:00Z,10972,1768,200,225
FALSE,10,2021-10-01T00:00:00Z,24677,4525,225,Inf
