year,flag,receiver_type,emissions_co2_mt,n_distinct_ssvid
2018,IDN,satellite,5053310.748513555,3330
2019,VAT,satellite,1.8395972267708254,1
2020,CCK,satellite,31.973790741182857,2
2018,LAO,terrestrial,3.985706134129373,1
2016,BIH,terrestrial,4545.374091567526,9
2024,ARM,satellite,93.70747430920463,12
2023,NLD,unknown,98.96951549602342,191
2023,NIU,unknown,0.05698122048290637,2
2019,ANT,satellite,26651.352431564872,4
2023,CAN,unknown,21.481870922584704,18
2019,LSO,terrestrial,566.0245654176423,3
2024,ESP,satellite,1775457.8393802098,8448
2016,MDA,terrestrial,190248.29639911826,181
2023,TKM,dynamic,1678.5642328674508,7
2023,AFG,satellite,86.30357928411027,2
2017,GRL,terrestrial,30909.027463322822,53
2022,CHN,satellite,7517587.071815396,13338
2020,WLF,terrestrial,67323.20818418407,22
2023,VUT,unknown,4.225433307761272,33
2024,RWA,dynamic,383.15501811129997,15
2024,MMR,dynamic,32931.61671040265,392
2018,CAN,terrestrial,2945912.543734681,4285
2016,TON,satellite,16887.196599922187,5
2022,URY,terrestrial,200292.51837995776,256
2021,HKG,terrestrial,18964786.699908625,3857
2016,PRY,terrestrial,17986.244665734386,86
2019,TTO,terrestrial,76418.68503623799,64
2024,UNK,satellite,1134.6857933163974,4
2024,MWI,terrestrial,3461.266177491048,7
2022,KGZ,terrestrial,752.865151181725,14
2020,SWZ,terrestrial,193.34314345000539,4
2021,PRK,terrestrial,10734.428590582553,125
2018,COL,terrestrial,132752.51782835988,230
2019,CAN,terrestrial,3528143.1603727452,4968
2022,IRL,terrestrial,618340.4564351297,1149
2024,GEO,dynamic,32665.442074161372,180
2019,LCA,terrestrial,203.35903153430522,6
2021,LUX,terrestrial,711093.6295670385,333
2016,PYF,terrestrial,11722.556047813481,32
2017,TWN,terrestrial,1639050.6237537197,2409
2024,PCN,dynamic,4497.632235289259,44
2020,BLR,satellite,30.06937259964875,2
2022,SAU,satellite,1356585.69159868,841
2024,SOM,dynamic,19852.38350797948,116
2024,TKM,terrestrial,101.9566982703265,5
2018,SRB,terrestrial,9743.760567435937,29
2023,GUF,satellite,3257.453754234331,8
2016,ISL,satellite,253434.58554108578,1497
2024,URY,satellite,172566.4333847345,218
2021,IRN,satellite,642941.4309934754,1714
2021,BWA,satellite,0.2001366605007405,1
2024,NIC,terrestrial,2018.2046437573945,9
2019,SLB,terrestrial,2709.1341319229678,19
2017,BIH,satellite,7.357463855118095,4
2016,DEU,satellite,16809852.541061915,2626
2022,MLI,dynamic,297.2033960655738,1
2019,BEL,satellite,1264479.6925095578,739
2021,CHE,dynamic,12750.050335234264,226
2018,NER,terrestrial,581.5895218651261,9
2020,MYS,terrestrial,2201817.0648374665,2421
2023,SVK,terrestrial,127670.3543950016,193
2023,BMU,dynamic,2121228.0714361966,271
2024,DMA,dynamic,132761.56919712925,159
2019,ASM,terrestrial,61.007550106428226,5
2018,KGZ,satellite,4.7081511230366715,2
2019,JPN,terrestrial,18497362.218844105,7470
2018,ZAF,satellite,341552.96922079584,605
2022,SAU,terrestrial,961453.2415795767,2027
2016,GUY,terrestrial,1590.4367435949434,8
2017,COK,terrestrial,580558.6866866394,392
2021,DJI,dynamic,7804.329853088135,21
2024,NER,dynamic,526.5497198604121,9
2024,NA,satellite,1550719.1580750456,18259
2023,BMU,satellite,3609182.3936381745,239
2016,KAZ,satellite,0.08489706853227247,1
2018,KOR,satellite,2383063.6187624116,2657
2021,JEY,dynamic,488.5926732249294,10
2024,LTU,terrestrial,154583.97604364873,212
2022,ALB,dynamic,29739.1638573763,249
2024,MYS,dynamic,3402710.736111283,3539
2018,SEN,terrestrial,55035.002439339056,72
2024,KIR,dynamic,71772.80507344389,93
2021,DEU,dynamic,853885.1731571266,3645
2017,BRA,satellite,1355537.3612608756,1004
2017,PRK,satellite,1324.1833756272795,129
2024,RUS,dynamic,2360392.858298433,3903
2023,SJM,dynamic,2420.836842702899,1
2018,SLB,terrestrial,1462.2054259731824,18
2019,KHM,terrestrial,22177.3951446129,111
2020,TUN,satellite,37785.23118661955,72
2024,NGA,dynamic,559144.2118736481,899
2016,MKD,satellite,6.299472655181471,3
2021,KNA,terrestrial,530565.8185762368,327
2023,TTO,terrestrial,9966.604492318314,68
2016,VIR,terrestrial,5.34245766608425,2
2022,PHL,dynamic,970496.7001841117,951
2016,DOM,satellite,2485.395796532929,17
2020,ISL,satellite,822586.0937501382,1460
2022,AIA,dynamic,1833.9463849232995,10
2020,KEN,satellite,15232.962144975652,21
2016,WSM,terrestrial,10.394924709637973,3
2020,BFA,terrestrial,826.0493619975535,7
2016,SOM,terrestrial,2903.28785446286,30
2019,CHL,terrestrial,413179.75238601136,546
2017,GUY,terrestrial,749.1463271473463,6
2018,LKA,satellite,140136.86937025632,238
2018,MUS,satellite,75439.4119038157,128
2022,JAM,terrestrial,550111.3878695293,340
2022,TJK,terrestrial,26.280136912459767,4
2021,MHL,terrestrial,26475530.16381475,4840
2023,AIA,dynamic,1941.7879411161798,15
2023,SDN,terrestrial,146.40020994532597,3
2023,RUS,dynamic,2243969.957602907,3906
2017,FSM,satellite,130553.53858751903,147
2024,HTI,terrestrial,1300.069149818023,10
2016,BRA,terrestrial,1103931.3436817736,958
2016,HND,terrestrial,48296.56836728813,51
2023,LSO,satellite,122.89210034278408,1
2024,HKG,satellite,27282718.24546568,3198
2016,FRO,terrestrial,637570.2777567595,269
2023,PRI,terrestrial,283.31963196066823,6
2023,ATG,dynamic,1138071.2434942988,364
2021,DEU,terrestrial,19226705.37825193,14616
2022,GUF,satellite,3088.5787399486435,6
2019,MWI,satellite,3.1919816059350814,1
2021,KAZ,terrestrial,1760.2482651592295,9
2016,CIV,terrestrial,11321.016335133017,9
2023,TCA,dynamic,920.7395817435802,11
2023,VAT,dynamic,471.0004569490152,11
2022,POL,satellite,42073.039128313874,420
2022,ZWE,terrestrial,20.15148554822929,2
2022,IRL,satellite,91234.1845445826,516
2018,PNG,terrestrial,76488.76900390924,109
2021,KWT,dynamic,77625.62392845283,97
2019,DNK,terrestrial,8126727.632499903,4476
2018,CIV,terrestrial,4799.388180120952,10
2023,SYR,dynamic,4074.236398253647,11
2024,GRD,dynamic,6228.000784218765,18
2016,BWA,terrestrial,6.849320456357402,2
2017,KWT,satellite,513955.2374652472,91
2023,BRB,satellite,504146.55447636015,363
2018,GRL,terrestrial,38528.16898296583,69
2019,ITA,satellite,2452207.8385072853,2207
2018,GIB,terrestrial,1248666.577249726,430
2017,RUS,terrestrial,4845192.757122927,3423
2016,NA,terrestrial,5878493.022035169,19788
2023,BHR,terrestrial,774599.7226784934,4670
2016,TTO,terrestrial,90779.48675698205,61
2019,LKA,satellite,130589.0274523442,245
2018,NZL,satellite,686065.3137723278,1123
2023,LVA,terrestrial,179367.22467608502,274
2017,PRY,satellite,66116.2995225489,91
2019,TJK,satellite,5.187791286816733,2
2019,NRU,terrestrial,17584.28711559138,28
2023,UZB,terrestrial,19.89479332664258,3
2016,THA,terrestrial,1069473.5021962863,721
2017,UGA,satellite,828.197482338543,1
2020,AUT,terrestrial,94103.82445584219,416
2019,HTI,terrestrial,597.0389278144152,9
2022,CIV,dynamic,2745.6997068650844,13
2023,ARE,terrestrial,145054.2274656474,716
2021,PYF,terrestrial,27650.5626801847,99
2019,SYR,satellite,1517.6864783697492,10
2017,PRY,terrestrial,23795.289537483568,95
2022,TKM,dynamic,60.764446965381474,2
2018,ARM,satellite,3.096172107978796,3
2022,BEN,satellite,468.879592316041,3
2018,PRI,satellite,4.802181864090343,2
2022,GIN,dynamic,7178.517722095441,10
2023,IND,terrestrial,518993.22798610973,2415
2018,MDV,terrestrial,10765.178686832973,52
2024,MLT,satellite,18059694.22411741,4533
2023,BEL,satellite,994566.6390313072,1008
2022,CXR,dynamic,2225.486892740533,12
2023,LTU,dynamic,188704.75837471482,196
2017,ZMB,satellite,11.111960242623827,1
2023,BGR,dynamic,81377.1185821661,422
2019,MAR,terrestrial,171666.5858225853,144
2022,ABW,satellite,56.75983919332079,1
2021,THA,satellite,531523.0910384445,564
2017,SMR,satellite,49.28830729806926,4
2021,MRT,terrestrial,11756.310779389381,48
2024,QAT,terrestrial,260449.24665615454,1170
2024,GUY,terrestrial,18768.686076938182,76
2021,MDG,terrestrial,2701.8225063253785,29
2020,TJK,terrestrial,1239.0810856005364,9
2016,SRB,satellite,5.942892224293089,7
2022,LKA,terrestrial,106489.97709892785,2135
2022,PER,terrestrial,143632.46222385098,305
2024,BFA,terrestrial,210.65647304772847,4
2021,AUS,satellite,2934432.447049057,7359
2023,BEL,terrestrial,1610953.0282782684,3775
2016,GAB,satellite,15670.180953573325,9
2020,VIR,terrestrial,145.0603379920663,4
2018,CHL,satellite,1028134.7164838229,533
2021,GIN,dynamic,952.837885443598,7
2024,CPV,terrestrial,6765.067039762469,34
2022,TGO,dynamic,323565.68574165733,378
2019,AIA,satellite,5.927109918096534,1
2020,SLV,terrestrial,1693.1511844804295,8
2024,DIS,satellite,10055.309874281409,4
2018,GEO,satellite,10521.036364269336,53
2024,BWA,satellite,47.33232230156433,5
2022,MDG,dynamic,1647.0220495654469,38
2023,DMA,terrestrial,69178.10526972919,143
2023,ARE,satellite,69196.84820838194,639
2019,VEN,terrestrial,217155.96858872467,305
2023,ROU,dynamic,78835.37990129607,431
2024,ANT,satellite,6454.983713620247,3
2019,PSE,terrestrial,1429.1399055160443,14
2024,OMN,dynamic,143669.12735527917,122
2021,AND,dynamic,1082.4290510524797,47
2018,TCA,satellite,163.82477459261128,3
2021,BRA,dynamic,85973.82242557385,1388
2023,LAO,satellite,0.9118548246795369,1
2023,FIN,satellite,201081.70846576948,616
2024,UGA,dynamic,352.388619350958,5
2024,VEN,terrestrial,71432.17909312082,776
2019,VEN,satellite,189736.50885474798,318
2016,BLZ,satellite,279903.30775383295,450
2019,REU,satellite,14079.50590069333,57
2017,CYM,terrestrial,4084110.0819520014,1315
2023,COK,dynamic,953569.5784145693,623
2024,BES,satellite,39617.56584594514,118
2018,LAO,satellite,34.44465759191402,1
2020,IMN,terrestrial,1955642.800904396,345
2020,ABW,terrestrial,904.6463206041025,3
2019,BEL,terrestrial,3013934.525576515,3003
2019,MDG,terrestrial,467.91576570809224,33
2021,COM,terrestrial,419761.63771111926,305
2022,BRN,satellite,93463.98429701831,45
2022,SOM,dynamic,14346.48517444345,86
2024,VNM,satellite,927480.4481761458,9447
2020,NZL,satellite,824271.3215147132,1459
2022,EGY,dynamic,258187.61230447507,249
2022,GNB,dynamic,21262.10257829331,39
2016,FRO,satellite,197335.59552391723,208
2020,SAU,terrestrial,1246519.1803864993,1570
2024,SVN,terrestrial,68571.5482805131,205
2017,KWT,terrestrial,487537.795724672,106
2023,BES,terrestrial,51189.23675943606,72
2018,TUN,satellite,33260.11352947559,50
2024,BGD,terrestrial,107709.61108244708,462
2022,ABW,terrestrial,4778.624030570403,5
2022,SDN,satellite,67.00575690634528,1
2024,MTQ,satellite,51620.686235542475,232
2024,GHA,satellite,82540.53090812614,74
2021,UZB,terrestrial,430.32076749446185,3
2024,DZA,terrestrial,194633.266667241,122
2023,IRQ,terrestrial,10069.026716431137,44
2022,MDG,satellite,34570.206291342765,46
2021,NA,satellite,441115.91271858267,1978
2023,BHS,unknown,41.939854332544485,68
2018,MUS,terrestrial,65225.993691314026,133
2019,VGB,satellite,73749.42536252942,311
2023,SWE,dynamic,2317388.586962151,8158
2018,PRI,terrestrial,1841.3375080763303,5
2017,PSE,terrestrial,1615.5164012923528,8
2024,CUB,satellite,64825.68885800924,72
2024,ABW,terrestrial,41.78017281652823,5
2017,GRD,satellite,41.864151965300124,2
2016,BTN,terrestrial,9771.303067575589,47
2020,CZE,satellite,3188.016707941042,17
2023,QAT,unknown,0.15825954664387745,2
2023,GTM,terrestrial,629.2652576739762,14
2023,UNK,dynamic,4554.971012259766,4
2016,SDN,satellite,77.32882910294938,2
2022,BRA,satellite,1587592.9522531393,1904
2019,BOL,terrestrial,8349.596109124805,28
2022,NA,dynamic,2778709.2620108705,18713
2023,TGO,satellite,150048.8230959017,302
2016,VAT,terrestrial,134.70478892895827,4
2021,ZMB,terrestrial,7761.428747603129,10
2017,CAF,satellite,69.78637425452743,1
2022,SEN,satellite,100725.15490191714,63
2017,CZE,terrestrial,30532.218790510942,78
2020,UNK,terrestrial,6219.626600640012,7
2021,RWA,dynamic,0.7759384731541852,1
2017,BMU,satellite,5703025.896570226,289
2017,GRL,satellite,60615.76067282404,48
2016,SLB,terrestrial,5272.774639877383,14
2022,SMR,terrestrial,14023.554783615557,36
2022,BOL,satellite,14042.447957942291,33
2017,BEN,satellite,87.43151019549971,2
2023,KEN,terrestrial,3676.0131692094046,15
2020,UKR,satellite,16718.474599796653,201
2016,KGZ,terrestrial,106.94419316567281,6
2019,KIR,terrestrial,53408.40378761447,86
2022,NCL,terrestrial,62544.60740638862,243
2023,MNP,satellite,3215.4261526667583,2
2018,TCD,satellite,374.38608951214593,1
2020,CYM,terrestrial,4388360.504795336,1539
2019,KHM,satellite,13654.57204557451,31
2016,KWT,terrestrial,510552.36867559754,105
2016,FSM,terrestrial,110212.94485030013,172
2022,MNP,satellite,88.02527050146097,2
2021,PNG,dynamic,1875.4007505614381,92
2018,SLE,satellite,88100.78626409198,301
2022,EGY,terrestrial,109010.06446223678,235
2024,VIR,satellite,5.984389816190588,4
2024,EST,satellite,151865.57667680815,526
2024,ARM,dynamic,351.77780768396747,11
2021,MNG,satellite,109525.47450039408,220
2023,CMR,dynamic,826894.7069135102,456
2021,STP,dynamic,2522.26907708349,21
2024,MCO,dynamic,46152.06397737034,155
2016,AFG,terrestrial,4570.100677787191,15
2021,BHR,terrestrial,2072306.551960289,4776
2020,BES,terrestrial,49951.81434286763,59
2024,ARG,dynamic,351040.08958660974,921
2016,LIE,satellite,0.018035851937777778,1
2019,TWN,satellite,2569049.9516146583,1098
2020,GGY,satellite,298.2024896418226,1
2023,SWE,satellite,506254.64657244046,1306
2019,DEU,terrestrial,22051802.83893183,12334
2023,BRB,terrestrial,451856.52927005,385
2017,PAN,terrestrial,39691571.58041498,7156
2023,USA,terrestrial,17360985.085584007,43935
2021,NOR,satellite,6951176.8442512425,7500
2020,MLT,terrestrial,17733912.277140353,3789
2021,TGO,satellite,215085.23838114337,333
2020,KOR,terrestrial,9165080.472462438,9385
2021,FIN,terrestrial,3157198.459083189,2076
2024,HND,satellite,65187.45777795112,68
2022,KOR,dynamic,8893108.231895007,9332
2024,NLD,satellite,3198855.3538278425,18964
2021,RUS,terrestrial,5762019.8523001075,4509
2024,PRT,dynamic,5565340.761933978,2438
2024,MHL,dynamic,39910829.815968685,5740
2020,CHN,terrestrial,74478231.84599213,133684
2019,MHL,satellite,41824590.409594774,4046
2021,CYP,dynamic,323745.5597812417,899
2017,NLD,terrestrial,16625768.942887997,13898
2017,FRA,terrestrial,5516367.85716009,8827
2018,JPN,terrestrial,17781867.698746208,6756
2023,MLT,terrestrial,8597234.686209474,4357
2024,FIN,dynamic,1019848.2195240718,2509
2024,TUR,terrestrial,6580971.9914090475,6164
2023,ISL,dynamic,175838.3861824097,1456
2017,JPN,terrestrial,17850909.188109178,5919
2023,JPN,dynamic,13319249.205366159,10085
2023,ATG,terrestrial,502107.1705170165,359
2019,NA,terrestrial,7088140.816093515,25898
2019,PRT,terrestrial,4500345.04223534,1548
2019,NZL,terrestrial,867320.8676591784,1448
2016,EST,terrestrial,632780.1910072147,245
2023,PRT,dynamic,5662443.241625713,2185
2017,IND,terrestrial,2427564.5868102196,1862
2022,HUN,dynamic,3232.0169736292996,33
2024,FIN,satellite,477792.3723568171,2464
2023,VCT,satellite,647039.3137445098,793
2023,SGP,terrestrial,5139804.438565643,5307
2021,NA,terrestrial,3998177.8316988964,22364
2024,NA,dynamic,5916048.246545693,24487
2021,RUS,dynamic,144636.81789199827,2150
2024,KOR,satellite,4046427.7193321064,9522
2022,ITA,satellite,1555443.2808910997,2451
2024,AUT,dynamic,45134.85531201752,763
2017,VCT,satellite,611109.063382719,754
2019,GLP,terrestrial,98277.49049795922,133
2024,ALB,terrestrial,70680.86545605339,271
2022,ARE,dynamic,707353.0781774985,664
2023,SMR,terrestrial,53135.92381445538,122
2023,MEX,dynamic,428987.1119420604,531
2020,GBR,satellite,3899187.771849422,3986
2019,COL,terrestrial,161867.1909486621,241
2022,GRC,satellite,7262267.552982347,1540
2022,AUS,satellite,2354646.9090466574,7958
2024,MMR,satellite,42959.39430203117,225
2021,GRC,satellite,9988157.23711198,1533
2016,AUT,satellite,3083.9143746223876,49
2018,DMA,terrestrial,407376.3379762618,207
2020,AUS,satellite,2418402.652464989,6516
2023,LKA,dynamic,285229.9177751522,2696
2024,ARG,terrestrial,191442.94507783937,832
2024,LKA,satellite,253210.94909752774,2757
2022,AUS,dynamic,1058841.1685432827,8027
2021,MYS,terrestrial,2350348.5730451765,2454
2023,VEN,terrestrial,200826.12653020435,908
2024,CHL,satellite,1075609.9112510935,663
2018,MNP,satellite,590.0070839556846,43
2016,PER,terrestrial,99420.44408729485,110
2024,NZL,dynamic,175527.08288552103,2361
2022,PRT,terrestrial,4281023.671265099,2090
2020,CHL,terrestrial,391174.90651772055,561
2018,CMR,terrestrial,16182.835155833245,63
2024,BHR,terrestrial,175120.24503511205,3293
2021,ITA,dynamic,184918.7093083493,2252
2018,STP,terrestrial,5553.9306396846905,30
2024,QAT,satellite,36513.632882382175,877
2022,NZL,satellite,927237.3294192457,1964
2019,SYC,terrestrial,38939.298684432055,105
2024,LKA,terrestrial,16392.646837257373,1905
2024,PER,terrestrial,35314.705432770446,335
2024,EGY,dynamic,408213.3549781715,624
2024,ZAF,dynamic,273263.69419949525,842
2021,PER,dynamic,3269.73706942145,225
2021,IRL,satellite,118246.47964678185,482
2022,TZA,satellite,70503.51102710923,238
2016,FSM,satellite,103897.09056465224,157
2020,ISL,terrestrial,526215.3589333359,1458
2022,LVA,terrestrial,262005.90783934458,262
2021,IRN,dynamic,145227.05653317214,1374
2016,VEN,satellite,292755.06835874607,255
2024,KIR,satellite,84027.13297710162,92
2024,LUX,satellite,365587.28695104754,369
2021,CIV,satellite,6447.855140945202,10
2019,QAT,terrestrial,518956.1394104287,788
2023,NGA,satellite,750272.1313403491,829
2021,BMU,satellite,4647700.349464197,223
2024,GHA,terrestrial,8628.523982896113,59
2016,NZL,terrestrial,552116.8686716607,870
2016,PYF,satellite,7682.847162684035,24
2023,GBR,unknown,290.64758423698527,443
2020,VCT,satellite,699781.0685110899,742
2023,TUR,unknown,520.0880100255912,903
2022,CYM,satellite,1435821.053799863,1229
2022,VCT,dynamic,622527.1704544169,907
2019,CYM,terrestrial,4595489.209181158,1498
2022,MCO,dynamic,17861.81016069793,118
2016,VUT,terrestrial,385246.60306961386,418
2021,GUY,dynamic,11103.436700258826,42
2021,MAC,dynamic,2744.9154551598153,56
2021,TUV,satellite,376465.83183802676,217
2016,HRV,terrestrial,890723.5220108706,560
2022,MNE,satellite,22757.28018494592,25
2022,LUX,dynamic,370509.3926383852,332
2022,THA,dynamic,1310523.0431222129,1344
2024,LUX,terrestrial,455421.3335945805,378
2022,GIB,satellite,202706.48878475055,268
2022,VCT,terrestrial,652792.8018981011,904
2017,GLP,satellite,4611.903628156555,46
2016,DNK,satellite,4923306.502278174,937
2023,LBR,unknown,105.8238350726248,261
2023,MMR,terrestrial,70318.57166767487,510
2017,LKA,satellite,104031.37624862215,201
2021,MTQ,terrestrial,90285.7462962898,167
2019,SLE,satellite,77543.38631599609,301
2022,ATG,terrestrial,802799.9826362968,378
2022,CHE,satellite,145513.3564277516,335
2022,UKR,terrestrial,121383.88798483684,351
2024,HND,dynamic,151212.9521718478,71
2023,BES,satellite,41603.97829147921,57
2021,EGY,terrestrial,196959.6438883452,203
2024,MDV,satellite,30387.408172892687,59
2019,ALB,satellite,5759.824859064318,63
2024,BTN,terrestrial,2047.7948915314055,77
2018,OMN,satellite,39006.38633029391,58
2017,TTO,satellite,28527.621108964413,57
2024,ECU,dynamic,166817.18070944902,683
2017,FRO,terrestrial,673976.3041314464,305
2021,BRB,dynamic,35099.12394131838,194
2020,EST,satellite,70544.10378814404,150
2016,KNA,terrestrial,519690.3817552681,280
2021,SOM,terrestrial,5752.014412667136,103
2022,TUR,terrestrial,6606688.766500156,5720
2016,GLP,terrestrial,33267.31198115443,63
2024,TZA,satellite,214384.3523471786,456
2019,AND,terrestrial,557.5826684114526,13
2021,MDG,satellite,37750.02163522026,39
2016,BGR,satellite,8980.12186555868,63
2024,SLE,dynamic,672695.3230702581,584
2021,SRB,terrestrial,10204.846101518197,29
2021,OMN,satellite,74944.22651277093,78
2017,CUB,terrestrial,252.23810178499986,15
2024,PCN,satellite,338.3684264232476,29
2020,COL,terrestrial,176643.842007751,251
2021,JAM,dynamic,12895.777660787386,195
2021,BGD,satellite,437365.80567027035,115
2022,NIC,dynamic,943.0245648409788,9
2018,ECU,terrestrial,136492.03266918694,262
2019,TON,terrestrial,2242.724459964598,11
2019,DMA,terrestrial,339211.2199429604,170
2016,BRN,satellite,231820.94766721848,44
2021,SVK,satellite,1259.546892135655,43
2024,SYC,dynamic,13072.132739260644,126
2020,REU,satellite,16585.295542981075,63
2021,REU,dynamic,598.8674916254716,45
2020,GTM,terrestrial,3172.700832231091,16
2024,GGY,dynamic,566.2815809671616,1
2016,LBY,terrestrial,225539.98510694,48
2022,BHR,satellite,60814.532845891874,256
2021,VGB,satellite,67816.02043539709,341
2021,LTU,satellite,126117.93750364093,62
2021,CZE,terrestrial,39152.166644542915,101
2022,MAR,terrestrial,141701.94868030804,212
2024,CZE,satellite,13282.93300347989,129
2022,MNE,dynamic,16676.16050448427,81
2019,TUV,satellite,370147.5049812161,201
2020,CUW,satellite,566637.6381366206,56
2023,SEN,satellite,78701.46156521082,66
2019,PNG,satellite,158038.97883739191,115
2021,REU,satellite,12813.33479249053,78
2023,ROU,unknown,7.0929706096854215,155
2019,JEY,terrestrial,23992.01469574248,17
2022,MCO,terrestrial,108256.70673941946,139
2022,BGD,satellite,337457.54449650727,143
2022,AGO,dynamic,16064.840621410289,72
2024,PSE,satellite,122.4259134396724,12
2023,BEL,unknown,25.04859705560021,53
2016,JAM,terrestrial,253638.17686662424,134
2019,MRT,satellite,22231.972117409736,26
2024,KEN,satellite,10920.595454823995,17
2022,GLP,satellite,13028.09911751305,125
2023,SRB,terrestrial,18820.818875997837,30
2022,GNQ,terrestrial,29525.857115643787,56
2022,WSM,dynamic,102222.19657750822,15
2023,SPM,terrestrial,123.46755055816062,16
2023,DIS,terrestrial,10276.284155290155,4
2021,DMA,dynamic,10898.754932965705,73
2019,LBY,satellite,91307.52752060842,34
2017,PAK,satellite,56509.13197010218,24
2016,MUS,satellite,56633.34028777961,105
2019,PAK,terrestrial,106048.30410946054,82
2020,DMA,satellite,107304.98119118343,98
2021,CIV,dynamic,233.71694978975853,7
2024,WLF,terrestrial,35264.19644679725,15
2018,CUW,satellite,824722.0442911875,72
2022,MAR,satellite,147710.34138105274,196
2024,DOM,terrestrial,9344.439796781873,46
2024,IRQ,satellite,1997.422634626227,39
2023,GHA,satellite,65370.263413444525,64
2019,YEM,terrestrial,7185.657096913981,24
2018,DZA,satellite,148319.22328131687,89
2021,UNK,terrestrial,5984.275986726347,4
2024,TCA,dynamic,554.263273220372,12
2022,KEN,terrestrial,6641.34176159752,15
2023,AFG,dynamic,2947.3793083275164,16
2021,KWT,terrestrial,480087.71744781104,118
2021,PRY,dynamic,625.0569154703679,58
2023,HND,unknown,0.17037446450683713,5
2023,SYC,terrestrial,16049.47549363373,76
2021,CUB,terrestrial,35150.4617023992,41
2022,PRK,terrestrial,4902.2305794481945,167
2021,FSM,terrestrial,16047.45060206555,53
2021,CZE,satellite,1969.6852216108668,22
2017,MCO,terrestrial,62161.85934134354,74
2022,JOR,satellite,14013.05518607435,34
2020,CRI,satellite,1949.95252837072,4
2022,PRY,terrestrial,21526.16545541317,99
2020,PRK,satellite,1940.2833958639644,67
2018,NCL,satellite,19647.305838976306,113
2021,TTO,terrestrial,63001.0298444189,72
2019,GAB,terrestrial,20435.795159869904,49
2016,KWT,satellite,539038.7347427487,84
2021,GHA,dynamic,1685.2322993655928,49
2024,LIE,dynamic,723.4512575656469,10
2023,IRQ,satellite,1637.2629132195063,18
2016,MAR,satellite,130676.37693571897,101
2022,AFG,satellite,1404.1546882874793,4
2017,CRI,terrestrial,74.31804517010588,5
2019,BES,satellite,30968.569106981744,49
2019,SHN,terrestrial,7036.87028778664,26
2017,MNE,terrestrial,17337.325448366926,36
2018,SHN,satellite,5300.80794061384,12
2017,HTI,satellite,36.295168486480456,5
2017,NRU,satellite,76688.1534996376,17
2016,CRI,terrestrial,140.21576300328002,9
2017,BWA,terrestrial,391.00926031174976,4
2019,LVA,terrestrial,355628.01567833516,226
2021,KHM,satellite,11072.559785168729,18
2022,BES,dynamic,17054.5493876232,59
2019,GHA,satellite,123053.15385477596,72
2024,SDN,satellite,630.2577442896393,3
2022,MUS,satellite,90550.79860825227,158
2022,CPV,dynamic,6515.2501653051,29
2020,TJK,satellite,71.22051487785214,5
2021,VIR,terrestrial,87.97543123371234,3
2018,PRK,satellite,941.6345632545231,64
2018,NPL,satellite,1566.601868521171,2
2021,CPV,terrestrial,37832.910420977016,30
2016,NRU,satellite,70242.4404438887,16
2023,AGO,dynamic,16420.4687826601,85
2023,LSO,dynamic,1753.9641446429916,4
2023,TCD,terrestrial,115.95640339080323,4
2023,MNE,terrestrial,37316.12521783862,114
2023,LVA,unknown,3.800266656066644,10
2021,CUW,dynamic,23773.111165784598,48
2024,JOR,dynamic,39767.67213136177,49
2018,BGD,satellite,149234.56110138362,63
2024,AIA,terrestrial,7772.714764157501,27
2016,NIU,satellite,12744.991002318295,45
2024,MWI,satellite,211.67641097703984,7
2016,SEN,terrestrial,36346.483070071925,33
2016,MTQ,satellite,3773.4294603468197,66
2018,GAB,terrestrial,5573.9113788391505,16
2019,AUT,satellite,8863.162416448242,69
2020,AZE,satellite,29174.10870235216,13
2019,GEO,satellite,62441.56533701146,71
2024,UZB,terrestrial,239.59565979889157,3
2018,LIE,satellite,1001.1069343924572,3
2023,LIE,terrestrial,136.40282831806047,11
2024,LBY,dynamic,92323.30197312744,63
2017,SOM,terrestrial,7349.717408187543,49
2022,DOM,dynamic,3384.815950301296,21
2021,QAT,satellite,150836.71868221884,299
2021,MSR,terrestrial,3489.925612284982,12
2020,MDV,satellite,12180.611296942221,26
2022,SWE,dynamic,1185350.4472512724,7889
2022,MAC,satellite,436.659341942832,16
2022,KAZ,satellite,662.9632571164143,7
2024,DEU,dynamic,10352999.36593581,18082
2021,ZMB,satellite,1394.2299470693818,3
2017,PCN,satellite,74.91520762690608,3
2023,IDN,satellite,5836853.565504853,10629
2022,SLB,dynamic,709.2882111710752,16
2018,AIA,satellite,55.373063722388274,7
2023,SWZ,terrestrial,101.8392043427716,7
2019,MNE,satellite,18264.455113303127,26
2024,ATF,satellite,19766.94610661031,29
2020,JEY,satellite,1617.1692031237153,11
2021,AND,satellite,21.4505682740587,4
2018,STP,satellite,4885.651929177799,11
2019,HUN,terrestrial,17888.386759092788,45
2021,NER,dynamic,144.80516826427512,4
2020,KHM,satellite,11452.82150540824,22
2023,TCD,dynamic,285.7794433121048,5
2017,JOR,satellite,11032.343419403887,40
2022,DOM,terrestrial,5716.187084954267,23
2019,DMA,satellite,117881.1697398079,100
2021,ZMB,dynamic,570.2075428817249,7
2024,ABW,satellite,44.72238740752865,5
2021,MKD,terrestrial,391.81034370852336,7
2023,SRB,unknown,0.13613918736304031,4
2024,GNQ,satellite,5561.88281581975,11
2018,MNE,terrestrial,26040.30969921105,54
2023,LBN,unknown,0.7414404804445553,8
