year,flag,receiver_type,emissions_co2_mt,n_distinct_ssvid
2023,TWN,total,5357821.738882171,4979
2020,ISL,total,1348801.4526834737,1473
2023,BMU,total,6468203.203830276,297
2021,ARE,total,889732.6163625264,610
2016,ARE,total,897719.8815461624,532
2019,TWN,total,4471540.79391643,3161
2018,CYM,total,6342867.7916314565,1400
2024,VNM,total,5329375.663060549,12006
2018,MEX,total,1192074.3955332192,523
2018,MAC,total,23464.82698517309,56
2016,FSM,total,214110.0354149533,185
2019,IND,total,4485400.845277387,2583
2020,TWN,total,4639268.546694739,3582
2024,SMR,total,405597.2957872713,262
2017,MYS,total,3328674.105034415,2033
2021,NPL,total,9093.202909559945,9
2018,IDN,total,7674503.20005345,3904
2019,SAU,total,2491105.36248769,1546
2022,KNA,total,1078732.2165944607,375
2021,NZL,total,1927892.1206162143,1926
2020,QAT,total,688619.9561769519,769
2018,POL,total,583108.8791536744,1012
2024,QAT,total,742726.3039525514,1305
2018,PHL,total,2313002.7118588034,832
2017,MCO,total,64037.38153697591,75
2023,LVA,total,399062.9055082605,276
2022,LUX,total,1235021.6486605243,358
2017,MNG,total,299403.40872358327,288
2017,LKA,total,236404.51963079712,222
2020,SEN,total,174794.86611770105,89
2020,MDA,total,232625.25607033205,157
2024,EST,total,738901.6761182307,554
2017,IRL,total,560836.0132935815,724
2017,JAM,total,412238.8364151907,196
2020,LVA,total,333072.2325073936,215
2022,SVK,total,95117.46487584747,130
2017,MAR,total,337433.8035106633,141
2021,GUY,total,82348.35553063975,70
2023,TUV,total,828559.0031843312,293
2017,AUT,total,93136.76362915753,320
2020,PHL,total,2572277.2511129957,874
2020,COL,total,280337.4635984585,263
2024,LTU,total,451265.95194007206,225
2018,LBN,total,163189.27351020795,69
2023,IRQ,total,37768.54393371843,54
2020,PYF,total,60461.33280363727,84
2022,COK,total,1281413.4697350499,605
2023,GTM,total,11111.518171005739,21
2024,ASM,total,1640.4468217505466,6
2016,GUF,total,621.6889428550269,6
2023,LIE,total,814.2893796607442,13
2020,BRB,total,851637.6187233466,190
2017,GEO,total,75507.30095314624,122
2019,BGR,total,280093.2052766232,370
2016,STP,total,11779.985792191166,26
2017,DMA,total,429974.06097641,194
2019,NIU,total,106703.89011268718,107
2022,STP,total,46536.13367529776,38
2018,MAR,total,324847.2830546108,137
2024,CAF,total,9816.758421808732,72
2023,PYF,total,150674.24455197193,152
2019,IMN,total,6777459.233484903,396
2023,SLB,total,19944.337833248264,17
2023,ASM,total,1116.7219490773373,5
2018,DZA,total,445055.42059921735,125
2024,CUW,total,920366.9998422702,44
2019,TGO,total,571625.3520590895,447
2024,BOL,total,43007.33553959139,49
2016,PRY,total,65178.50308072739,91
2016,AGO,total,71950.9718391852,49
2017,MDV,total,58297.83129344985,53
2016,REU,total,33895.259846186076,47
2024,URY,total,318075.45792963327,283
2020,SLE,total,466397.0565253731,434
2023,SVN,total,76374.54865470041,178
2018,BES,total,90608.6736734407,56
2023,MOZ,total,56888.23632707089,35
2016,SUR,total,2099.3179489514478,12
2016,DJI,total,19486.234998754353,31
2023,HND,total,106750.04814107394,46
2022,LBN,total,144537.9781023024,57
2016,MDG,total,13920.016485379205,9
2016,PER,total,311427.3664289047,123
2016,CZE,total,28193.321674570532,66
2018,BRN,total,457444.81719381147,55
2019,CUW,total,1313997.8485900217,66
2023,GUY,total,61613.93612939407,81
2017,BTN,total,14188.535884587618,85
2017,BLR,total,800.9809919160581,6
2018,SYR,total,8746.402671685222,9
2022,JOR,total,86269.42155969223,46
2016,FJI,total,95961.14439640145,118
2019,BLR,total,1421.2946092941158,4
2024,CIV,total,12996.572378496592,14
2023,MRT,total,40896.395581582845,52
2024,CHL,total,1559307.5773472914,681
2019,MDG,total,125542.10855938646,59
2021,LCA,total,480.910566223018,8
2019,COD,total,46096.380363665376,12
2020,MAR,total,364581.8015431386,168
2017,SYC,total,100428.60821786533,83
2022,SLB,total,12635.29260794757,17
2024,DOM,total,51664.51660558422,49
2023,KHM,total,24444.52097216776,123
2020,CAF,total,3947.074484600374,33
2016,BLR,total,1416.5404293282656,6
2018,MLT,total,37307935.17871576,3642
2017,CUB,total,8237.317714342034,33
2017,COG,total,6392.962668556655,12
2024,MOZ,total,67070.24533828555,35
2019,MDV,total,33273.74257129783,46
2016,HTI,total,951.2305629860185,5
2023,CAF,total,5337.1626610968915,53
2019,UZB,total,41.464939573560095,3
2022,GNB,total,75134.56377864497,44
2023,HUN,total,19664.25904649546,51
2020,MRT,total,40513.42959300463,43
2022,NER,total,4425.619631259077,10
2022,WLF,total,120871.79739961021,15
2023,TCA,total,1143.7972760301027,12
2019,MNE,total,52726.047557349084,67
2022,TKM,total,60.76444696538148,2
2020,SRB,total,6265.5996900412965,20
2022,JEY,total,28856.881462602185,18
2022,MNG,total,434455.7816894848,394
2017,GRD,total,4954.821230358581,11
2020,BRN,total,388885.7858658863,56
2017,GMB,total,12186.6843806662,11
2024,BFA,total,1136.789640135132,27
2022,COD,total,33063.262050639816,15
2024,BEN,total,6240.592792243193,17
2018,CPV,total,81687.35539537699,36
2018,JEY,total,28540.77964740852,18
2021,GGY,total,2951.13154203923,1
2018,SLB,total,28997.75174210782,19
2016,TCD,total,109.19685700247061,1
2018,LCA,total,11.729585133471225,1
2019,GMB,total,15208.231567662853,14
2023,GMB,total,29380.98324133331,27
2020,NER,total,2704.8147458158614,9
2024,FSM,total,76230.88926716555,63
2017,SAU,total,2544797.61334546,814
2023,VNM,total,4323445.765396017,10748
2020,NRU,total,93645.12618605934,36
2017,DJI,total,26022.948856032446,28
2019,LIE,total,1705.9020331568258,10
2023,BFA,total,2196.880876986796,12
2018,LSO,total,566.4825678051324,6
2016,AZE,total,19278.507579533514,46
2017,MUS,total,147008.3468905812,129
2022,DIS,total,38712.94666512527,4
2023,CXR,total,1186.9197414223026,5
2016,CAF,total,759.4559535183357,10
2016,SWE,total,5874116.954959323,5005
2021,GRC,total,18075994.233197495,2271
2021,URY,total,317511.5481013357,241
2016,SSD,total,2.2619050914807755,2
2020,MLI,total,319.6169205653773,3
2017,UKR,total,419800.2571090356,418
2023,GGY,total,1740.6442413442753,1
2018,BLR,total,502.2206106455433,5
2020,MNE,total,50886.39257497429,65
2023,MSR,total,1105.201853566693,10
2023,JPN,total,29326227.271845784,10277
2024,MSR,total,1519.994774225068,7
2021,ZMB,total,9725.866237554244,11
2020,ZMB,total,3372.2753092244925,7
2022,MKD,total,267.87267972170883,9
2020,IDN,total,9528926.161246939,9734
2022,SYC,total,136879.28014059938,131
2019,TCA,total,1323.7852987119009,7
2022,COL,total,398206.3644807329,379
2016,COD,total,63695.67516063628,96
2017,GLP,total,55989.460279543695,83
2024,SRB,total,25354.598695218014,195
2020,CIV,total,7295.133778763423,14
2018,COM,total,412703.9835270486,265
2017,GNB,total,23156.459865348435,8
2018,SLV,total,11976.838180202676,6
2022,PLW,total,1328837.564066258,507
2021,ATG,total,2317079.805662125,385
2020,PSE,total,865.7048771206809,10
2024,SVN,total,90996.42553857672,206
2020,TUR,total,8427669.179928837,4978
2019,JPN,total,27341514.606598273,7525
2023,GRD,total,14905.67187712644,26
2022,FRA,total,11930423.159404665,16657
2017,ASM,total,28.263407734828878,2
2019,HTI,total,608.0304368708809,9
2021,PYF,total,84494.36469203484,102
2018,REU,total,37478.4927232257,63
2023,NPL,total,1382.7284646853147,5
2017,ABW,total,1925.541446588734,4
2023,UGA,total,396.81897267532344,5
2023,BEN,total,4483.694287533391,13
2016,TUN,total,197242.41832156954,31
2024,TWN,total,5469004.939501551,5477
2023,NIC,total,22243.53839837413,9
2020,SLV,total,12569.147458744466,8
2016,UKR,total,402411.98475691443,404
2016,BTN,total,9777.93610044817,47
2018,ETH,total,92151.01091655025,11
2018,CUB,total,13912.460984883592,47
2019,GGY,total,2495.635048593447,1
2022,TUV,total,828218.825166752,298
2017,FJI,total,133381.90061347862,146
2023,FRO,total,1129222.515509847,562
2021,SVK,total,57342.283759507576,95
2021,SSD,total,868.9627704567076,5
2019,PHL,total,2608427.593622497,892
2018,ABW,total,1279.3869579290488,3
2023,JAM,total,808559.2558358334,342
2020,BES,total,73889.97970447796,59
2017,AUS,total,5214600.26280247,5167
2019,MLT,total,38952183.937601045,3955
2018,DEU,total,44195232.8032232,11326
2019,NGA,total,997419.0600396994,720
2023,BDI,total,248.98883994105447,2
2017,LSO,total,4030.4391858519257,17
2018,SGP,total,48222963.966016516,6016
2016,KIR,total,386877.0228903622,167
2016,VGB,total,514971.60383787216,441
2023,GUF,total,6710.2060854912825,14
2023,TUR,total,10444937.357298125,6130
2023,PAK,total,284397.16802638135,224
2022,PNG,total,258700.36952316514,142
2016,MUS,total,121440.02724560989,115
2020,ISR,total,421192.8657426798,213
2018,CXR,total,3032.9753538480472,17
2021,RWA,total,22.087596463245593,3
2024,AUS,total,10075680.113348436,10034
2022,SLV,total,11927.161726118198,8
2020,BLZ,total,1395666.7738647268,652
2023,MNG,total,565417.5121549654,451
2023,COG,total,11164.720514952498,21
2023,MLI,total,305.0424125027391,1
2016,UGA,total,1546.3626402036466,1
2016,VAT,total,134.70478892895824,4
2021,JAM,total,642083.5710983126,297
2019,VCT,total,1566016.0755994676,889
2021,IND,total,4555304.906533131,2915
2023,DMA,total,249716.63749100058,158
2022,GAB,total,463303.96536256606,111
2023,NIS,total,160401.20011213448,21
2024,PSE,total,4869.451218468045,26
2020,ERI,total,5291.716213550994,11
2018,SHN,total,10225.084603017704,24
2016,LVA,total,288998.6568591163,190
2017,URY,total,421095.47087011224,256
2022,CYP,total,13713265.600692378,1396
2021,TCA,total,513.6274522882957,6
2024,SGP,total,61622541.18525123,6732
2021,EST,total,721874.767502786,458
2018,KAZ,total,4680.299374149769,19
2019,MEX,total,1193051.4014025766,546
2022,VEN,total,918963.471784354,1328
2018,SMR,total,1561.3989442701786,13
2017,WSM,total,8484.174600780027,13
2023,TGO,total,648110.5097958861,360
2022,VGB,total,786248.5099329932,587
2016,BHR,total,470468.8647633986,688
2018,TON,total,21752.194919266116,9
2021,PNG,total,224504.67446183984,129
2024,HUN,total,20769.84281241553,57
2018,PLW,total,491425.2806286909,370
2017,UGA,total,869.5377753403156,1
2017,BMU,total,8304400.55260716,367
2018,TWN,total,4263455.760806268,2866
2022,NGA,total,1413280.0063383477,828
2023,SSD,total,501.80244173505395,4
2016,HND,total,55669.18053827456,51
2024,BDI,total,149.67789380478794,3
2016,NZL,total,1015124.1497816145,882
2024,ATF,total,27924.976873832944,51
2016,WLF,total,163.12386598659677,6
2017,NIU,total,85877.64582365261,100
2020,SLB,total,29415.434920928186,18
2019,ALB,total,89639.78684506746,292
2018,HKG,total,54575391.75553428,3929
2020,NIC,total,12118.254967932957,9
2017,CAF,total,1388.7446521486663,10
2022,RWA,total,450.6180232598879,7
2021,HTI,total,293.1972784148308,6
2016,DEU,total,37528247.926657416,8987
2019,AGO,total,86041.45881419795,66
2017,NOR,total,18082197.193103537,8506
2017,PRY,total,89911.5890600325,95
2018,PER,total,425863.08138773264,202
2017,SGP,total,48044764.214837305,5637
2018,BMU,total,8206918.845498514,353
2023,FJI,total,99317.132513981,105
2020,MHL,total,70371078.54528621,4488
2016,CAN,total,3380067.6740741543,3167
2016,MAC,total,10587.789426255784,20
2017,ATF,total,73002.17509758017,99
2016,GNB,total,8616.478964330841,5
2021,USA,total,41725781.1894923,40939
2019,POL,total,645183.4174827625,1069
2023,BTN,total,17974.570791672624,97
2016,GRC,total,19132824.58236399,1743
2018,GRC,total,18579546.795816377,1889
2022,ESP,total,7309754.448307462,8075
2021,ISL,total,1397038.9824606841,1462
2020,HKG,total,55320073.58409161,3909
2021,TUR,total,8997437.25447106,5328
2017,CHE,total,1152081.52419503,722
2024,DMA,total,268115.78033229173,164
2021,SGP,total,51227140.874567226,5668
2017,PHL,total,2175140.972108424,703
2017,FRA,total,7515281.811399113,8868
2023,IRL,total,727988.7308970686,1186
2023,POL,total,1363750.294167894,2387
2024,MAR,total,474554.13785070553,236
2021,NA,total,4685269.360139235,22865
2024,IDN,total,16032143.452290377,15373
2024,GHA,total,120629.46092024654,80
2023,PRT,total,13223676.801811941,2298
2020,VNM,total,1145779.8196749727,4233
2024,CMR,total,1058557.5322368839,430
2018,AUS,total,6116498.657288224,5927
2016,TWN,total,3503932.1855939482,2231
2020,IRN,total,1634222.3497978183,2525
2023,PRY,total,135569.50286517013,111
2018,CAN,total,4539527.474912279,4403
2020,COK,total,908391.8994090172,508
2018,CRI,total,1648.2546351602493,15
2018,VUT,total,911793.9893207577,403
2017,BHR,total,967219.3007395572,1481
2019,BLZ,total,1297960.6594721097,763
2024,BRB,total,3214663.716113775,586
2023,COM,total,713436.2850588012,351
2023,BLZ,total,1703458.0630924057,715
2016,THA,total,1450829.1774772594,724
2022,MEX,total,1085268.4145186262,527
2018,ALB,total,71523.16083370807,263
2016,TUV,total,473372.3116290992,202
2016,SYR,total,5545.465048374193,5
2024,ECU,total,1286521.1581825507,710
2016,BRA,total,2289274.810874707,961
2022,GLP,total,150258.2483019547,174
2018,DOM,total,15237.988048881201,27
2018,SWZ,total,245.81429350628758,5
2023,MYS,total,5398959.53356434,3250
2024,THA,total,3024990.1239822675,1765
2021,CCK,total,516.2225096870762,9
2021,MMR,total,92678.11038002906,243
2024,COK,total,2955042.7152355076,766
2017,LTU,total,433175.55406292726,146
2018,GLP,total,73684.77595865497,97
2016,CHE,total,1088512.7097445475,623
2018,BGR,total,260396.1349060186,335
2016,VEN,total,668735.7584013896,260
2021,MAC,total,67054.99238366706,92
2022,URY,total,370190.2007987303,260
2018,JAM,total,537709.1921527997,213
2021,BGD,total,728857.6229684666,128
2021,EGY,total,349051.2289982435,212
2016,SVK,total,28900.713193069856,44
2018,SVN,total,23237.03765796522,86
2016,BLZ,total,1136590.2793216591,574
2016,KNA,total,749202.1811143664,282
2020,CUW,total,906512.1515810075,56
2021,LBN,total,144471.48074173537,63
2022,GIN,total,28178.91215289453,10
2021,CMR,total,535199.2222407485,219
2020,PRY,total,120707.83202286887,98
2020,AIA,total,1280.0235184370056,11
2016,SEN,total,61118.06031742662,33
2023,IMN,total,3240572.494178767,221
2021,COM,total,600563.015464659,309
2024,BGD,total,1254248.4753782654,523
2017,IMN,total,7129740.086867344,414
2024,BLR,total,661.753092774858,15
2020,ZAF,total,646185.0731847136,701
2024,COL,total,400997.8076662916,431
2020,LKA,total,225660.06124856806,328
2018,TUV,total,718687.2972586689,246
2023,FSM,total,72392.6873460582,67
2023,FLK,total,126180.69795409296,42
2023,STP,total,106937.16378370563,75
2016,BGR,total,239635.63671855337,290
2021,YEM,total,8282.056064225051,24
2019,TUV,total,687279.9463924682,233
2023,REU,total,69802.16313563788,105
2024,SWZ,total,129015.82295093249,68
2017,TJK,total,2300.4774638769495,23
2023,NAM,total,326854.0690507488,150
2023,MTQ,total,144040.23666642193,214
2019,GHA,total,153444.67867063129,80
2018,PCN,total,13649.248345866128,47
2024,KAZ,total,29668.743908026612,38
2016,KWT,total,1049591.1034183456,106
2022,REU,total,82008.59738633523,98
2016,MDV,total,56141.81025581882,46
2023,ZMB,total,4916.456243657578,9
2018,COG,total,20408.302207861456,29
2019,PSE,total,1465.1368807816339,14
2019,GTM,total,10388.76469134797,16
2021,BEL,total,4652307.872589874,3410
2023,SRB,total,25887.712418366093,30
2021,COG,total,7926.265247874434,19
2016,MMR,total,21464.374523955732,18
2017,OMN,total,71985.08191417389,58
2020,ATF,total,52669.30478953206,55
2016,MCO,total,44800.91648310477,58
2017,NCL,total,67089.28429199176,101
2024,MMR,total,146021.29040067544,555
2018,PRT,total,8370635.340461648,1407
2017,PSE,total,1647.2901911821878,8
2019,PCN,total,8467.742064691769,43
2017,CPV,total,74933.2898873072,34
2017,NER,total,722.2583039945334,8
2018,STP,total,10439.582568862488,30
2022,GUF,total,5112.468134319607,13
2022,NLD,total,22433711.01691872,18134
2021,MNG,total,413723.9086858643,332
2016,SPM,total,6759.6747650480975,15
2018,CIV,total,10898.88922596443,10
2022,MSR,total,3039.656453657763,12
2021,DIS,total,34517.60306475445,5
2022,MLI,total,297.2033960655738,1
2021,CIV,total,14837.66564158269,12
2018,CYP,total,12219207.28534559,1289
2019,JEY,total,26830.543402303894,17
2019,THA,total,1920818.5982955887,906
2022,ALB,total,100895.69981490995,266
2017,KGZ,total,647.3863952474418,8
2022,BDI,total,33.44480413615429,3
2019,SMR,total,2520.8309141557584,15
2017,SRB,total,11927.993095512611,30
2016,NRU,total,71685.21848807037,18
2016,MWI,total,2162.269151336872,9
2023,SOM,total,32828.82215761167,118
2016,AND,total,212.14634849030185,5
2021,GTM,total,11175.751157473667,26
2017,SWZ,total,260.31954766115643,5
2016,USA,total,24369870.569513593,23750
2023,CPV,total,86517.24623648383,30
2017,GTM,total,14606.3878282315,17
2018,SWE,total,6378296.8387471,6108
2021,CUW,total,750704.9578103174,55
2020,NPL,total,5560.2107884384495,2
2021,IRQ,total,19561.96482059221,55
2023,VIR,total,682.480545198325,9
2024,NIS,total,170246.46838611955,20
2024,REU,total,77918.6387241199,109
2018,SDN,total,2167.031689700112,3
2021,TCD,total,1219.8471512945298,3
2019,ARE,total,791521.3548601262,581
2018,GTM,total,11373.235725692335,14
2020,CAN,total,5373856.12831378,5322
2020,BTN,total,12945.554481431236,97
2017,IRN,total,1784598.6266695836,484
2022,SUR,total,1267.2249496646502,8
2018,NER,total,1049.7923699335802,10
2023,SVK,total,164546.76787830412,195
2016,CIV,total,15676.626605569192,9
2016,GEO,total,83629.49224706914,104
2023,CCK,total,1138.3394787957377,10
2016,AIA,total,1571.7731887288871,6
2023,NER,total,949.8566359123187,8
2020,SHN,total,18051.567988250463,26
2016,DIS,total,14414.286774411656,2
2019,MUS,total,182277.03172631603,158
2022,OMN,total,158785.12294267217,108
2020,GLP,total,87195.63678463628,136
2023,OMN,total,184489.37746061824,126
2016,TKM,total,4094.665101375834,5
2022,AUT,total,225927.04118085513,638
2021,PAN,total,96210385.54162651,8040
2017,GBR,total,17608564.27418518,14487
2016,LCA,total,413.2363420596662,3
2017,DNK,total,12300053.583939502,3347
2021,BTN,total,11822.172171920804,107
2017,CRI,total,80.77449454104678,6
2024,MKD,total,807.4648108047593,14
2024,HRV,total,2396112.595026742,1596
2022,KEN,total,16857.133112946525,15
2019,CUB,total,21222.615242889246,56
2016,LTU,total,439617.81446493935,126
2019,CYP,total,12818994.31407474,1417
2019,SYR,total,14314.607080558768,13
2022,COG,total,9273.072627731059,20
2023,FRA,total,12089699.794666665,18274
2020,TZA,total,306440.89199308015,179
2022,CIV,total,7596.495195288939,13
2018,BRA,total,2826655.320918195,1279
2016,JPN,total,23399233.39500895,5168
2021,DNK,total,16589721.356704379,5931
2018,MCO,total,68443.1170885339,73
2022,KWT,total,1282454.3621456262,142
2017,CMR,total,32744.159827004045,51
2021,ABW,total,5440.595753594879,4
2022,ATG,total,2489373.2432230953,386
2020,VCT,total,1592750.0129452518,851
2019,KHM,total,35831.96719018733,115
2023,RWA,total,607.9349843749085,13
2021,SWZ,total,254.53745046650286,1
2020,GBR,total,15005883.807540383,17744
2016,NCL,total,60054.995482608814,76
2022,BWA,total,365.66893265735524,8
2024,POL,total,1815379.5393983289,3127
2022,ZAF,total,796123.1143128377,817
2020,IMN,total,5408708.873077098,345
2017,KWT,total,1001493.0331899174,106
2018,CUW,total,1376172.9667929886,72
2017,BGD,total,217514.62604972784,72
2022,CZE,total,57168.64514321665,115
2018,LAO,total,38.430363726043396,1
2022,BEL,total,4838634.697306813,3678
2016,WSM,total,5260.396424494986,3
2016,KOR,total,8716351.418036064,5239
2020,DMA,total,468472.31924983836,153
2018,SRB,total,9772.96688504734,29
2018,ATG,total,2365276.1919785305,443
2016,ATF,total,72699.69158816645,58
2017,MSR,total,6799.553955473023,10
2023,PRK,total,92378.10406003903,317
2022,TUR,total,10437135.813913852,5908
2016,ITA,total,12868335.99275991,3943
2017,CZE,total,32579.158555892143,81
2019,LUX,total,1116318.4449823338,300
2019,ITA,total,12647666.113661202,4758
2022,VAT,total,530.1223124554356,13
2022,GMB,total,20190.199979039986,20
2021,MNP,total,726.5980077930152,7
2017,NGA,total,741675.5327097042,573
2020,MEX,total,1136286.5199556856,539
2016,GHA,total,109884.96428127403,92
2019,NAM,total,261233.82918650747,132
2019,AUT,total,124479.3691004119,433
2022,SYR,total,9246.791088835624,10
2022,GRC,total,18465819.651033286,2487
2019,LTU,total,387575.66863306094,150
2018,ZAF,total,628888.7507168116,647
2024,PRK,total,96155.12674715847,311
2020,ARG,total,1348601.1961016313,772
2018,AND,total,288.21740754901435,13
2020,SUR,total,2098.14949582965,9
2020,GIB,total,1519910.2126455538,430
2024,GGY,total,3000.9046977922067,1
2023,GHA,total,104187.29455985421,69
2016,NER,total,1361.4654848956536,5
2022,POL,total,1180505.8100082634,1908
2021,VIR,total,96.10434501023569,3
2024,UZB,total,1158.9313458402623,5
2020,KGZ,total,2674.1847148310458,13
2018,UZB,total,57.38978606534352,2
2022,CAN,total,7132917.166371311,7111
2016,SLE,total,481410.71686350397,399
2022,NAM,total,307457.1466408489,137
2024,GLP,total,190424.4845750846,234
2017,YEM,total,8378.442193022434,90
2023,ALB,total,101067.57131844274,268
2021,COD,total,53139.02755949634,11
2019,SJM,total,2406.859405254281,1
2017,LBN,total,203221.83511184517,72
2022,PSE,total,5093.345509212756,20
2021,MSR,total,3593.0873403057412,12
2023,CYP,total,12651647.258023683,1395
2019,MRT,total,30560.90827257173,37
2022,SGP,total,54554215.191549435,6007
2024,PRT,total,15882818.022693433,2575
2020,ALB,total,65368.899668973245,266
2022,DNK,total,16808574.77195801,6509
2020,SDN,total,1575.8818527859544,7
2016,GRD,total,5199.065232689845,17
2024,TUR,total,11018440.509224787,6438
2022,SJM,total,8828.700762773888,1
2016,GMB,total,11222.542512712658,8
2017,TKM,total,747.8223172694259,5
2022,ABW,total,5019.994086292593,5
2019,NOR,total,20831639.329409618,10572
2021,IRL,total,788451.5378127168,1046
2023,FIN,total,3145474.1773299756,2427
2024,DEU,total,31616312.608664192,18934
2019,GIB,total,1663860.674688336,460
2022,JPN,total,28081934.245189253,9557
2016,LBY,total,338393.96067818766,48
2017,NLD,total,18564211.79690066,13915
2022,VUT,total,964694.6477808494,460
2016,BHS,total,31080974.626543466,1481
2021,CYP,total,13826549.602590706,1390
2018,CHN,total,74312174.4104027,116203
2022,LBR,total,96688913.2358653,5463
2018,BLZ,total,1302317.4468767443,678
2019,PRK,total,15283.999378917963,115
2016,CYM,total,5574162.561465786,1227
2023,VUT,total,1141707.208277599,470
2018,BHR,total,1542139.7745151655,3287
2021,IRN,total,1872469.1618931985,2787
2019,ESP,total,5660785.801746768,6108
2024,TZA,total,939986.23957348,501
2023,LKA,total,620467.3672324064,2700
2019,SGP,total,48570311.06706103,5980
2022,LKA,total,544611.7495077291,2457
2018,THA,total,1825632.995767006,890
2018,QAT,total,799668.3174365282,837
2019,PER,total,459288.8978167229,250
2021,DMA,total,366674.91738596454,171
2020,FIN,total,3192813.957858034,1816
2016,CUB,total,5220.020826550832,27
2023,THA,total,2740971.347165481,1695
2019,EST,total,702369.9482964794,326
2019,FRO,total,1068985.328487252,418
2023,MCO,total,144715.42877828737,167
2016,ETH,total,115627.33619778712,14
2020,HND,total,59129.589633067735,39
2018,TTO,total,116690.8843254588,64
2024,PNG,total,273473.88356073684,154
2023,PER,total,614985.9374937358,352
2019,PAK,total,187873.95903433303,89
2024,GRL,total,286413.3832311023,225
2021,LUX,total,1107818.5197210151,334
2021,ROU,total,297316.6487378591,344
2018,ISL,total,1307186.5535738838,1486
2021,COK,total,997358.5199301771,576
2018,SEN,total,110943.12405544857,73
2020,BRA,total,3255132.1834962964,1588
2024,DZA,total,459057.7943058609,144
2021,TZA,total,401667.54453989776,211
2017,ECU,total,625706.5579676572,386
2022,SPM,total,27583.353851234537,40
2017,KNA,total,718048.6521806057,271
2017,ZMB,total,396.24122685775376,4
2023,EGY,total,505778.5485191823,448
2019,DMA,total,457092.3896827686,170
2018,LKA,total,280071.15974276286,266
2016,JAM,total,299658.8846320337,135
2024,NER,total,1470.2651237388234,10
2016,LBN,total,176204.95321522292,71
2016,EST,total,692600.9136012082,245
2022,MNE,total,74201.35578119638,91
2018,MTQ,total,130015.81645307792,145
2024,MDV,total,77718.60308691842,69
2017,ISR,total,402170.27255444997,163
2016,ERI,total,1115.7343911205223,10
2019,CAF,total,3412.8242037296827,31
2016,PYF,total,19405.403210497538,32
2020,UKR,total,461009.57886685163,448
2019,BES,total,106760.58568541777,62
2016,FLK,total,101235.02343494642,24
2017,EGY,total,303409.42986080813,155
2017,NIS,total,12349.694328043843,8
2024,MNE,total,90234.03518875538,128
2018,PRY,total,113169.42726697135,95
2017,BRB,total,563436.0815853553,139
2018,CAF,total,3222.151823342137,26
2018,BOL,total,16106.93120100006,22
2022,ARM,total,559.5530060751166,14
2016,CXR,total,1465.3216804133733,6
2020,CZE,total,33530.80588329074,89
2020,CUB,total,72821.57721869445,59
2022,BES,total,85369.59826527715,60
2016,GBR,total,16841027.436722588,12770
2018,NAM,total,258598.96045279937,116
2020,LBY,total,256357.85430193585,56
2022,BRN,total,344661.81645902555,58
2019,PRY,total,123193.8752444363,91
2020,TGO,total,635349.1886131354,375
2023,TCD,total,407.16235645476377,5
2020,CRI,total,4076.0520399699567,23
2018,SPM,total,10754.53581527778,21
2020,NIS,total,127530.52330692978,14
2023,BRN,total,339635.85517042683,69
2019,MOZ,total,44835.03460973228,37
2020,DNK,total,15070892.814698473,5002
2023,ARM,total,485.87873830360024,11
2018,DJI,total,17000.456784026217,28
2020,DIS,total,33184.70210288646,6
2020,MSR,total,2989.5338182044184,8
2020,COD,total,54000.50763463394,12
2020,SWZ,total,193.3431434500054,4
2023,PSE,total,5987.4603401302165,20
2018,COD,total,27074.283670186993,12
2020,VIR,total,150.04726463751845,4
2019,AUS,total,6786196.165343091,6655
2017,HND,total,54623.29704903338,40
2023,LSO,total,8782.282444855717,4
2016,ANT,total,36659.49671148405,3
2020,LAO,total,1079.8447381087797,4
2017,PRI,total,1132.919884690562,8
2016,TTO,total,117416.36631800524,61
2018,CCK,total,80.20055378332519,5
2017,BGR,total,235379.59871622882,323
2016,ISL,total,1178428.4478061625,1555
2020,TCD,total,5646.511411854454,2
2016,DZA,total,318815.02225833107,80
2016,MNE,total,39722.69260346361,26
2024,ETH,total,97758.02504833692,11
2020,UZB,total,174.7527009169652,3
2018,TKM,total,548.3385644273308,4
2024,ZWE,total,191.5618065741315,6
2018,LIE,total,1459.9616315390667,10
2019,SWZ,total,736.970166187303,12
2020,LIE,total,4388.079061648557,14
2023,ISR,total,511576.20910525124,345
2020,DZA,total,327876.16640251846,113
2018,JPN,total,26282640.53232114,6813
2022,CRI,total,7719.789496097946,23
2021,AUS,total,8081729.303754843,7780
2020,MNP,total,4691.66759572973,10
2017,COK,total,805223.4904361484,417
2024,SYC,total,99162.96340236491,132
2019,TON,total,21125.591817828812,11
2020,GUY,total,8163.846156953737,14
2018,SSD,total,1412.7418695055676,4
2018,DIS,total,16215.346826618348,3
2018,FLK,total,112806.62064083437,35
2020,WLF,total,100288.92343183368,23
2017,VAT,total,229.67193514675716,9
2019,AZE,total,47464.071403336515,77
2024,SJM,total,8068.461135634907,1
2022,MUS,total,206951.51139935743,173
2016,ASM,total,65.08237591521078,2
2021,GHA,total,107093.78775646137,74
2020,BLR,total,501.46415239051174,11
2020,COG,total,9299.39390848206,20
2016,JOR,total,87655.59331562543,53
2024,GEO,total,150489.37355535032,189
2022,TCD,total,405.82786308634053,3
2022,USA,total,45054040.41044055,43882
2024,PCN,total,8609.130208682265,46
2020,URY,total,307129.1973511993,238
2023,SJM,total,8723.281187742949,1
2018,HUN,total,28353.411176210822,65
