threshold,metric,estimate,test,run_version_dark_fleet_rf
0.6,precision,0.75262,outside_footprint,_v20260304
0.61,precision,0.76182,outside_footprint,_v20260304
0.62,precision,0.77041,outside_footprint,_v20260304
0.63,precision,0.77902,outside_footprint,_v20260304
0.64,precision,0.78636,outside_footprint,_v20260304
0.65,precision,0.79433,outside_footprint,_v20260304
0.66,precision,0.80235,outside_footprint,_v20260304
0.67,precision,0.81173,outside_footprint,_v20260304
0.68,precision,0.81949,outside_footprint,_v20260304
0.69,precision,0.82755,outside_footprint,_v20260304
0.7,precision,0.83587,outside_footprint,_v20260304
0.71,precision,0.84387,outside_footprint,_v20260304
0.72,precision,0.85236,outside_footprint,_v20260304
0.73,precision,0.86089,outside_footprint,_v20260304
0.74,precision,0.8681,outside_footprint,_v20260304
0.75,precision,0.87479,outside_footprint,_v20260304
0.76,precision,0.88284,outside_footprint,_v20260304
0.77,precision,0.88899,outside_footprint,_v20260304
0.78,precision,0.89732,outside_footprint,_v20260304
0.79,precision,0.90395,outside_footprint,_v20260304
0.8,precision,0.91044,outside_footprint,_v20260304
0.81,precision,0.91468,outside_footprint,_v20260304
0.82,precision,0.91955,outside_footprint,_v20260304
0.83,precision,0.9224,outside_footprint,_v20260304
0.84,precision,0.92662,outside_footprint,_v20260304
0.85,precision,0.93217,outside_footprint,_v20260304
0.86,precision,0.9384,outside_footprint,_v20260304
0.87,precision,0.94365,outside_footprint,_v20260304
0.88,precision,0.9507,outside_footprint,_v20260304
0.89,precision,0.95639,outside_footprint,_v20260304
0.9,precision,0.96342,outside_footprint,_v20260304
0.91,precision,0.96914,outside_footprint,_v20260304
0.92,precision,0.97197,outside_footprint,_v20260304
0.93,precision,0.9755,outside_footprint,_v20260304
0.94,precision,0.98218,outside_footprint,_v20260304
0.95,precision,0.99271,outside_footprint,_v20260304
0.96,precision,0.99635,outside_footprint,_v20260304
0.97,precision,1,outside_footprint,_v20260304
0.98,precision,1,outside_footprint,_v20260304
0.99,precision,1,outside_footprint,_v20260304
0.01,sensitivity,0.99941,outside_footprint,_v20260304
0.02,sensitivity,0.99715,outside_footprint,_v20260304
0.03,sensitivity,0.99315,outside_footprint,_v20260304
0.04,sensitivity,0.9882,outside_footprint,_v20260304
0.05,sensitivity,0.98144,outside_footprint,_v20260304
0.06,sensitivity,0.97347,outside_footprint,_v20260304
0.07,sensitivity,0.96428,outside_footprint,_v20260304
0.08,sensitivity,0.95397,outside_footprint,_v20260304
0.09,sensitivity,0.94288,outside_footprint,_v20260304
0.1,sensitivity,0.93087,outside_footprint,_v20260304
0.11,sensitivity,0.91847,outside_footprint,_v20260304
0.12,sensitivity,0.90638,outside_footprint,_v20260304
0.13,sensitivity,0.89406,outside_footprint,_v20260304
0.14,sensitivity,0.88142,outside_footprint,_v20260304
0.15,sensitivity,0.86848,outside_footprint,_v20260304
0.16,sensitivity,0.85483,outside_footprint,_v20260304
0.17,sensitivity,0.84076,outside_footprint,_v20260304
0.18,sensitivity,0.82603,outside_footprint,_v20260304
0.19,sensitivity,0.81077,outside_footprint,_v20260304
0.2,sensitivity,0.79483,outside_footprint,_v20260304
0.21,sensitivity,0.77857,outside_footprint,_v20260304
0.22,sensitivity,0.76293,outside_footprint,_v20260304
0.23,sensitivity,0.74715,outside_footprint,_v20260304
0.24,sensitivity,0.73123,outside_footprint,_v20260304
0.25,sensitivity,0.71536,outside_footprint,_v20260304
0.26,sensitivity,0.69987,outside_footprint,_v20260304
0.27,sensitivity,0.68389,outside_footprint,_v20260304
0.28,sensitivity,0.66712,outside_footprint,_v20260304
0.29,sensitivity,0.65062,outside_footprint,_v20260304
0.3,sensitivity,0.63405,outside_footprint,_v20260304
0.31,sensitivity,0.61712,outside_footprint,_v20260304
0.32,sensitivity,0.6005,outside_footprint,_v20260304
0.33,sensitivity,0.58368,outside_footprint,_v20260304
0.34,sensitivity,0.56693,outside_footprint,_v20260304
0.35,sensitivity,0.55009,outside_footprint,_v20260304
0.36,sensitivity,0.53338,outside_footprint,_v20260304
0.37,sensitivity,0.51751,outside_footprint,_v20260304
0.38,sensitivity,0.50126,outside_footprint,_v20260304
0.39,sensitivity,0.48544,outside_footprint,_v20260304
0.4,sensitivity,0.47044,outside_footprint,_v20260304
0.41,sensitivity,0.45573,outside_footprint,_v20260304
0.42,sensitivity,0.44125,outside_footprint,_v20260304
0.43,sensitivity,0.4269,outside_footprint,_v20260304
0.44,sensitivity,0.41337,outside_footprint,_v20260304
0.45,sensitivity,0.4002,outside_footprint,_v20260304
0.46,sensitivity,0.38725,outside_footprint,_v20260304
0.47,sensitivity,0.37496,outside_footprint,_v20260304
0.48,sensitivity,0.36278,outside_footprint,_v20260304
0.49,sensitivity,0.35068,outside_footprint,_v20260304
0.5,sensitivity,0.33878,outside_footprint,_v20260304
0.51,sensitivity,0.32704,outside_footprint,_v20260304
0.52,sensitivity,0.31536,outside_footprint,_v20260304
0.53,sensitivity,0.30398,outside_footprint,_v20260304
0.54,sensitivity,0.29266,outside_footprint,_v20260304
0.55,sensitivity,0.28177,outside_footprint,_v20260304
0.56,sensitivity,0.27058,outside_footprint,_v20260304
0.57,sensitivity,0.25959,outside_footprint,_v20260304
0.58,sensitivity,0.24888,outside_footprint,_v20260304
0.59,sensitivity,0.23815,outside_footprint,_v20260304
0.6,sensitivity,0.22777,outside_footprint,_v20260304
0.61,sensitivity,0.21756,outside_footprint,_v20260304
0.62,sensitivity,0.20723,outside_footprint,_v20260304
0.63,sensitivity,0.19727,outside_footprint,_v20260304
0.64,sensitivity,0.18709,outside_footprint,_v20260304
0.65,sensitivity,0.17694,outside_footprint,_v20260304
0.66,sensitivity,0.16674,outside_footprint,_v20260304
0.67,sensitivity,0.15675,outside_footprint,_v20260304
0.68,sensitivity,0.14691,outside_footprint,_v20260304
0.69,sensitivity,0.13789,outside_footprint,_v20260304
0.7,sensitivity,0.12882,outside_footprint,_v20260304
0.71,sensitivity,0.12053,outside_footprint,_v20260304
0.72,sensitivity,0.11292,outside_footprint,_v20260304
0.73,sensitivity,0.10575,outside_footprint,_v20260304
0.74,sensitivity,0.09861,outside_footprint,_v20260304
0.75,sensitivity,0.09138,outside_footprint,_v20260304
0.76,sensitivity,0.0845,outside_footprint,_v20260304
0.77,sensitivity,0.07732,outside_footprint,_v20260304
0.78,sensitivity,0.0708,outside_footprint,_v20260304
0.79,sensitivity,0.06451,outside_footprint,_v20260304
0.8,sensitivity,0.05856,outside_footprint,_v20260304
0.81,sensitivity,0.05327,outside_footprint,_v20260304
0.82,sensitivity,0.04808,outside_footprint,_v20260304
0.83,sensitivity,0.04295,outside_footprint,_v20260304
0.84,sensitivity,0.03871,outside_footprint,_v20260304
0.85,sensitivity,0.03431,outside_footprint,_v20260304
0.86,sensitivity,0.03034,outside_footprint,_v20260304
0.87,sensitivity,0.02658,outside_footprint,_v20260304
0.88,sensitivity,0.02306,outside_footprint,_v20260304
0.89,sensitivity,0.01948,outside_footprint,_v20260304
0.9,sensitivity,0.0163,outside_footprint,_v20260304
0.91,sensitivity,0.01322,outside_footprint,_v20260304
0.92,sensitivity,0.01051,outside_footprint,_v20260304
0.93,sensitivity,0.00822,outside_footprint,_v20260304
0.94,sensitivity,0.0065,outside_footprint,_v20260304
0.95,sensitivity,0.00516,outside_footprint,_v20260304
0.96,sensitivity,0.00345,outside_footprint,_v20260304
0.97,sensitivity,0.00185,outside_footprint,_v20260304
0.98,sensitivity,6.9e-4,outside_footprint,_v20260304
0.99,sensitivity,2.7e-4,outside_footprint,_v20260304
0.01,specificity,0.06723,outside_footprint,_v20260304
0.02,specificity,0.15987,outside_footprint,_v20260304
0.03,specificity,0.24428,outside_footprint,_v20260304
0.04,specificity,0.32001,outside_footprint,_v20260304
0.05,specificity,0.38566,outside_footprint,_v20260304
0.06,specificity,0.44219,outside_footprint,_v20260304
0.07,specificity,0.49027,outside_footprint,_v20260304
0.08,specificity,0.53243,outside_footprint,_v20260304
0.09,specificity,0.56961,outside_footprint,_v20260304
0.1,specificity,0.60309,outside_footprint,_v20260304
0.11,specificity,0.63344,outside_footprint,_v20260304
0.12,specificity,0.6609,outside_footprint,_v20260304
0.13,specificity,0.68561,outside_footprint,_v20260304
0.14,specificity,0.70738,outside_footprint,_v20260304
0.15,specificity,0.72727,outside_footprint,_v20260304
0.16,specificity,0.74566,outside_footprint,_v20260304
0.17,specificity,0.76263,outside_footprint,_v20260304
0.18,specificity,0.77847,outside_footprint,_v20260304
0.19,specificity,0.79348,outside_footprint,_v20260304
0.2,specificity,0.80764,outside_footprint,_v20260304
0.21,specificity,0.82093,outside_footprint,_v20260304
0.22,specificity,0.83335,outside_footprint,_v20260304
0.23,specificity,0.84488,outside_footprint,_v20260304
0.24,specificity,0.85561,outside_footprint,_v20260304
0.25,specificity,0.86567,outside_footprint,_v20260304
0.26,specificity,0.87511,outside_footprint,_v20260304
0.27,specificity,0.88419,outside_footprint,_v20260304
0.28,specificity,0.89272,outside_footprint,_v20260304
0.29,specificity,0.90078,outside_footprint,_v20260304
0.3,specificity,0.90817,outside_footprint,_v20260304
0.31,specificity,0.91518,outside_footprint,_v20260304
0.32,specificity,0.92169,outside_footprint,_v20260304
0.33,specificity,0.92772,outside_footprint,_v20260304
0.34,specificity,0.93341,outside_footprint,_v20260304
0.35,specificity,0.93869,outside_footprint,_v20260304
0.36,specificity,0.94351,outside_footprint,_v20260304
0.37,specificity,0.94813,outside_footprint,_v20260304
0.38,specificity,0.95244,outside_footprint,_v20260304
0.39,specificity,0.95656,outside_footprint,_v20260304
0.4,specificity,0.96043,outside_footprint,_v20260304
0.41,specificity,0.96401,outside_footprint,_v20260304
0.42,specificity,0.96724,outside_footprint,_v20260304
0.43,specificity,0.97016,outside_footprint,_v20260304
0.44,specificity,0.97285,outside_footprint,_v20260304
0.45,specificity,0.97525,outside_footprint,_v20260304
0.46,specificity,0.97743,outside_footprint,_v20260304
0.47,specificity,0.97936,outside_footprint,_v20260304
0.48,specificity,0.98109,outside_footprint,_v20260304
0.49,specificity,0.98267,outside_footprint,_v20260304
0.5,specificity,0.98412,outside_footprint,_v20260304
0.51,specificity,0.98545,outside_footprint,_v20260304
0.52,specificity,0.98668,outside_footprint,_v20260304
0.53,specificity,0.98783,outside_footprint,_v20260304
0.54,specificity,0.98888,outside_footprint,_v20260304
0.55,specificity,0.98983,outside_footprint,_v20260304
0.56,specificity,0.99073,outside_footprint,_v20260304
0.57,specificity,0.99156,outside_footprint,_v20260304
0.58,specificity,0.99235,outside_footprint,_v20260304
0.59,specificity,0.99307,outside_footprint,_v20260304
0.6,specificity,0.99371,outside_footprint,_v20260304
0.61,specificity,0.99429,outside_footprint,_v20260304
0.62,specificity,0.99481,outside_footprint,_v20260304
0.63,specificity,0.9953,outside_footprint,_v20260304
0.64,specificity,0.99573,outside_footprint,_v20260304
0.65,specificity,0.99615,outside_footprint,_v20260304
0.66,specificity,0.99655,outside_footprint,_v20260304
0.67,specificity,0.99695,outside_footprint,_v20260304
0.68,specificity,0.99728000000000006,outside_footprint,_v20260304
0.69,specificity,0.99759,outside_footprint,_v20260304
0.7,specificity,0.99787,outside_footprint,_v20260304
0.71,specificity,0.99813,outside_footprint,_v20260304
0.72,specificity,0.99836,outside_footprint,_v20260304
0.73,specificity,0.99856,outside_footprint,_v20260304
0.74,specificity,0.99874,outside_footprint,_v20260304
0.75,specificity,0.9989,outside_footprint,_v20260304
0.76,specificity,0.99906,outside_footprint,_v20260304
0.77,specificity,0.99919,outside_footprint,_v20260304
0.78,specificity,0.99932,outside_footprint,_v20260304
0.79,specificity,0.99942,outside_footprint,_v20260304
0.8,specificity,0.99952,outside_footprint,_v20260304
0.81,specificity,0.99958,outside_footprint,_v20260304
0.82,specificity,0.99965,outside_footprint,_v20260304
0.83,specificity,0.9997,outside_footprint,_v20260304
0.84,specificity,0.99974,outside_footprint,_v20260304
0.85,specificity,0.99979,outside_footprint,_v20260304
0.86,specificity,0.99983,outside_footprint,_v20260304
0.87,specificity,0.99987,outside_footprint,_v20260304
0.88,specificity,0.9999,outside_footprint,_v20260304
0.89,specificity,0.99993,outside_footprint,_v20260304
0.9,specificity,0.99995,outside_footprint,_v20260304
0.91,specificity,0.99996,outside_footprint,_v20260304
0.92,specificity,0.99997,outside_footprint,_v20260304
0.93,specificity,0.99998,outside_footprint,_v20260304
0.94,specificity,0.99999,outside_footprint,_v20260304
0.95,specificity,1,outside_footprint,_v20260304
0.96,specificity,1,outside_footprint,_v20260304
0.97,specificity,1,outside_footprint,_v20260304
0.98,specificity,1,outside_footprint,_v20260304
0.99,specificity,1,outside_footprint,_v20260304
0.01,distance,0.87005999999999994,outside_footprint,_v20260304
0.02,distance,0.70583,outside_footprint,_v20260304
0.03,distance,0.57115,outside_footprint,_v20260304
0.04,distance,0.46253,outside_footprint,_v20260304
0.05,distance,0.37776,outside_footprint,_v20260304
0.06,distance,0.31185,outside_footprint,_v20260304
0.07,distance,0.2611,outside_footprint,_v20260304
0.08,distance,0.22074,outside_footprint,_v20260304
0.09,distance,0.1885,outside_footprint,_v20260304
0.1,distance,0.16232,outside_footprint,_v20260304
0.11,distance,0.14101,outside_footprint,_v20260304
0.12,distance,0.12375,outside_footprint,_v20260304
0.13,distance,0.11006,outside_footprint,_v20260304
0.14,distance,0.09969,outside_footprint,_v20260304
0.15,distance,0.09168,outside_footprint,_v20260304
0.16,distance,0.08576,outside_footprint,_v20260304
0.17,distance,0.0817,outside_footprint,_v20260304
0.18,distance,0.07934,outside_footprint,_v20260304
0.19,distance,0.07846,outside_footprint,_v20260304
0.2,distance,0.0791,outside_footprint,_v20260304
0.21,distance,0.0811,outside_footprint,_v20260304
0.22,distance,0.08397,outside_footprint,_v20260304
0.23,distance,0.088,outside_footprint,_v20260304
0.24,distance,0.09309,outside_footprint,_v20260304
0.25,distance,0.09906,outside_footprint,_v20260304
0.26,distance,0.10567,outside_footprint,_v20260304
0.27,distance,0.11334,outside_footprint,_v20260304
0.28,distance,0.12232,outside_footprint,_v20260304
0.29,distance,0.13191,outside_footprint,_v20260304
0.3,distance,0.14235,outside_footprint,_v20260304
0.31,distance,0.15379,outside_footprint,_v20260304
0.32,distance,0.16573,outside_footprint,_v20260304
0.33,distance,0.17854,outside_footprint,_v20260304
0.34,distance,0.19199,outside_footprint,_v20260304
0.35,distance,0.20618,outside_footprint,_v20260304
0.36,distance,0.22093,outside_footprint,_v20260304
0.37,distance,0.23548,outside_footprint,_v20260304
0.38,distance,0.251,outside_footprint,_v20260304
0.39,distance,0.26666,outside_footprint,_v20260304
0.4,distance,0.282,outside_footprint,_v20260304
0.41,distance,0.29753,outside_footprint,_v20260304
0.42,distance,0.31327,outside_footprint,_v20260304
0.43,distance,0.32933,outside_footprint,_v20260304
0.44,distance,0.34488,outside_footprint,_v20260304
0.45,distance,0.36037,outside_footprint,_v20260304
0.46,distance,0.37598,outside_footprint,_v20260304
0.47,distance,0.3911,outside_footprint,_v20260304
0.48,distance,0.40641,outside_footprint,_v20260304
0.49,distance,0.42191,outside_footprint,_v20260304
0.5,distance,0.43747,outside_footprint,_v20260304
0.51,distance,0.45308,outside_footprint,_v20260304
0.52,distance,0.46891,outside_footprint,_v20260304
0.53,distance,0.4846,outside_footprint,_v20260304
0.54,distance,0.50045,outside_footprint,_v20260304
0.55,distance,0.51596,outside_footprint,_v20260304
0.56,distance,0.53214,outside_footprint,_v20260304
0.57,distance,0.54828,outside_footprint,_v20260304
0.58,distance,0.56424,outside_footprint,_v20260304
0.59,distance,0.58047,outside_footprint,_v20260304
0.6,distance,0.59638,outside_footprint,_v20260304
0.61,distance,0.61225,outside_footprint,_v20260304
0.62,distance,0.62851,outside_footprint,_v20260304
0.63,distance,0.64439,outside_footprint,_v20260304
0.64,distance,0.66084,outside_footprint,_v20260304
0.65,distance,0.67744,outside_footprint,_v20260304
0.66,distance,0.69434,outside_footprint,_v20260304
0.67,distance,0.71107,outside_footprint,_v20260304
0.68,distance,0.72777,outside_footprint,_v20260304
0.69,distance,0.74324,outside_footprint,_v20260304
0.7,distance,0.75895,outside_footprint,_v20260304
0.71,distance,0.77347,outside_footprint,_v20260304
0.72,distance,0.78692,outside_footprint,_v20260304
0.73,distance,0.79969,outside_footprint,_v20260304
0.74,distance,0.81251,outside_footprint,_v20260304
0.75,distance,0.8256,outside_footprint,_v20260304
0.76,distance,0.83814,outside_footprint,_v20260304
0.77,distance,0.85133,outside_footprint,_v20260304
0.78,distance,0.86341,outside_footprint,_v20260304
0.79,distance,0.87513,outside_footprint,_v20260304
0.8,distance,0.88632,outside_footprint,_v20260304
0.81,distance,0.8963,outside_footprint,_v20260304
0.82,distance,0.90614,outside_footprint,_v20260304
0.83,distance,0.91595,outside_footprint,_v20260304
0.84,distance,0.92408,outside_footprint,_v20260304
0.85,distance,0.93255,outside_footprint,_v20260304
0.86,distance,0.94023,outside_footprint,_v20260304
0.87,distance,0.94754,outside_footprint,_v20260304
0.88,distance,0.95441,outside_footprint,_v20260304
0.89,distance,0.96141,outside_footprint,_v20260304
0.9,distance,0.96766,outside_footprint,_v20260304
0.91,distance,0.97373,outside_footprint,_v20260304
0.92,distance,0.97908,outside_footprint,_v20260304
0.93,distance,0.98364,outside_footprint,_v20260304
0.94,distance,0.98705,outside_footprint,_v20260304
0.95,distance,0.98971,outside_footprint,_v20260304
0.96,distance,0.99311,outside_footprint,_v20260304
0.97,distance,0.99631,outside_footprint,_v20260304
0.98,distance,0.99863,outside_footprint,_v20260304
0.99,distance,0.99946,outside_footprint,_v20260304
