lon_bin,lat_bin,fishing,emissions_co2_mt,emissions_co2_dark_mt
-166,-79,FALSE,64.76951456944252,0
-164,-79,FALSE,123.38780259946444,0
-177,-78,FALSE,59.424908293924766,0
171,-78,FALSE,99.92689330460689,0
-162,-78,FALSE,75.49778179810482,0
168,-78,FALSE,206.20773037160254,0
165,-78,FALSE,1522.2482447895668,0
-179,-78,TRUE,39.280947589985715,0
-159,-78,FALSE,30.865504153946773,0
164,-78,FALSE,353.5680000487744,0
166,-78,TRUE,14.684055024529453,0
-169,-77,FALSE,37.9765248365878,0
176,-77,FALSE,78.77219198798758,0
-167,-77,TRUE,7.197996982698832,0
-28,-77,FALSE,4.518783850241959,0
169,-77,TRUE,8.663011721213048,0
-171,-77,FALSE,40.36637811496486,0
-161,-77,TRUE,5.438611022151979,0
-151,-77,FALSE,3.1008888895386235,0
-177,-76,TRUE,159.0861867257421,0
-27,-76,FALSE,223.25119226307282,0
169,-76,FALSE,354.0279173347096,0
-33,-76,FALSE,33.75044449831869,0
175,-76,FALSE,175.41321335281248,0
164,-76,TRUE,16.255740619856503,0
173,-76,FALSE,242.28997659577672,0
179,-75,FALSE,110.0222035108494,0
173,-75,TRUE,1.450490718973479,0
-149,-75,FALSE,60.32719841301321,0
-140,-75,TRUE,67.68813217855698,0
-151,-75,FALSE,147.40892948715603,0
-170,-75,FALSE,17.622526028868318,0
-34,-75,FALSE,53.573495326517424,0
-150,-75,FALSE,157.49117840535797,0
-161,-75,TRUE,7.440953488304802,0
176,-75,FALSE,191.68675377256935,0
-174,-75,FALSE,91.75195583828071,0
-168,-75,FALSE,22.88874651748545,0
175,-74,TRUE,11.506969989317087,0
178,-74,TRUE,438.10015968349927,0
-117,-74,FALSE,110.19243031992356,0
177,-74,FALSE,165.03665640006696,0
-146,-74,TRUE,14.413945137452286,0
-104,-74,FALSE,124.08647856165751,0
-166,-74,TRUE,8.820723762993232,0
-130,-74,FALSE,160.35188633305793,0
-170,-74,FALSE,19.797424182956917,0
-131,-73,TRUE,7.985836055788557,0
