time,fishing,n_cells,n_matched,n_unmatched,ais_vessel_hours,ais_hours_x_scenes,union_km2,union_x_scenes_km2,mean_scenes
2018-08-01 00:00:00,false,8053,107522.0,41056.0,6.430603029361113E7,1.121562582234444E9,5.190301669662715E7,6.382637577262372E8,11.833726561529845
2018-08-01 00:00:00,true,8053,73497.0,141971.0,1.1754057603888905E7,2.0568746966861022E8,5.190301669662715E7,6.382637577262372E8,11.833726561529845
2018-09-01 00:00:00,false,8056,109644.0,44053.0,5.903643476638898E7,1.0069049690847213E9,5.181335948917885E7,6.643039942034011E8,12.51216484607751
2018-09-01 00:00:00,true,8056,82569.0,166386.0,1.4477328652777806E7,2.370628345722228E8,5.181335948917885E7,6.643039942034011E8,12.51216484607751
2018-10-01 00:00:00,false,8087,112975.0,47713.0,5.824531410444452E7,9.807914596319461E8,5.2145213048682295E7,7.018058276094327E8,13.317917645604089
2018-10-01 00:00:00,true,8087,82827.0,168844.0,1.4179484585000018E7,2.6154666019166657E8,5.2145213048682295E7,7.018058276094327E8,13.317917645604089
2018-11-01 00:00:00,false,8125,108821.0,47050.0,5.3389694866111204E7,8.47184159145277E8,5.281630949794598E7,6.921952132482387E8,12.893169230769217
2018-11-01 00:00:00,true,8125,72291.0,161270.0,1.2756545329166641E7,2.4138153658055508E8,5.281630949794598E7,6.921952132482387E8,12.893169230769217
2018-12-01 00:00:00,false,8118,103105.0,45225.0,5.415728313944441E7,8.431078311313893E8,5.2293945891400345E7,7.002320480968407E8,13.075880758807541
2018-12-01 00:00:00,true,8118,55112.0,128138.0,1.1487533875555536E7,2.2843641068555525E8,5.2293945891400345E7,7.002320480968407E8,13.075880758807541
2019-01-01 00:00:00,false,8053,101418.0,44652.0,5.361182961722219E7,8.430376525119452E8,5.186487547771374E7,7.114825599328954E8,13.382838693654486
2019-01-01 00:00:00,true,8053,55334.0,118471.0,1.044535791166665E7,2.2252145933111098E8,5.186487547771374E7,7.114825599328954E8,13.382838693654486
2019-02-01 00:00:00,false,8083,90523.0,36960.0,4.695446703620442E7,6.699685931875505E8,5.263521864048119E7,6.233641360525687E8,11.63305703327977
2019-02-01 00:00:00,true,8083,52720.0,105338.0,9119087.185932511,1.876796455841209E8,5.263521864048119E7,6.233641360525687E8,11.63305703327977
2019-03-01 00:00:00,false,8101,114277.0,48258.0,5.552883930194442E7,9.479280194044421E8,5.267676004606706E7,7.296382877395071E8,13.54474756202931
2019-03-01 00:00:00,true,8101,74066.0,148950.0,1.1930351046944406E7,2.7647163853416693E8,5.267676004606706E7,7.296382877395071E8,13.54474756202931
2019-04-01 00:00:00,false,8091,111020.0,44308.0,5.701137357750003E7,9.432317816700002E8,5.274316128345611E7,6.932239451227152E8,12.972314917809923
2019-04-01 00:00:00,true,8091,80390.0,145589.0,1.2462166708055556E7,2.640922910061105E8,5.274316128345611E7,6.932239451227152E8,12.972314917809923
2019-05-01 00:00:00,false,8093,117580.0,44908.0,6.232808167222223E7,1.0991710621944485E9,5.216091396756001E7,7.006887614096328E8,13.171753367107362
2019-05-01 00:00:00,true,8093,69699.0,130539.0,9302641.740000015,2.2300219578055587E8,5.216091396756001E7,7.006887614096328E8,13.171753367107362
2019-06-01 00:00:00,false,8080,115132.0,41793.0,6.4300299767777875E7,1.1721351220516677E9,5.223786949088024E7,6.799067132092112E8,12.85222772277226
2019-06-01 00:00:00,true,8080,72603.0,122989.0,8958622.47666667,2.1265104053722197E8,5.223786949088024E7,6.799067132092112E8,12.85222772277226
2019-07-01 00:00:00,false,8063,122283.0,44931.0,6.939508191138919E7,1.3644802637230535E9,5.212443961003453E7,7.042423372264394E8,13.33114225474391
2019-07-01 00:00:00,true,8063,76563.0,125695.0,9769745.450000003,2.3861795870833334E8,5.212443961003453E7,7.042423372264394E8,13.33114225474391
2019-08-01 00:00:00,false,8177,124679.0,44942.0,6.916997687388904E7,1.37229204467389E9,5.346349102352479E7,7.368461199821329E8,13.625045860339945
2019-08-01 00:00:00,true,8177,89992.0,149772.0,1.2638153690555567E7,2.7210642474638903E8,5.346349102352479E7,7.368461199821329E8,13.625045860339945
2019-09-01 00:00:00,false,8195,119688.0,47205.0,6.267632595222233E7,1.1303253783900013E9,5.366118636481767E7,7.198012988354819E8,13.23856009762052
2019-09-01 00:00:00,true,8195,95338.0,176825.0,1.6300309028611146E7,3.0153646070111096E8,5.366118636481767E7,7.198012988354819E8,13.23856009762052
2019-10-01 00:00:00,false,8177,124266.0,49324.0,6.1912320715555765E7,1.1189480188200026E9,5.350604503098115E7,7.522701434271973E8,13.889323712853125
2019-10-01 00:00:00,true,8177,89941.0,183670.0,1.5149028337500025E7,2.9409105009305596E8,5.350604503098115E7,7.522701434271973E8,13.889323712853125
2019-11-01 00:00:00,false,8139,115264.0,50474.0,5.741974482083336E7,9.544691249419422E8,5.338741900776447E7,7.251163773283262E8,13.31625506819018
2019-11-01 00:00:00,true,8139,79209.0,172489.0,1.3525187651666656E7,2.642175408605557E8,5.338741900776447E7,7.251163773283262E8,13.31625506819018
2019-12-01 00:00:00,false,8178,116537.0,50273.0,5.8292889371389E7,9.929658438111135E8,5.3251999080846086E7,7.399311024949182E8,13.616898997309827
2019-12-01 00:00:00,true,8178,61157.0,150155.0,1.1990760331666667E7,2.554767927558339E8,5.3251999080846086E7,7.399311024949182E8,13.616898997309827
2020-01-01 00:00:00,false,8190,110815.0,44178.0,5.60138893344445E7,9.721046917383381E8,5.320569856851198E7,7.369237472948006E8,13.545177045177017
2020-01-01 00:00:00,true,8190,59622.0,123634.0,1.0472336084444484E7,2.4132249536166656E8,5.320569856851198E7,7.369237472948006E8,13.545177045177017
2020-02-01 00:00:00,false,8152,101065.0,39961.0,5.190898236777771E7,8.333039858902774E8,5.30629062698591E7,6.85312231863152E8,12.650024533856756
2020-02-01 00:00:00,true,8152,52238.0,98091.0,9121369.782777766,2.0609925614166665E8,5.30629062698591E7,6.85312231863152E8,12.650024533856756
2020-03-01 00:00:00,false,8204,115114.0,45816.0,5.8161734451388985E7,9.899271163119483E8,5.3149957315990016E7,7.351626788529588E8,13.501462701121401
2020-03-01 00:00:00,true,8204,70088.0,130033.0,1.2023140487499995E7,2.649928120158329E8,5.3149957315990016E7,7.351626788529588E8,13.501462701121401
2020-04-01 00:00:00,false,8206,113903.0,42051.0,5.6601601331944406E7,9.346607219991685E8,5.318045864353189E7,7.228440144411935E8,13.30928588837439
2020-04-01 00:00:00,true,8206,74733.0,124540.0,1.2966061110555572E7,2.642805463016663E8,5.318045864353189E7,7.228440144411935E8,13.30928588837439
2020-05-01 00:00:00,false,8156,118139.0,42222.0,6.126423989972213E7,1.0649079860866667E9,5.256473773633653E7,7.203157320408165E8,13.446542422756288
2020-05-01 00:00:00,true,8156,61805.0,107106.0,9993115.875277765,2.3940819437527752E8,5.256473773633653E7,7.203157320408165E8,13.446542422756288
2020-06-01 00:00:00,false,8110,113864.0,39975.0,6.294276806472237E7,1.094320481234164E9,5.194544493464306E7,6.95803731383245E8,13.144759556103608
2020-06-01 00:00:00,true,8110,66776.0,104531.0,1.001064404388887E7,2.2997525315472212E8,5.194544493464306E7,6.95803731383245E8,13.144759556103608
2020-07-01 00:00:00,false,8146,116984.0,40338.0,6.999614490166679E7,1.3569944831950064E9,5.221475817226014E7,7.147854284672748E8,13.470783206481673
2020-07-01 00:00:00,true,8146,74041.0,112546.0,1.075604904555559E7,2.539459022330557E8,5.221475817226014E7,7.147854284672748E8,13.470783206481673
2020-08-01 00:00:00,false,8195,122439.0,44042.0,7.152999671527763E7,1.4366890336461143E9,5.334341754404523E7,7.556579352963194E8,14.015375228797994
2020-08-01 00:00:00,true,8195,88300.0,137243.0,1.3340342540000016E7,2.7839368476722294E8,5.334341754404523E7,7.556579352963194E8,14.015375228797994
2020-09-01 00:00:00,false,8208,120080.0,45420.0,6.6144217950555496E7,1.2289663308977804E9,5.344226829431977E7,7.309583212330537E8,13.548001949317761
2020-09-01 00:00:00,true,8208,100782.0,162055.0,1.680619085333337E7,3.215076554477781E8,5.344226829431977E7,7.309583212330537E8,13.548001949317761
2020-10-01 00:00:00,false,8199,125041.0,49048.0,6.484349508583347E7,1.187278008613607E9,5.332703689518111E7,7.549162698088875E8,14.003658982802792
2020-10-01 00:00:00,true,8199,92788.0,156770.0,1.526970387638886E7,3.159026455980554E8,5.332703689518111E7,7.549162698088875E8,14.003658982802792
2020-11-01 00:00:00,false,8205,117080.0,46835.0,5.928860819222217E7,9.990156119458336E8,5.328509071603572E7,7.246989514400232E8,13.368555758683705
2020-11-01 00:00:00,true,8205,80501.0,151277.0,1.4022323305833317E7,2.803732753786105E8,5.328509071603572E7,7.246989514400232E8,13.368555758683705
2020-12-01 00:00:00,false,8204,113005.0,45292.0,6.011721444761609E7,1.0207612182028346E9,5.2901951731139764E7,7.31565000893863E8,13.533154558751868
2020-12-01 00:00:00,true,8204,64155.0,132423.0,1.2996534973154372E7,2.736113316665053E8,5.2901951731139764E7,7.31565000893863E8,13.533154558751868
2021-01-01 00:00:00,false,8212,109330.0,40860.0,5.955142516487017E7,9.930216405996268E8,5.296719977482004E7,7.26334876880535E8,13.371285923039416
2021-01-01 00:00:00,true,8212,62250.0,115157.0,1.1799986352487497E7,2.519304997227478E8,5.296719977482004E7,7.26334876880535E8,13.371285923039416
2021-02-01 00:00:00,false,8203,99006.0,35959.0,5.195997954897555E7,8.032015991271032E8,5.27966699769537E7,6.531306348737131E8,12.019870778983273
2021-02-01 00:00:00,true,8203,55692.0,96502.0,1.0564914970058937E7,2.1096424349042442E8,5.27966699769537E7,6.531306348737131E8,12.019870778983273
2021-03-01 00:00:00,false,8214,119731.0,43895.0,6.186858699150837E7,1.07199056079212E9,5.286247952523525E7,7.406299074175636E8,13.678354029705371
2021-03-01 00:00:00,true,8214,80165.0,131876.0,1.3597421430174593E7,3.026415510058479E8,5.286247952523525E7,7.406299074175636E8,13.678354029705371
2021-04-01 00:00:00,false,8211,119426.0,43021.0,6.275445407746134E7,1.0812667955622122E9,5.29739783808327E7,7.252332649550899E8,13.377298745585168
2021-04-01 00:00:00,true,8211,85492.0,138388.0,1.3754754033843102E7,2.9542153315816236E8,5.29739783808327E7,7.252332649550899E8,13.377298745585168
2021-05-01 00:00:00,false,8207,125580.0,41042.0,6.949295676537031E7,1.2692802410070379E9,5.291318875275364E7,7.291164959499002E8,13.488972828073667
2021-05-01 00:00:00,true,8207,71250.0,100461.0,1.1284969352081835E7,2.6827901145761245E8,5.291318875275364E7,7.291164959499002E8,13.488972828073667
2021-06-01 00:00:00,false,8190,119961.0,38156.0,7.326324333897217E7,1.3131282866897569E9,5.2726893132549636E7,6.937539012215192E8,12.945054945054958
2021-06-01 00:00:00,true,8190,76788.0,97715.0,1.1571851583839498E7,2.5513267786308414E8,5.2726893132549636E7,6.937539012215192E8,12.945054945054958
2021-07-01 00:00:00,false,8195,125043.0,41268.0,7.97220010494703E7,1.581033336528553E9,5.299032251666089E7,7.287530095003363E8,13.549359365466772
2021-07-01 00:00:00,true,8195,78752.0,98454.0,1.2081436217313446E7,2.7469629447896105E8,5.299032251666089E7,7.287530095003363E8,13.549359365466772
2021-08-01 00:00:00,false,8264,126752.0,45192.0,7.918188327162279E7,1.5622411046993728E9,5.368850483767869E7,7.49574293897204E8,13.708494675701878
2021-08-01 00:00:00,true,8264,86942.0,137724.0,1.3927086598847331E7,2.876924351130976E8,5.368850483767869E7,7.49574293897204E8,13.708494675701878
2021-09-01 00:00:00,false,8271,124741.0,45920.0,7.18344100270205E7,1.3527672288047163E9,5.364239509918819E7,7.465696568190241E8,13.71865554346511
2021-09-01 00:00:00,true,8271,106061.0,164642.0,1.7498802714588203E7,3.3926200659509647E8,5.364239509918819E7,7.465696568190241E8,13.71865554346511
2021-10-01 00:00:00,false,8254,132492.0,49932.0,6.971711264753558E7,1.3138903017724144E9,5.3547418100887634E7,7.671521262987016E8,14.142597528471072
2021-10-01 00:00:00,true,8254,97331.0,157214.0,1.594898828214898E7,3.378837835285019E8,5.3547418100887634E7,7.671521262987016E8,14.142597528471072
2021-11-01 00:00:00,false,8265,113555.0,52167.0,5.624678330725749E7,9.938942091288643E8,5.366359178010414E7,6.965060961154191E8,12.831215970961864
2021-11-01 00:00:00,true,8265,65023.0,157969.0,9949924.494017173,2.4087889518464348E8,5.366359178010414E7,6.965060961154191E8,12.831215970961864
2021-12-01 00:00:00,false,8267,113589.0,37741.0,6.582206410677264E7,1.0276833788889756E9,5.378487295512295E7,6.761288189150425E8,12.24337728317411
2021-12-01 00:00:00,true,8267,78091.0,109534.0,1.6970680959371436E7,2.7956679577041173E8,5.378487295512295E7,6.761288189150425E8,12.24337728317411
2022-01-01 00:00:00,false,7725,72539.0,27780.0,6.1234384130062185E7,6.376801119638776E8,4.929977393529859E7,4.6751986865637994E8,8.961941747572844
2022-01-01 00:00:00,true,7725,39258.0,73354.0,1.3794968274542205E7,1.5152203179974198E8,4.929977393529859E7,4.6751986865637994E8,8.961941747572844
2022-02-01 00:00:00,false,7865,67730.0,25900.0,5.565155647369411E7,5.389257304395255E8,4.995919845960045E7,4.251416520029542E8,8.007883026064833
2022-02-01 00:00:00,true,7865,36119.0,66116.0,1.139246568299476E7,1.2684853151913908E8,4.995919845960045E7,4.251416520029542E8,8.007883026064833
2022-03-01 00:00:00,false,7904,77672.0,29931.0,6.595211186836897E7,6.826527289517733E8,5.023950649113178E7,4.778132593492016E8,8.932059716599191
2022-03-01 00:00:00,true,7904,45055.0,82598.0,1.4379912400837319E7,1.6741700772910538E8,5.023950649113178E7,4.778132593492016E8,8.932059716599191
2022-04-01 00:00:00,false,7905,78445.0,27805.0,6.771598932535918E7,7.033379025291208E8,5.030838380996402E7,4.516488583538044E8,8.459835547122093
2022-04-01 00:00:00,true,7905,48526.0,76828.0,1.5275394404965336E7,1.6637668444183227E8,5.030838380996402E7,4.516488583538044E8,8.459835547122093
2022-05-01 00:00:00,false,7871,75431.0,25260.0,7.48103402791878E7,7.916336191011618E8,4.937525038457018E7,4.431595502018938E8,8.426629399059841
2022-05-01 00:00:00,true,7871,41716.0,65260.0,1.2010531405222423E7,1.4977078075637558E8,4.937525038457018E7,4.431595502018938E8,8.426629399059841
2022-06-01 00:00:00,false,7752,76282.0,25587.0,7.706177220157175E7,8.388293961848251E8,4.8097949483174555E7,4.282509164838313E8,8.355521155830717
2022-06-01 00:00:00,true,7752,44022.0,65328.0,1.1687802899433414E7,1.450898958162533E8,4.8097949483174555E7,4.282509164838313E8,8.355521155830717
2022-07-01 00:00:00,false,7649,71357.0,22981.0,8.486341323477025E7,8.947387525446689E8,4.749156538949502E7,4.0435336703105104E8,8.022617335599419
2022-07-01 00:00:00,true,7649,41998.0,57575.0,1.2461948084578048E7,1.425517258651742E8,4.749156538949502E7,4.0435336703105104E8,8.022617335599419
2022-08-01 00:00:00,false,7846,79510.0,27780.0,8.438771969270822E7,9.416647472993295E8,4.903575502967525E7,4.4620649186725456E8,8.560795309711972
2022-08-01 00:00:00,true,7846,55530.0,80772.0,1.6562167469619028E7,1.7490450416012135E8,4.903575502967525E7,4.4620649186725456E8,8.560795309711972
2022-09-01 00:00:00,false,7815,80478.0,28634.0,7.536770360112678E7,8.141826815751735E8,4.9168999369871944E7,4.4260890120860595E8,8.508509277031393
2022-09-01 00:00:00,true,7815,57350.0,83574.0,2.0271451551880494E7,1.9084937691706526E8,4.9168999369871944E7,4.4260890120860595E8,8.508509277031393
2022-10-01 00:00:00,false,7867,80545.0,29353.0,7.437549232397522E7,7.721495726584982E8,4.904574747508485E7,4.4467086735811484E8,8.514681581288931
2022-10-01 00:00:00,true,7867,57324.0,90667.0,2.0259435855373006E7,1.9017575241173506E8,4.904574747508485E7,4.4467086735811484E8,8.514681581288931
2022-11-01 00:00:00,false,7856,83434.0,30592.0,6.944904374229413E7,7.210235651390916E8,4.888105095445099E7,4.563626667314891E8,8.775712830957236
2022-11-01 00:00:00,true,7856,56982.0,91023.0,2.1910667882390574E7,2.068578127690189E8,4.888105095445099E7,4.563626667314891E8,8.775712830957236
2022-12-01 00:00:00,false,7908,82077.0,28437.0,6.948302952346668E7,7.414366301539266E8,4.925640356059871E7,4.707968068890658E8,8.977111785533639
2022-12-01 00:00:00,true,7908,40805.0,72875.0,1.86449447115359E7,1.912144401144571E8,4.925640356059871E7,4.707968068890658E8,8.977111785533639
2023-01-01 00:00:00,false,7848,80049.0,26534.0,6.469151131409171E7,7.015929471680639E8,4.896074274819109E7,4.6703691404216313E8,9.005988786952061
2023-01-01 00:00:00,true,7848,37526.0,64786.0,1.5950652806533067E7,1.6559086745316863E8,4.896074274819109E7,4.6703691404216313E8,9.005988786952061
2023-02-01 00:00:00,false,7906,67518.0,22290.0,6.0868682123611405E7,5.418679025527782E8,4.9305881791864105E7,3.9299296701311076E8,7.530609663546651
2023-02-01 00:00:00,true,7906,36603.0,60028.0,1.6076133398055518E7,1.365905525674998E8,4.9305881791864105E7,3.9299296701311076E8,7.530609663546651
2023-03-01 00:00:00,false,7884,82381.0,27767.0,6.9746362166667E7,7.230754699025011E8,4.908463178927407E7,4.555319708971223E8,8.746829020801563
2023-03-01 00:00:00,true,7884,52852.0,79519.0,2.0849256270277835E7,2.0178115722916615E8,4.908463178927407E7,4.555319708971223E8,8.746829020801563
2023-04-01 00:00:00,false,7895,71634.0,22921.0,7.137756135805558E7,6.337999659569435E8,4.9357446238161765E7,3.927885637574039E8,7.5259024699177095
2023-04-01 00:00:00,true,7895,49673.0,68704.0,2.0972244421666693E7,1.698312234355565E8,4.9357446238161765E7,3.927885637574039E8,7.5259024699177095
2023-05-01 00:00:00,false,7811,79781.0,25048.0,7.737225709499994E7,7.753176478138893E8,4.8579133783033624E7,4.2241618205517155E8,8.129432851107431
2023-05-01 00:00:00,true,7811,41349.0,66805.0,1.5336423773888905E7,1.5962520589305484E8,4.8579133783033624E7,4.2241618205517155E8,8.129432851107431
2023-06-01 00:00:00,false,7862,70909.0,23477.0,8.110991005499999E7,7.534993886502784E8,4.8858692738946654E7,3.789757684777967E8,7.291783261256658
2023-06-01 00:00:00,true,7862,38506.0,56208.0,1.5397245838055529E7,1.412280384758334E8,4.8858692738946654E7,3.789757684777967E8,7.291783261256658
2023-07-01 00:00:00,false,7842,75653.0,24456.0,8.65831434280556E7,8.562266554255571E8,4.86725017234247E7,4.062664491496675E8,7.819688854883915
2023-07-01 00:00:00,true,7842,40203.0,59666.0,1.6148048676666671E7,1.5228720326500016E8,4.86725017234247E7,4.062664491496675E8,7.819688854883915
2023-08-01 00:00:00,false,7904,83215.0,26064.0,8.71306950419445E7,9.274711015111113E8,4.951649355423314E7,4.3841223129794264E8,8.349696356275297
2023-08-01 00:00:00,true,7904,52428.0,63379.0,2.045307923499999E7,1.8950252679638892E8,4.951649355423314E7,4.3841223129794264E8,8.349696356275297
2023-09-01 00:00:00,false,7965,85158.0,26185.0,7.985988036111104E7,8.623478806063868E8,4.978251183839585E7,4.626102116685051E8,8.755806654111753
2023-09-01 00:00:00,true,7965,58953.0,68372.0,2.48901415816667E7,2.120514429755554E8,4.978251183839585E7,4.626102116685051E8,8.755806654111753
2023-10-01 00:00:00,false,7878,61260.0,21736.0,7.73484706550001E7,5.364208359058348E8,4.896015238591923E7,3.004317038468686E8,5.773800456968772
2023-10-01 00:00:00,true,7878,41196.0,48876.0,2.4389508828888897E7,1.6208908894416648E8,4.896015238591923E7,3.004317038468686E8,5.773800456968772
2023-11-01 00:00:00,false,7942,84534.0,33691.0,7.081472326805557E7,6.610374753149986E8,4.97248775115742E7,4.239357781230177E8,8.04482498111307
2023-11-01 00:00:00,true,7942,39560.0,52898.0,2.29511991927778E7,1.885076846108334E8,4.97248775115742E7,4.239357781230177E8,8.04482498111307
2023-12-01 00:00:00,false,7901,83259.0,25904.0,7.152106154472236E7,7.506771632233342E8,4.9480590325718835E7,4.684614437589228E8,8.981268193899497
2023-12-01 00:00:00,true,7901,42981.0,56118.0,2.1583175147500023E7,1.9816764126444423E8,4.9480590325718835E7,4.684614437589228E8,8.981268193899497
2024-01-01 00:00:00,false,7934,81607.0,24428.0,7.206474302805586E7,7.382457295399994E8,4.9450455632694885E7,4.558848417933649E8,8.732795563398007
2024-01-01 00:00:00,true,7934,36122.0,50822.0,2.0442232558055524E7,1.8710263935333323E8,4.9450455632694885E7,4.558848417933649E8,8.732795563398007
2024-02-01 00:00:00,false,7901,71648.0,21835.0,6.4683523833611324E7,6.189583630155542E8,4.950781430962052E7,4.035133168034424E8,7.756992785723338
2024-02-01 00:00:00,true,7901,32684.0,45994.0,1.6311462940277763E7,1.4921373027472237E8,4.950781430962052E7,4.035133168034424E8,7.756992785723338
2024-03-01 00:00:00,false,8037,85491.0,26447.0,7.608297867111082E7,7.9408916066861E8,5.016118254767309E7,4.7191524965799487E8,8.849695159885519
2024-03-01 00:00:00,true,8037,47734.0,59818.0,2.2570887120555583E7,2.1020507965749973E8,5.016118254767309E7,4.7191524965799487E8,8.849695159885519
2024-04-01 00:00:00,false,8177,81279.0,23059.0,7.761401328749998E7,7.884007559802783E8,5.002191384042884E7,4.4536079395159763E8,8.32224532224532
2024-04-01 00:00:00,true,8177,49044.0,57552.0,2.2863507667500045E7,2.0067897219027743E8,5.002191384042884E7,4.4536079395159763E8,8.32224532224532
2024-05-01 00:00:00,false,8001,81560.0,24408.0,8.671520513944453E7,9.003958111144481E8,4.974836359788588E7,4.521880551743825E8,8.605674290713674
2024-05-01 00:00:00,true,8001,39681.0,50568.0,1.7927407855833333E7,1.7788937835527852E8,4.974836359788588E7,4.521880551743825E8,8.605674290713674
2024-06-01 00:00:00,false,7951,79032.0,23589.0,8.854026119888876E7,8.918929392783369E8,4.962029412664815E7,4.239456035912563E8,8.114073701421209
2024-06-01 00:00:00,true,7951,40139.0,42995.0,1.7805206336666666E7,1.6839948357944423E8,4.962029412664815E7,4.239456035912563E8,8.114073701421209
