year,vessel_class,registry_type,length_bin,emissions_co2_mt,distance_travelled_nm,vessel_hours,n_unique_vessels
2017,cargo.refrigerated,imo,75-100m,46015.2495,217009.969,48501.8575,9
2017,cargo.refrigerated,no_registry,125-150m,17512.2735,26345.7841,6495.00444,1
2017,cargo.refrigerated,no_registry,150-175m,40241.2727,115017.062,8416.88861,1
2017,cargo.refrigerated,no_registry,25-50m,28370.7492,147018.765,43258.8669,44
2017,cargo.refrigerated,no_registry,50-75m,44040.5087,154354.015,48709.4747,43
2017,cargo.refrigerated,no_registry,75-100m,1818.39915,4391.83587,856.343056,1
2017,cargo.refrigerated,other_registry,100-125m,41913.6206,131103.253,16042.0297,2
2017,cargo.refrigerated,other_registry,125-150m,278983.071,756604.881,74781.3917,10
2017,cargo.refrigerated,other_registry,150-175m,152456.897,334532.818,30350.2658,4
2017,cargo.refrigerated,other_registry,175-200m,16914.3169,25134.7087,5617.35306,1
2017,cargo.refrigerated,other_registry,200-225m,76156.4405,107130.068,8758.575,1
2017,cargo.refrigerated,other_registry,225m+,96128.9057,168579.629,16232.7583,2
2017,cargo.refrigerated,other_registry,25-50m,416.849889,2466.97235,1478.09,1
2017,cargo.refrigerated,other_registry,50-75m,17262.6447,95193.2181,20021.6197,3
2017,cargo.refrigerated,other_registry,75-100m,36502.9764,131124.649,35264.9328,5
2017,cargo.ro_ro,imo,0-25m,4276.55192,22623.4252,7891.18833,7
2017,cargo.ro_ro,imo,100-125m,436936.768,1981328.92,371585.959,62
2017,cargo.ro_ro,imo,125-150m,1448053.02,5539768.44,741888.144,103
2017,cargo.ro_ro,imo,150-175m,3887379.13,11617188.1,1226526.44,171
2017,cargo.ro_ro,imo,175-200m,5151615.54,15106621.2,1427541.85,190
2017,cargo.ro_ro,imo,200-225m,7562441.23,22832452.6,2023852.76,262
2017,cargo.ro_ro,imo,225m+,3526072.8,8666744.99,747587.922,102
2017,cargo.ro_ro,imo,25-50m,170289.943,651636.811,288570.219,72
2017,cargo.ro_ro,imo,50-75m,638392.634,2109448.52,992408.605,204
2017,cargo.ro_ro,imo,75-100m,274914.265,1033543.45,377171.493,84
2017,cargo.ro_ro,no_registry,0-25m,15295.7986,13000.0025,27324.9061,9
2017,cargo.ro_ro,no_registry,100-125m,79788.8111,272118.31,79060.2339,34
2017,cargo.ro_ro,no_registry,125-150m,206917.651,590109.758,101512.758,34
2017,cargo.ro_ro,no_registry,150-175m,348773.505,871876.976,90549.4503,26
2017,cargo.ro_ro,no_registry,175-200m,289397.394,539664.417,61216.4092,19
2017,cargo.ro_ro,no_registry,200-225m,210553.542,545622.428,49366.9003,14
2017,cargo.ro_ro,no_registry,225m+,115113.543,237865.392,22164.9125,7
2017,cargo.ro_ro,no_registry,25-50m,544852.252,1034845.2,825804.864,261
2017,cargo.ro_ro,no_registry,50-75m,434940.573,1134304.03,632781.534,256
2017,cargo.ro_ro,no_registry,75-100m,83130.5169,203376.598,117024.638,52
2017,cargo.ro_ro,other_registry,0-25m,7717.57285,21442.4859,13302.1408,4
2017,cargo.ro_ro,other_registry,100-125m,209435.628,895070.883,171840.469,28
2017,cargo.ro_ro,other_registry,125-150m,665998.572,2479905.45,307567.345,45
2017,cargo.ro_ro,other_registry,150-175m,1807479.96,5361483.46,542839.083,76
2017,cargo.ro_ro,other_registry,175-200m,2380764.34,7049288.05,696422.049,96
2017,cargo.ro_ro,other_registry,200-225m,3570871.69,11040901,967522.048,128
2017,cargo.ro_ro,other_registry,225m+,1713999.71,4091856.06,359012.463,52
2017,cargo.ro_ro,other_registry,25-50m,142799.626,463008.706,233218.581,53
2017,cargo.ro_ro,other_registry,50-75m,333816.575,1061353.26,512386.881,114
2017,cargo.ro_ro,other_registry,75-100m,105118.779,396255.205,150129.457,36
2017,container_reefer,imo,125-150m,451118.897,1294731.75,115642.176,16
2017,container_reefer,imo,150-175m,1547360.36,3898719.89,354402.712,47
2017,container_reefer,imo,175-200m,431563.895,971869.71,77374.2308,9
2017,container_reefer,imo,200-225m,66503.1078,120738.517,8760.09417,1
2017,container_reefer,other_registry,125-150m,174510.27,508900.297,49420.5425,6
2017,container_reefer,other_registry,150-175m,759194.675,1899759.18,169945.251,21
2017,container_reefer,other_registry,175-200m,213392.768,459687.937,34691.4761,4
2017,dive_vessel,imo,100-125m,110570.533,309541.585,264664.859,38
2017,dive_vessel,imo,125-150m,46228.2167,125919.384,89817.12,13
2017,dive_vessel,imo,25-50m,7627.51739,19674.1443,51417.0992,7
2017,dive_vessel,imo,50-75m,29175.0207,95099.7132,134589.41,23
2017,dive_vessel,imo,75-100m,266526.947,873600.829,939293.322,136
2017,dive_vessel,no_registry,150-175m,4320.86417,9594.10238,14670.6108,3
2017,dive_vessel,no_registry,25-50m,1510.1811,2876.86332,8731.35028,1
2017,dive_vessel,no_registry,50-75m,4541.08727,19879.1775,20907.6033,8
2017,dive_vessel,no_registry,75-100m,9659.7639,21739.8235,35319.1136,9
2017,dive_vessel,other_registry,100-125m,40588.9423,111705.253,108478.017,19
2017,dive_vessel,other_registry,125-150m,24741.3638,65820.55,44031.4692,8
2017,dive_vessel,other_registry,150-175m,14798.2409,35288.3039,22180.5236,3
2017,dive_vessel,other_registry,25-50m,296.337312,1210.61578,1670.7625,1
2017,dive_vessel,other_registry,50-75m,19561.8898,80455.3433,79244.115,11
2017,dive_vessel,other_registry,75-100m,134573.495,404741.277,451650.099,69
2017,dredge_fishing,imo,0-25m,3729.71836,95661.1802,94620.7406,74
2017,dredge_fishing,imo,25-50m,69771.609,283426.281,340187.751,54
2017,dredge_fishing,no_registry,0-25m,1885.10526,24175.247,40689.4664,23
2017,dredge_fishing,no_registry,25-50m,21922.0994,89023.1096,111837.022,18
2017,dredge_fishing,other_registry,0-25m,2479.86232,37964.7305,41617.885,35
2017,dredge_fishing,other_registry,25-50m,61313.1506,234047.088,257520.212,41
2017,dredge_non_fishing,imo,0-25m,2345.46583,15544.7279,36559.2831,8
2017,dredge_non_fishing,imo,100-125m,244074.257,1327123.33,633620.991,94
2017,dredge_non_fishing,imo,125-150m,239810.669,911473.926,349995.912,54
2017,dredge_non_fishing,imo,150-175m,89834.4429,264719.206,93597.2419,13
2017,dredge_non_fishing,imo,175-200m,39201.7622,90210.8375,32063.6058,4
2017,dredge_non_fishing,imo,200-225m,12860.7982,32834.3107,16061.6678,2
2017,dredge_non_fishing,imo,225m+,5047.77222,17739.8072,6555.595,1
2017,dredge_non_fishing,imo,25-50m,56220.3252,233161.373,449854.502,84
2017,dredge_non_fishing,imo,50-75m,166327.598,884333.582,1095310.27,220
2017,dredge_non_fishing,imo,75-100m,344404.22,2232382.15,1224475.05,195
2017,dredge_non_fishing,no_registry,0-25m,5516.21385,30494.4538,56041.6656,22
2017,dredge_non_fishing,no_registry,100-125m,24125.4473,169063.402,106038.62,27
2017,dredge_non_fishing,no_registry,125-150m,7932.91376,45591.6568,23020.8203,7
2017,dredge_non_fishing,no_registry,150-175m,1244.37373,4662.86733,8094.27278,3
2017,dredge_non_fishing,no_registry,25-50m,134469.462,439422.705,995945.223,251
2017,dredge_non_fishing,no_registry,50-75m,327706.986,1062644.19,2283859.88,652
2017,dredge_non_fishing,no_registry,75-100m,136368.343,272653.621,960943.569,238
2017,dredge_non_fishing,other_registry,0-25m,139.727516,179.810486,1033.85278,2
2017,dredge_non_fishing,other_registry,100-125m,81282.5671,469922.662,212304.918,35
2017,dredge_non_fishing,other_registry,125-150m,76354.5276,321646.164,113813.436,14
2017,dredge_non_fishing,other_registry,150-175m,74698.7794,263204.918,86136.4414,13
2017,dredge_non_fishing,other_registry,175-200m,4302.49842,11603.9486,8676.94056,2
2017,dredge_non_fishing,other_registry,200-225m,7067.5329,27551.4349,8533.21944,1
2017,dredge_non_fishing,other_registry,225m+,23665.4241,52903.332,13199.2544,2
2017,dredge_non_fishing,other_registry,25-50m,42889.513,212319.201,317704.681,56
2017,dredge_non_fishing,other_registry,50-75m,87958.854,452008.541,562306.196,103
2017,dredge_non_fishing,other_registry,75-100m,161187.643,980695.293,591713.084,94
2017,drifting_longlines,imo,0-25m,258940.119,8044334.9,2482975.99,759
2017,drifting_longlines,imo,100-125m,14.2967803,215.345841,218.824444,1
2017,drifting_longlines,imo,125-150m,3574.40563,55966.7666,8390.29944,1
2017,drifting_longlines,imo,150-175m,18022.4634,394287.795,61459.9942,9
2017,drifting_longlines,imo,175-200m,3647.22676,82657.2693,13957.7689,2
2017,drifting_longlines,imo,200-225m,4288.94371,82693.8202,15509.2747,2
2017,drifting_longlines,imo,225m+,2248.36477,57306.7933,7813.085,1
2017,drifting_longlines,imo,25-50m,597207.617,15503246.9,3570575.45,650
2017,drifting_longlines,imo,50-75m,598133.013,12033318.1,2244576.47,353
2017,drifting_longlines,imo,75-100m,157.301767,12900.1515,4301.16417,3
2017,drifting_longlines,no_registry,0-25m,88155.9279,2123859.72,930387.609,1487
2017,drifting_longlines,no_registry,25-50m,107401.024,1531604.74,467550.218,508
2017,drifting_longlines,no_registry,50-75m,15781.0337,180967.294,54097.0536,60
2017,drifting_longlines,other_registry,0-25m,127058.37,3751962.46,1166705.54,346
2017,drifting_longlines,other_registry,125-150m,2045.71235,45701.439,7176.68917,1
2017,drifting_longlines,other_registry,150-175m,2147.16635,50766.3936,7618.24028,1
2017,drifting_longlines,other_registry,200-225m,5908.50558,101902.541,15132.9181,2
2017,drifting_longlines,other_registry,25-50m,297368.616,7521799.64,1680222.64,317
2017,drifting_longlines,other_registry,50-75m,241961.068,4772434.33,903088.121,140
2017,drifting_longlines,other_registry,75-100m,627.881674,21077.444,5599.9925,3
2017,driftnets,imo,0-25m,856.316267,8148.49673,5988.70556,5
2017,driftnets,imo,25-50m,1835.12797,21136.3888,9927.61278,12
2017,driftnets,imo,50-75m,1174.75795,12824.8142,3698.09306,4
2017,driftnets,no_registry,0-25m,455331.434,6009880.5,3959926.08,4078
2017,driftnets,no_registry,25-50m,1075157.07,8147047.94,4605365.36,5856
2017,driftnets,no_registry,50-75m,72759.668,528711.437,264491.6,384
2017,driftnets,no_registry,75-100m,7708.71762,52218.295,28423.6328,46
2017,driftnets,other_registry,0-25m,738.792791,18556.586,9383.40833,6
2017,driftnets,other_registry,25-50m,627.026786,9751.72289,5011.55167,6
2017,driftnets,other_registry,50-75m,21.6869795,722.874955,83.0572222,1
2017,fish_factory,imo,125-150m,1840.05446,18453.8743,8727.09722,1
2017,other_fishing,imo,0-25m,34.7274479,340.949451,687.780833,1
2017,other_fishing,imo,25-50m,1.10759534,98.516454,20.5866667,1
2017,other_fishing,no_registry,0-25m,104.819859,1983.76093,1816.16557,10
2017,other_fishing,no_registry,25-50m,334.806828,1522.92269,1265.76833,5
2017,other_not_fishing,imo,0-25m,397.287933,379.57147,2263.00861,1
2017,other_not_fishing,imo,100-125m,155789.466,239178.316,600795.994,92
2017,other_not_fishing,imo,125-150m,114921.256,196922.364,342355.68,47
2017,other_not_fishing,imo,150-175m,80723.4966,96888.8862,112746.633,17
2017,other_not_fishing,imo,175-200m,16712.9831,21434.7859,58438.3992,9
2017,other_not_fishing,imo,200-225m,1017.80872,561.428957,4091.72278,4
2017,other_not_fishing,imo,225m+,5321.02311,6522.49645,28100.7667,4
2017,other_not_fishing,imo,25-50m,49662.1224,57610.8883,284630.889,60
2017,other_not_fishing,imo,50-75m,99080.7902,69688.7571,572086.584,119
2017,other_not_fishing,imo,75-100m,171845.167,170630.113,951142.412,161
2017,other_not_fishing,no_registry,0-25m,230.671032,94.3413326,1362.29111,1
2017,other_not_fishing,no_registry,100-125m,26422.6839,22420.96,141067.325,27
2017,other_not_fishing,no_registry,125-150m,3951.31901,1980.32233,23122.7578,4
2017,other_not_fishing,no_registry,150-175m,3264.24484,982.333655,18606.0742,3
2017,other_not_fishing,no_registry,175-200m,6591.34527,1590.94564,39217.42,6
2017,other_not_fishing,no_registry,200-225m,13381.9421,958.93109,79672.1619,17
2017,other_not_fishing,no_registry,225m+,495.982526,14.6104891,2958.88167,1
2017,other_not_fishing,no_registry,25-50m,34266.3894,17426.9471,200491.17,55
2017,other_not_fishing,no_registry,50-75m,104995.437,54735.1506,614951.891,138
2017,other_not_fishing,no_registry,75-100m,84257.2448,58296.0679,486549.068,95
2017,other_not_fishing,other_registry,100-125m,63684.9399,115659.602,227915.115,40
2017,other_not_fishing,other_registry,125-150m,68154.3869,117556.267,172711.32,24
2017,other_not_fishing,other_registry,150-175m,7004.69999,7969.69309,16390.7267,3
2017,other_not_fishing,other_registry,175-200m,7886.05082,3476.8007,45894.8564,7
2017,other_not_fishing,other_registry,200-225m,2566.00033,2.86707323,15103.8256,2
2017,other_not_fishing,other_registry,225m+,197.106123,168.99807,1159.13694,1
2017,other_not_fishing,other_registry,25-50m,25523.4386,17618.4345,148424.392,24
2017,other_not_fishing,other_registry,50-75m,55680.9803,51096.8684,319123.302,57
2017,other_not_fishing,other_registry,75-100m,92808.5747,83747.9555,511918.023,86
2017,other_purse_seines,imo,0-25m,2909.32695,147652.458,55765.0922,18
2017,other_purse_seines,imo,25-50m,21716.2338,390767.68,126478.883,34
2017,other_purse_seines,imo,50-75m,12394.5216,82472.0646,28848.0781,4
2017,other_purse_seines,no_registry,25-50m,9418.65798,93343.6003,25732.1261,6
2017,other_purse_seines,other_registry,0-25m,778.552093,41223.9,16683.7494,6
2017,other_purse_seines,other_registry,25-50m,21835.617,280730.371,93621.3267,22
2017,other_purse_seines,other_registry,50-75m,1458.21944,17182.2179,4899.74833,1
2017,other_seines,imo,0-25m,31687.0802,349561.255,635933.789,104
2017,other_seines,imo,25-50m,3729.58302,22308.6394,17517.4931,2
2017,other_seines,no_registry,0-25m,65.7563023,3495.8285,2282.93778,2
2017,other_seines,other_registry,0-25m,18499.2087,175307.627,343860.981,58
2017,other_seines,other_registry,25-50m,2485.72362,19448.9233,17270.4683,2
2017,passenger,imo,0-25m,5864812.67,10344217.4,10873953,7333
2017,passenger,imo,100-125m,2098862.73,6428537.72,1205172.97,167
2017,passenger,imo,125-150m,1657060.95,3798431.41,491518.308,69
2017,passenger,imo,150-175m,2234349.21,4077154.92,449706.951,60
2017,passenger,imo,175-200m,1504216.48,2908806.89,300053.686,36
2017,passenger,imo,200-225m,917631.73,1509925.42,154887.171,18
2017,passenger,imo,225m+,8394272.04,8145157.92,757582.032,91
2017,passenger,imo,25-50m,7228573.98,19857671.6,11073983.3,2378
2017,passenger,imo,50-75m,3842882.76,12491696.1,5194622.75,856
2017,passenger,imo,75-100m,2318786.08,8010607.92,2198893.84,312
2017,passenger,no_registry,0-25m,45407935.6,70451658,84512381.8,68529
2017,passenger,no_registry,100-125m,523087.284,1487121.47,393658.175,109
2017,passenger,no_registry,125-150m,123993.774,225676.155,67474.1242,20
2017,passenger,no_registry,150-175m,30973.9263,47635.3278,20308.8247,10
2017,passenger,no_registry,175-200m,21293.6004,2457.04491,11951.1294,3
2017,passenger,no_registry,200-225m,1918.44559,3106.57542,329.135833,2
2017,passenger,no_registry,225m+,74179.9793,67403.9975,6553.04667,1
2017,passenger,no_registry,25-50m,26371679.5,42820311.2,39071093.4,13581
2017,passenger,no_registry,50-75m,3352708.34,6854670.49,3992792.41,1426
2017,passenger,no_registry,75-100m,912382.445,2453753.45,924621.242,266
2017,passenger,other_registry,0-25m,2779510.28,4828033.22,5143348.79,3550
2017,passenger,other_registry,100-125m,711042.073,2276656.8,483752.826,73
2017,passenger,other_registry,125-150m,1043411.7,2647818.29,366758.995,53
2017,passenger,other_registry,150-175m,951778.126,1629856.17,179325.277,24
2017,passenger,other_registry,175-200m,863531.759,1577255.99,148124.653,19
2017,passenger,other_registry,200-225m,143241.29,245696.708,25552.7717,3
2017,passenger,other_registry,225m+,3216922.53,3246379.91,293820.778,36
2017,passenger,other_registry,25-50m,3927682.53,11248605.1,5865767.93,1194
2017,passenger,other_registry,50-75m,1495274.45,4571555.95,2027219.44,331
2017,passenger,other_registry,75-100m,1025905.45,3476149.64,921754.274,138
2017,patrol_vessel,imo,0-25m,12301.9892,84003.8824,76173.7906,38
2017,patrol_vessel,imo,100-125m,31047.8871,139800.079,56539.9014,22
2017,patrol_vessel,imo,125-150m,1935.59721,11124.9868,4367.23222,3
2017,patrol_vessel,imo,25-50m,83514.812,779605.796,475944.55,108
2017,patrol_vessel,imo,50-75m,65587.6924,540937.357,240667.861,85
2017,patrol_vessel,imo,75-100m,70581.8719,447915.715,191096.947,65
2017,patrol_vessel,no_registry,0-25m,126388.974,715818.26,774837.397,542
2017,patrol_vessel,no_registry,100-125m,119732.189,597053.063,182763.671,149
2017,patrol_vessel,no_registry,125-150m,33480.4429,168630.782,32357.7186,27
2017,patrol_vessel,no_registry,150-175m,25012.1265,100788.322,19779.16,14
2017,patrol_vessel,no_registry,25-50m,440934.671,2856109.15,2578455.55,1054
2017,patrol_vessel,no_registry,50-75m,87281.6063,801898.124,332920.338,297
2017,patrol_vessel,no_registry,75-100m,99878.1179,748727.868,243306.161,196
2017,patrol_vessel,other_registry,0-25m,3993.19658,15281.6285,25555.3756,15
2017,patrol_vessel,other_registry,100-125m,9077.6902,37608.1217,26594.3372,10
2017,patrol_vessel,other_registry,125-150m,3577.25279,9313.10083,12048.6219,3
2017,patrol_vessel,other_registry,150-175m,3360.77816,5418.00206,850.854722,1
2017,patrol_vessel,other_registry,175-200m,705.077711,1812.38407,3677.16833,1
2017,patrol_vessel,other_registry,25-50m,32941.7828,276342.113,188353.086,48
2017,patrol_vessel,other_registry,50-75m,28661.0746,265217.978,119852.649,53
2017,patrol_vessel,other_registry,75-100m,23283.1084,140089.089,77346.3739,28
2017,pole_and_line,imo,0-25m,49832.9821,564104.627,696192.933,228
2017,pole_and_line,imo,25-50m,16314.4329,455417.13,135799.404,39
2017,pole_and_line,imo,50-75m,31617.714,500073.329,81969.2153,12
2017,pole_and_line,no_registry,0-25m,24176.3218,213415.215,149370.486,137
2017,pole_and_line,no_registry,25-50m,9966.70438,117111.458,34804.5856,41
2017,pole_and_line,no_registry,50-75m,228.163959,913.175172,636.642222,3
2017,pole_and_line,other_registry,0-25m,40995.1888,300395.205,407709.042,122
2017,pole_and_line,other_registry,25-50m,12654.0951,305388.389,92399.6031,25
2017,pole_and_line,other_registry,50-75m,17406.8236,312336.223,50238.0928,7
2017,pots_and_traps,imo,0-25m,41400.4525,1051614.63,1622110.43,502
2017,pots_and_traps,imo,25-50m,28814.8902,482264.674,199821.086,46
2017,pots_and_traps,imo,50-75m,2020.02726,9040.23656,3928.84194,1
2017,pots_and_traps,no_registry,0-25m,40417.2258,1051283.36,1055283.57,699
2017,pots_and_traps,no_registry,25-50m,44558.2828,146469.638,126480.817,101
2017,pots_and_traps,other_registry,0-25m,18176.1038,525740.375,720407.793,254
2017,pots_and_traps,other_registry,25-50m,22347.8863,249531.894,122098.387,27
2017,research,imo,0-25m,2695.75239,24774.634,13291.2881,5
2017,research,imo,25-50m,10748.0623,102751.106,52545.1733,10
2017,research,imo,50-75m,24085.5558,216998.92,77334.8008,12
2017,research,imo,75-100m,7253.73349,62189.2902,24681.9611,3
2017,research,no_registry,0-25m,25.8993897,1207.44267,1214.43917,1
2017,research,no_registry,25-50m,4868.78075,37405.1067,24068.5367,6
2017,research,no_registry,50-75m,1426.44852,11906.8547,1970.81833,1
2017,research,other_registry,0-25m,281.281783,28932.348,9116.92222,2
2017,research,other_registry,25-50m,7603.23637,34597.1079,46745.255,6
2017,research,other_registry,50-75m,17400.074,159482.962,53084.5308,8
2017,research,other_registry,75-100m,1346.71254,113.820314,8310.95111,1
2017,seismic_vessel,imo,0-25m,1714.76141,19675.9565,15709.1206,4
2017,seismic_vessel,imo,100-125m,232100.176,1102907.3,381883.091,58
2017,seismic_vessel,imo,125-150m,86491.4669,298381.097,129596.804,20
2017,seismic_vessel,imo,150-175m,33082.275,104927.614,30944.1303,5
2017,seismic_vessel,imo,175-200m,13336.5477,38962.1689,8605.0925,1
2017,seismic_vessel,imo,200-225m,3572.51992,12258.154,8736.93944,1
2017,seismic_vessel,imo,25-50m,171526.588,1194350.13,921791.186,144
2017,seismic_vessel,imo,50-75m,352788.539,2903292.29,1306034.98,214
2017,seismic_vessel,imo,75-100m,405706.033,2318929.37,1002347.26,168
2017,seismic_vessel,no_registry,0-25m,5200.75808,26770.6628,37129.8928,6
2017,seismic_vessel,no_registry,100-125m,5591.52262,23557.4172,15116.8481,10
2017,seismic_vessel,no_registry,125-150m,10280.1361,27083.6041,17841.1689,7
2017,seismic_vessel,no_registry,25-50m,100790.43,561899.604,558125.731,128
2017,seismic_vessel,no_registry,50-75m,29765.0065,210195.477,122640.955,37
2017,seismic_vessel,no_registry,75-100m,33971.6154,189742.745,77226.0725,31
2017,seismic_vessel,other_registry,0-25m,2976.13478,9388.80553,17002.9428,2
2017,seismic_vessel,other_registry,100-125m,72958.6094,465319.053,130878.689,22
2017,seismic_vessel,other_registry,125-150m,38372.9823,124399.151,34029.48,5
2017,seismic_vessel,other_registry,150-175m,18425.8027,73381.5967,14328.9653,2
2017,seismic_vessel,other_registry,175-200m,11017.3391,36356.0562,8201.68917,1
2017,seismic_vessel,other_registry,25-50m,93827.9005,649655.806,497180.676,73
2017,seismic_vessel,other_registry,50-75m,156112.157,1301907.97,559542.716,91
2017,seismic_vessel,other_registry,75-100m,136137.328,805888.67,344561.342,56
2017,set_gillnets,imo,0-25m,45475.6106,2380545.58,1518040.89,639
2017,set_gillnets,imo,25-50m,1318.05069,48178.3837,24757.0889,8
2017,set_gillnets,imo,50-75m,95.6263848,9620.77171,3485.25889,2
2017,set_gillnets,imo,75-100m,25.3051641,1328.28001,981.450556,2
2017,set_gillnets,no_registry,0-25m,76842.6381,1813992.64,1596690.49,1651
2017,set_gillnets,no_registry,25-50m,252884.047,895364.486,737068.489,633
2017,set_gillnets,no_registry,50-75m,255.453925,1175.03608,587.113056,2
2017,set_gillnets,other_registry,0-25m,19219.0567,1084147.63,667503.981,303
2017,set_gillnets,other_registry,25-50m,437.372272,23103.6822,8986.83694,3
2017,set_gillnets,other_registry,50-75m,152.994469,8377.27572,5590.57861,2
2017,set_gillnets,other_registry,75-100m,2.75874732,312.676323,87.2172222,1
2017,set_longlines,imo,0-25m,28171.7892,741345.863,652148.001,128
2017,set_longlines,imo,25-50m,126782.67,1797008.67,681996.159,118
2017,set_longlines,imo,50-75m,99417.8377,1019340.04,316474.33,46
2017,set_longlines,imo,75-100m,10.9426724,292.966409,154.9875,1
2017,set_longlines,no_registry,0-25m,2778.13555,26880.2646,21839.9831,18
2017,set_longlines,no_registry,25-50m,2920.98551,34943.5725,13462.0867,16
2017,set_longlines,no_registry,50-75m,1437.93782,18200.9104,4419.16556,1
2017,set_longlines,other_registry,0-25m,20344.9143,514138.718,399409.001,79
2017,set_longlines,other_registry,100-125m,22.6756547,626.648805,459.242778,1
2017,set_longlines,other_registry,25-50m,51477.2268,726799.959,279271.776,48
2017,set_longlines,other_registry,50-75m,27473.7574,323420.705,96403.4553,14
2017,set_longlines,other_registry,75-100m,105.356744,5322.05501,1654.42306,1
2017,specialized_reefer,imo,100-125m,767451.27,2831273.02,632172.267,92
2017,specialized_reefer,imo,125-150m,1183788.56,3063170.93,569364.206,83
2017,specialized_reefer,imo,150-175m,249636.023,389820.693,92640.7253,17
2017,specialized_reefer,imo,25-50m,15862.4693,167006.112,32497.6358,10
2017,specialized_reefer,imo,50-75m,108284.276,655730.898,178488.092,40
2017,specialized_reefer,imo,75-100m,457064.998,2540187.05,589774.403,94
2017,specialized_reefer,no_registry,100-125m,837.42783,1296.69701,357.415833,2
2017,specialized_reefer,no_registry,125-150m,26926.6382,80037.4499,8361.98972,2
2017,specialized_reefer,no_registry,50-75m,536.204463,3286.05615,376.756944,2
2017,specialized_reefer,no_registry,75-100m,16615.3124,30478.2852,7430.35861,3
2017,specialized_reefer,other_registry,100-125m,510279.105,1722358.31,402996.327,56
2017,specialized_reefer,other_registry,125-150m,693081.072,1875667.53,310771.339,46
2017,specialized_reefer,other_registry,150-175m,168907.139,301563.109,60987.5042,9
2017,specialized_reefer,other_registry,25-50m,8241.22886,62301.9103,13931.5603,5
2017,specialized_reefer,other_registry,50-75m,96104.992,541594.19,166322.624,29
2017,specialized_reefer,other_registry,75-100m,153492.449,783882.663,215220.837,40
2017,squid_jigger,imo,0-25m,127.546029,5046.78621,3144.0725,3
2017,squid_jigger,imo,125-150m,2731.94953,16188.5067,2802.01972,1
2017,squid_jigger,imo,25-50m,112749.185,1370934.27,510731.208,121
2017,squid_jigger,imo,50-75m,445279.619,4619654.44,1311380.33,287
2017,squid_jigger,imo,75-100m,9882.37026,111026.061,22546.9625,6
2017,squid_jigger,no_registry,0-25m,353.991766,3421.01801,2934.52667,27
2017,squid_jigger,no_registry,100-125m,55.3621272,123.715087,85.3430556,1
2017,squid_jigger,no_registry,25-50m,26418.3167,230994.967,89742.9911,68
2017,squid_jigger,no_registry,50-75m,37168.3269,284653.329,109455.653,51
2017,squid_jigger,no_registry,75-100m,168.189901,231.908059,576.677778,1
2017,squid_jigger,other_registry,0-25m,96.5157428,2919.69007,2049.77806,1
2017,squid_jigger,other_registry,25-50m,64906.6257,777273.486,293883.4,67
2017,squid_jigger,other_registry,50-75m,166049.707,1672650.51,500322.552,116
2017,squid_jigger,other_registry,75-100m,10368.2592,123835.844,21682.7467,4
2017,supply_vessel,imo,0-25m,18826.8918,114910.781,104475.38,26
2017,supply_vessel,imo,100-125m,106265.146,418872.028,285143.072,40
2017,supply_vessel,imo,125-150m,2485.44525,6746.70544,14431.7508,2
2017,supply_vessel,imo,150-175m,5743.03771,18764.1423,8760.71722,1
2017,supply_vessel,imo,200-225m,1260.3447,24.3356541,7807.35861,1
2017,supply_vessel,imo,25-50m,893522.227,7313304.32,4214455.46,724
2017,supply_vessel,imo,50-75m,877049.658,5964548.47,3380855.14,548
2017,supply_vessel,imo,75-100m,1222687.72,6013109.64,3469180.47,512
2017,supply_vessel,no_registry,0-25m,36804.5088,236411.033,185835.357,83
2017,supply_vessel,no_registry,100-125m,2844.12999,19947.6141,8740.74667,3
2017,supply_vessel,no_registry,125-150m,4910.82492,16689.4601,8760.02667,1
2017,supply_vessel,no_registry,175-200m,333.188858,1391.91586,518.527778,1
2017,supply_vessel,no_registry,25-50m,878692.304,6862409.71,4072909.68,1004
2017,supply_vessel,no_registry,50-75m,99099.0027,613212.827,442081.239,91
2017,supply_vessel,no_registry,75-100m,73641.7257,349522.307,215525.611,43
2017,supply_vessel,other_registry,0-25m,5760.43955,12503.2047,32061.4308,10
2017,supply_vessel,other_registry,100-125m,36714.5627,184958.212,90526.3458,13
2017,supply_vessel,other_registry,150-175m,1362.16066,7731.39457,2622.74417,2
2017,supply_vessel,other_registry,25-50m,407824.004,3204446.1,1917449.79,348
2017,supply_vessel,other_registry,50-75m,349979.532,2300399.46,1413658.61,239
2017,supply_vessel,other_registry,75-100m,603185.655,3060587.09,1650996,237
2017,tanker.chemical,imo,100-125m,4615095.28,21454954,4308419.74,637
2017,tanker.chemical,imo,125-150m,4983921.52,18046196.6,3223593.65,475
2017,tanker.chemical,imo,150-175m,7164800.89,21820963.4,3354936.68,487
2017,tanker.chemical,imo,175-200m,14436029.6,39267212.3,5972534.15,800
2017,tanker.chemical,imo,200-225m,1914576.53,4940086.23,704727.726,104
2017,tanker.chemical,imo,225m+,771794.389,1532424.85,219260.903,32
2017,tanker.chemical,imo,25-50m,38521.5802,196098.182,38926.0881,6
2017,tanker.chemical,imo,50-75m,726361.222,5129570.02,1047405.58,139
2017,tanker.chemical,imo,75-100m,1264720.74,7271486.65,1653302.93,251
2017,tanker.chemical,no_registry,100-125m,1380125.7,4191962.86,1587912.57,271
2017,tanker.chemical,no_registry,125-150m,114777.159,341383,65764.680300000007,21
