lon_bin,lat_bin,inside_footprint,s1_imaged,emissions_co2_dark_mt
-66,-48,TRUE,TRUE,11346.251110000001
165,-48,TRUE,TRUE,3428.7084699999996
-78,-48,TRUE,TRUE,1678.06
173,-47,TRUE,TRUE,1850.7689400000002
172,-47,TRUE,TRUE,2276.24734
-68,-47,TRUE,TRUE,2799.71053
-61,-47,TRUE,TRUE,117452.82521
-61,-47,TRUE,FALSE,74095.15681000001
-75,-46,TRUE,TRUE,7180.385010000001
-63,-46,TRUE,TRUE,13440.184350000003
-62,-46,TRUE,TRUE,12999.198889999998
-62,-46,TRUE,FALSE,40776.00149
146,-45,TRUE,TRUE,1875.3459199999998
167,-45,TRUE,TRUE,4656.233580000001
-77,-45,TRUE,TRUE,3857.627749999999
164,-45,TRUE,TRUE,1785.8202700000002
166,-45,TRUE,TRUE,2805.25792
-65,-45,TRUE,TRUE,4301.63053
-64,-45,TRUE,TRUE,7994.94647
-58,-45,TRUE,TRUE,69.61028
-74,-45,TRUE,TRUE,65286.10759999999
167,-44,TRUE,TRUE,1971.7776199999998
166,-44,TRUE,TRUE,1745.7641800000001
-64,-44,TRUE,TRUE,9198.023840000002
-77,-44,TRUE,TRUE,2050.57377
146,-44,TRUE,TRUE,3762.1223499999996
-58,-44,TRUE,TRUE,73.43184
-65,-44,TRUE,TRUE,11319.08735
-74,-44,TRUE,TRUE,130370.72785999998
147,-43,TRUE,TRUE,2076.7238899999998
171,-43,TRUE,TRUE,2680.249030000001
148,-43,TRUE,TRUE,7098.09484
-66,-43,TRUE,TRUE,1131.07088
174,-43,TRUE,TRUE,13554.584789999999
-76,-43,TRUE,TRUE,4025.11956
144,-43,TRUE,TRUE,2692.41533
-78,-43,TRUE,TRUE,372.6338999999999
169,-43,TRUE,TRUE,4382.03017
145,-43,TRUE,TRUE,11782.930620000003
168,-43,TRUE,TRUE,1729.2731800000001
-60,-43,TRUE,TRUE,11280.474680000001
-59,-43,TRUE,TRUE,7755.40164
170,-43,TRUE,TRUE,23193.065909999998
-60,-43,TRUE,FALSE,2861.9572200000002
172,-42,TRUE,TRUE,1594.3436100000001
149,-42,TRUE,TRUE,2181.04437
175,-42,TRUE,TRUE,15061.273950000004
173,-42,TRUE,TRUE,12936.97194
178,-42,TRUE,TRUE,2252.3821100000005
-61,-42,TRUE,TRUE,23027.75618
18,-41,TRUE,TRUE,1323.98492
-62,-41,TRUE,TRUE,6295.22693
176,-41,TRUE,TRUE,14664.506739999997
177,-41,TRUE,TRUE,9042.190760000001
-75,-41,TRUE,TRUE,11379.808649999999
-63,-41,TRUE,TRUE,29418.24085
176,-40,TRUE,TRUE,6188.54187
-63,-40,TRUE,TRUE,24352.73936
18,-40,TRUE,TRUE,1289.03261
-62,-40,TRUE,TRUE,36821.48446
-75,-40,TRUE,TRUE,11929.73576
-57,-40,TRUE,TRUE,563.35475
177,-40,TRUE,TRUE,43243.71929
146,-39,TRUE,TRUE,2973.5438500000005
142,-39,TRUE,TRUE,20738.488629999996
143,-39,TRUE,TRUE,10189.963069999998
21,-39,TRUE,TRUE,1645.7418
-74,-39,TRUE,TRUE,10044.39998
-58,-39,TRUE,TRUE,23475.406020000002
141,-39,TRUE,TRUE,20818.040330000003
140,-39,TRUE,TRUE,23946.353780000005
148,-38,TRUE,TRUE,3491.5453799999996
145,-38,TRUE,TRUE,1056.84622
144,-38,TRUE,TRUE,13729.077780000001
151,-38,TRUE,TRUE,1589.2636
150,-38,TRUE,TRUE,51378.205539999995
171,-38,TRUE,TRUE,2202.31815
-76,-38,TRUE,TRUE,2247.7155700000003
25,-38,TRUE,TRUE,883.91963
22,-38,TRUE,TRUE,3484.2063399999993
19,-38,TRUE,TRUE,2453.2316299999998
174,-38,TRUE,TRUE,9723.615669999997
-54,-38,TRUE,TRUE,1523.37322
151,-37,TRUE,TRUE,1970.7059199999997
171,-37,TRUE,TRUE,1965.09053
150,-37,TRUE,TRUE,47200.369040000005
25,-37,TRUE,TRUE,6389.83737
19,-37,TRUE,TRUE,8329.91352
22,-37,TRUE,TRUE,5196.62507
-54,-37,TRUE,TRUE,4548.490400000001
174,-37,TRUE,TRUE,38520.22557000001
175,-36,TRUE,TRUE,11717.91144
134,-36,TRUE,TRUE,9386.240109999999
152,-36,TRUE,TRUE,2085.73913
173,-36,TRUE,TRUE,5045.306049999999
172,-36,TRUE,TRUE,3656.5159
118,-36,TRUE,TRUE,11348.93434
119,-36,TRUE,TRUE,1755.89113
153,-36,TRUE,TRUE,1051.14752
20,-36,TRUE,TRUE,144895.64217999997
31,-36,TRUE,TRUE,892.4791799999999
28,-36,TRUE,TRUE,8975.217330000001
17,-36,TRUE,TRUE,26954.573280000004
23,-36,TRUE,TRUE,61898.66440000001
-56,-36,TRUE,TRUE,15542.771840000001
-19,-36,TRUE,TRUE,37.12874000000001
135,-36,TRUE,TRUE,16009.140050000002
-55,-36,TRUE,TRUE,63524.36721999999
-72,-35,TRUE,TRUE,1330.2334899999996
138,-35,TRUE,TRUE,16786.825579999997
137,-35,TRUE,TRUE,6089.045649999999
120,-35,TRUE,TRUE,3855.51756
132,-35,TRUE,TRUE,1000.6208199999999
121,-35,TRUE,TRUE,3098.16432
133,-35,TRUE,TRUE,946.9058599999998
123,-35,TRUE,TRUE,1560.8095999999998
32,-35,TRUE,TRUE,9752.686830000002
-73,-35,TRUE,TRUE,26905.91996
29,-35,TRUE,TRUE,54433.68161000001
-75,-35,TRUE,TRUE,979.3193799999998
136,-35,TRUE,TRUE,26338.94651
18,-35,TRUE,TRUE,192261.66091
-52,-35,TRUE,TRUE,2516.22241
26,-35,TRUE,TRUE,321084.61107
24,-34,TRUE,TRUE,941.7227899999998
122,-34,TRUE,TRUE,1345.9710600000003
124,-34,TRUE,TRUE,1368.3294699999997
115,-34,TRUE,TRUE,17745.92153
113,-34,TRUE,TRUE,1825.8034500000003
125,-34,TRUE,TRUE,1075.7126099999998
33,-34,TRUE,TRUE,26328.0781
-74,-34,TRUE,TRUE,1759.0316
27,-34,TRUE,TRUE,151221.30955
16,-34,TRUE,TRUE,94318.87700000001
-53,-34,TRUE,TRUE,65594.50743
27,-33,TRUE,TRUE,1285.94806
124,-33,TRUE,TRUE,596.4413000000001
125,-33,TRUE,TRUE,762.06559
113,-33,TRUE,TRUE,133.8798
33,-33,TRUE,TRUE,120317.50851
115,-33,TRUE,TRUE,25380.805469999996
-53,-33,TRUE,TRUE,11395.178260000004
16,-33,TRUE,TRUE,125026.81095999999
-74,-33,TRUE,TRUE,131.26962999999998
130,-32,TRUE,TRUE,279.30962999999997
114,-32,TRUE,TRUE,12524.017350000002
34,-32,TRUE,TRUE,173562.56746
15,-32,TRUE,TRUE,79336.49880000002
-49,-32,TRUE,TRUE,1264.0685899999999
30,-32,TRUE,TRUE,72644.35315000001
154,-31,TRUE,TRUE,6425.559590000001
155,-31,TRUE,TRUE,1392.6486499999999
35,-31,TRUE,TRUE,15736.233720000002
153,-31,TRUE,TRUE,83119.19263
36,-31,TRUE,TRUE,11541.341739999998
31,-31,TRUE,TRUE,71451.23
14,-31,TRUE,TRUE,1815.55276
17,-31,TRUE,TRUE,2603.7445800000005
-50,-31,TRUE,TRUE,43283.266379999994
-50,-31,TRUE,FALSE,46007.21673
113,-30,TRUE,TRUE,19047.94431
-74,-30,TRUE,TRUE,1218.3495999999998
16,-30,TRUE,TRUE,11210.17253
33,-30,TRUE,TRUE,56483.081529999996
114,-29,TRUE,TRUE,10758.11288
34,-29,TRUE,TRUE,52732.35597
-76,-29,TRUE,TRUE,535.52104
15,-29,TRUE,TRUE,42850.85177
-43,-29,TRUE,TRUE,977.43842
-48,-29,TRUE,TRUE,1184.5371700000003
-49,-29,TRUE,TRUE,89758.76028999999
-49,-29,TRUE,FALSE,218855.32178
32,-28,TRUE,TRUE,4680.3341900000005
-72,-28,TRUE,TRUE,9583.7721900000015
-73,-28,TRUE,TRUE,1570.6932700000004
-46,-28,TRUE,TRUE,12390.76337
-75,-28,TRUE,TRUE,392.1943100000001
113,-27,TRUE,TRUE,2250.84878
112,-27,TRUE,TRUE,20256.752570000004
33,-27,TRUE,TRUE,13561.360869999999
49,-27,TRUE,TRUE,48.04604
44,-27,TRUE,TRUE,93.10485
-42,-27,TRUE,TRUE,7557.408079999999
-74,-27,TRUE,TRUE,478.5246400000001
13,-27,TRUE,TRUE,31221.916240000002
-47,-27,TRUE,TRUE,29359.886619999997
152,-26,TRUE,TRUE,2624.6882899999996
155,-26,TRUE,TRUE,2710.7434399999997
154,-26,TRUE,TRUE,49607.88346
47,-26,TRUE,TRUE,92172.48239
57,-26,TRUE,TRUE,1708.1962499999997
-71,-26,TRUE,TRUE,5254.00236
46,-26,TRUE,TRUE,41435.23042
41,-26,TRUE,TRUE,148.22176
36,-26,TRUE,TRUE,19587.69004
35,-26,TRUE,TRUE,50269.709969999996
14,-26,TRUE,TRUE,12681.587719999998
-44,-26,TRUE,TRUE,44070.91495
-45,-26,TRUE,TRUE,13176.278350000002
-39,-26,TRUE,TRUE,1228.51492
153,-26,TRUE,TRUE,75253.82759999999
54,-25,TRUE,TRUE,23741.52659
48,-25,TRUE,TRUE,84203.26000000001
156,-25,TRUE,TRUE,1460.79609
42,-25,TRUE,TRUE,1323.92558
43,-25,TRUE,TRUE,1664.6652599999998
37,-25,TRUE,TRUE,1342.0864099999997
86,-25,TRUE,TRUE,20.058230000000002
-73,-25,TRUE,TRUE,1869.5238699999998
-72,-25,TRUE,TRUE,8292.27625
-41,-25,TRUE,TRUE,26463.22525
-40,-25,TRUE,TRUE,9301.62477
-46,-25,TRUE,TRUE,187211.60382000002
-75,-25,TRUE,TRUE,2995.19575
150,-24,TRUE,TRUE,2405.2787
56,-24,TRUE,TRUE,16682.71904
50,-24,TRUE,TRUE,1438.2778400000002
151,-24,TRUE,TRUE,130635.55024
12,-24,TRUE,TRUE,1217.98804
39,-24,TRUE,TRUE,1391.4114700000002
40,-24,TRUE,TRUE,1143.7148599999998
165,-24,TRUE,TRUE,80.80996999999999
-43,-24,TRUE,TRUE,131883.27471
149,-23,TRUE,TRUE,6478.8964
47,-23,TRUE,TRUE,1414.48593
154,-23,TRUE,TRUE,57723.02214000001
57,-23,TRUE,TRUE,5400.79677
58,-23,TRUE,TRUE,3184.52268
155,-23,TRUE,TRUE,1366.92078
152,-23,TRUE,TRUE,44545.56004
153,-23,TRUE,TRUE,21850.47634
35,-23,TRUE,TRUE,13754.46686
36,-23,TRUE,TRUE,5380.84854
41,-23,TRUE,TRUE,1353.08759
-39,-23,TRUE,TRUE,10723.651360000002
-44,-23,TRUE,TRUE,12731.337810000003
-71,-23,TRUE,TRUE,60574.80943999999
14,-23,TRUE,TRUE,30764.7927
49,-22,TRUE,TRUE,2084.15506
-177,-22,TRUE,TRUE,770.04465
-176,-22,TRUE,TRUE,1249.39002
115,-22,TRUE,TRUE,6510.6622099999995
55,-22,TRUE,TRUE,65423.27556
113,-22,TRUE,TRUE,3613.84748
164,-22,TRUE,TRUE,6019.67544
167,-22,TRUE,TRUE,3242.9089899999994
166,-22,TRUE,TRUE,2380.4152599999998
38,-22,TRUE,TRUE,14032.28425
-178,-22,TRUE,TRUE,49.802960000000006
-74,-22,TRUE,TRUE,371.5327700000001
13,-22,TRUE,TRUE,15195.31327
148,-21,TRUE,TRUE,6067.28526
150,-21,TRUE,TRUE,12917.99237
34,-21,TRUE,TRUE,1894.1998999999998
114,-21,TRUE,TRUE,6240.811250000002
168,-21,TRUE,TRUE,1918.6069699999998
39,-21,TRUE,TRUE,4378.8848800000005
169,-21,TRUE,TRUE,3138.95803
151,-21,TRUE,TRUE,1671.6357199999998
165,-21,TRUE,TRUE,2652.0577699999994
171,-21,TRUE,TRUE,1912.5458800000001
50,-21,TRUE,TRUE,2334.91765
56,-21,TRUE,TRUE,40805.07066
40,-21,TRUE,TRUE,4846.32214
170,-21,TRUE,TRUE,2321.1952599999995
-38,-21,TRUE,TRUE,3532.9741600000007
117,-21,TRUE,TRUE,170922.75022999995
116,-21,TRUE,FALSE,54198.30825999999
116,-21,TRUE,TRUE,88884.5601
12,-21,TRUE,TRUE,27920.951049999996
12,-21,TRUE,FALSE,3838.78066
117,-21,TRUE,FALSE,86122.49701
149,-20,TRUE,TRUE,2012.7936700000002
153,-20,TRUE,TRUE,43743.88453999999
178,-20,TRUE,TRUE,1379.2564300000001
58,-20,TRUE,TRUE,29190.55981999999
152,-20,TRUE,TRUE,17609.439440000002
154,-20,TRUE,TRUE,3004.1834200000003
119,-20,TRUE,TRUE,5929.608700000001
118,-20,TRUE,TRUE,360977.24265000003
36,-20,TRUE,TRUE,24656.770259999998
179,-20,TRUE,TRUE,213.12411000000003
11,-20,TRUE,TRUE,1029.5638999999999
57,-20,TRUE,TRUE,51112.70269
3,-20,TRUE,TRUE,15.601180000000001
52,-20,TRUE,TRUE,17.04746
-39,-20,TRUE,TRUE,39444.622090000004
-71,-20,TRUE,TRUE,41540.31175
35,-20,TRUE,TRUE,97060.49123999999
41,-20,TRUE,TRUE,594.7877100000001
118,-20,TRUE,FALSE,254793.21652000002
122,-19,TRUE,TRUE,2125.5269
55,-19,TRUE,TRUE,8743.097720000002
-176,-19,TRUE,TRUE,1275.99525
49,-19,TRUE,TRUE,11420.004770000001
166,-19,TRUE,TRUE,1047.07967
38,-19,TRUE,TRUE,5515.45868
146,-19,TRUE,TRUE,42743.6945
-74,-19,TRUE,TRUE,3692.9211999999998
-177,-19,TRUE,TRUE,57.87611
-178,-19,TRUE,TRUE,76.42515
-77,-19,TRUE,TRUE,4964.673269999999
-36,-19,TRUE,TRUE,1963.35068
167,-19,TRUE,TRUE,110.53856
44,-19,TRUE,TRUE,7578.6850699999995
-2,-19,TRUE,TRUE,16.53687
-179,-19,TRUE,TRUE,262.24782
145,-18,TRUE,TRUE,1528.28718
-180,-18,TRUE,TRUE,1467.14848
147,-18,TRUE,TRUE,6296.59229
168,-18,TRUE,TRUE,6887.387
148,-18,TRUE,TRUE,1460.1925100000003
51,-18,TRUE,TRUE,1273.15826
40,-18,TRUE,TRUE,23824.38636
39,-18,TRUE,TRUE,15751.55551
165,-18,TRUE,TRUE,989.49897
169,-18,TRUE,TRUE,2235.8181099999997
170,-18,TRUE,TRUE,1598.5715799999998
-76,-18,TRUE,TRUE,7113.17244
50,-18,TRUE,TRUE,4177.96236
-38,-18,TRUE,TRUE,38124.54757000001
-37,-18,TRUE,TRUE,14579.840099999998
-32,-18,TRUE,TRUE,15.732990000000001
56,-18,TRUE,TRUE,534.16853
-180,-18,TRUE,FALSE,95.85482
-40,-17,TRUE,TRUE,1178.38392
-151,-17,TRUE,TRUE,1781.64675
-149,-17,TRUE,TRUE,1320.47957
-150,-17,TRUE,TRUE,1378.08904
123,-17,TRUE,TRUE,21450.871830000004
-173,-17,TRUE,TRUE,1137.63175
137,-17,TRUE,TRUE,1502.8788599999998
176,-17,TRUE,TRUE,1959.1314899999998
-175,-17,TRUE,TRUE,1349.8976700000003
138,-17,TRUE,TRUE,7962.137559999999
54,-17,TRUE,TRUE,1385.8450400000002
-172,-17,TRUE,TRUE,980.0815399999998
53,-17,TRUE,TRUE,2152.1313200000004
177,-17,TRUE,TRUE,2241.94497
-174,-17,TRUE,TRUE,1479.7701
-73,-17,TRUE,TRUE,14468.213650000002
43,-17,TRUE,TRUE,4133.7657
42,-17,TRUE,TRUE,4039.39691
-75,-17,TRUE,TRUE,15381.965349999997
139,-17,TRUE,TRUE,18307.40014
121,-17,TRUE,TRUE,2773.4974199999997
-35,-17,TRUE,TRUE,1071.72497
59,-17,TRUE,TRUE,1786.9130499999997
125,-16,TRUE,TRUE,3411.4059799999995
-153,-16,TRUE,TRUE,253.64538999999996
-177,-16,TRUE,TRUE,500.10142
166,-16,TRUE,TRUE,1633.93728
-176,-16,TRUE,TRUE,1002.57297
167,-16,TRUE,FALSE,30.40914
49,-16,TRUE,TRUE,3846.808609999999
146,-16,TRUE,TRUE,1564.6118299999998
140,-16,TRUE,TRUE,1509.03682
55,-16,TRUE,TRUE,120.74805
44,-16,TRUE,TRUE,2070.72203
124,-16,TRUE,TRUE,94581.52721
122,-16,TRUE,TRUE,3800.27048
141,-16,TRUE,TRUE,2314.3768000000005
-77,-16,TRUE,TRUE,16814.72789
-36,-16,TRUE,TRUE,6190.495169999999
167,-16,TRUE,TRUE,3237.7363499999997
-2,-16,TRUE,TRUE,30.12007
-40,-15,TRUE,TRUE,1284.33526
-174,-15,TRUE,TRUE,2238.59357
-172,-15,TRUE,TRUE,1794.9133700000002
-175,-15,TRUE,TRUE,1249.6533100000001
-173,-15,TRUE,TRUE,1980.6838200000002
53,-15,TRUE,TRUE,1225.21808
177,-15,TRUE,TRUE,13.03048
43,-15,TRUE,TRUE,3521.68272
137,-15,TRUE,TRUE,2115.30768
139,-15,TRUE,TRUE,1549.8266899999999
-173,-15,TRUE,FALSE,3.43514
136,-15,TRUE,TRUE,12145.10473
123,-15,TRUE,TRUE,4117.5695399999995
42,-15,TRUE,TRUE,2587.97149
10,-15,TRUE,TRUE,3940.32147
121,-15,TRUE,TRUE,1357.1606199999999
138,-15,TRUE,TRUE,1684.06369
-35,-15,TRUE,TRUE,4765.2568
54,-15,TRUE,TRUE,1158.26427
-28,-15,TRUE,TRUE,13.94732
135,-14,TRUE,TRUE,1237.3727299999998
-170,-14,TRUE,TRUE,1191.6463500000002
52,-14,TRUE,TRUE,1351.4646300000002
47,-14,TRUE,TRUE,2739.3929099999996
128,-14,TRUE,TRUE,4912.88662
41,-14,TRUE,TRUE,8976.685239999999
129,-14,TRUE,TRUE,3815.3968299999997
-171,-14,TRUE,TRUE,1717.6098699999998
46,-14,TRUE,TRUE,15539.879599999998
-39,-14,TRUE,TRUE,125318.77497999999
57,-14,TRUE,TRUE,122.04926999999998
11,-14,TRUE,TRUE,3557.5522699999997
-34,-14,TRUE,TRUE,1554.0736200000003
-30,-14,TRUE,TRUE,36.63742
130,-13,TRUE,TRUE,40427.92289
151,-13,TRUE,TRUE,1319.3320800000001
144,-13,TRUE,TRUE,1769.3651599999998
40,-13,TRUE,TRUE,5387.67105
168,-13,TRUE,TRUE,1511.8032500000004
127,-13,TRUE,TRUE,3116.9780100000003
145,-13,TRUE,TRUE,1742.20437
-79,-13,TRUE,TRUE,10390.748369999998
169,-13,TRUE,TRUE,1470.8734
126,-13,TRUE,TRUE,2879.1938299999993
147,-13,TRUE,TRUE,1617.6670700000002
-24,-13,TRUE,TRUE,155.72484999999998
50,-13,TRUE,TRUE,2293.45881
45,-13,TRUE,TRUE,10500.540710000001
-38,-13,TRUE,TRUE,13689.65485
-37,-13,TRUE,TRUE,20179.317080000004
51,-13,TRUE,TRUE,43.89613000000001
12,-13,TRUE,TRUE,7160.55467
-78,-13,TRUE,TRUE,126578.93227999998
12,-13,TRUE,FALSE,18766.36026
142,-12,TRUE,TRUE,16159.81655
122,-12,TRUE,TRUE,59898.31134000001
125,-12,TRUE,TRUE,4991.203840000001
166,-12,TRUE,TRUE,1163.2547600000003
44,-12,TRUE,TRUE,1858.9650600000002
124,-12,TRUE,TRUE,1775.7357700000002
160,-12,TRUE,TRUE,959.8992700000001
167,-12,TRUE,TRUE,1464.3169300000002
161,-12,TRUE,TRUE,894.3241800000002
9,-12,TRUE,TRUE,50.709320000000005
143,-12,TRUE,TRUE,17291.447539999997
146,-12,TRUE,TRUE,4068.01609
49,-12,TRUE,TRUE,1590.27745
140,-12,TRUE,TRUE,4448.91068
-36,-12,TRUE,TRUE,35284.10605000001
141,-12,TRUE,TRUE,32432.80261
90,-12,TRUE,TRUE,17.19308
13,-12,TRUE,TRUE,58662.58936000002
13,-12,TRUE,FALSE,39694.82093
121,-11,TRUE,TRUE,3416.9567700000002
120,-11,TRUE,TRUE,3607.35613
157,-11,TRUE,TRUE,1090.0463700000003
162,-11,TRUE,TRUE,1093.69805
132,-11,TRUE,TRUE,4342.977239999999
159,-11,TRUE,TRUE,1286.48227
133,-11,TRUE,TRUE,2884.61864
158,-11,TRUE,TRUE,1042.2329599999998
10,-11,TRUE,TRUE,11905.934630000002
43,-11,TRUE,TRUE,2968.90699
42,-11,TRUE,TRUE,1061.43426
137,-11,TRUE,TRUE,13189.43107
136,-11,TRUE,TRUE,12139.304369999998
123,-11,TRUE,TRUE,29951.328100000002
-35,-11,TRUE,TRUE,21104.219849999994
138,-11,TRUE,TRUE,13498.613749999999
139,-11,TRUE,TRUE,27954.99192
156,-11,TRUE,TRUE,1050.87978
118,-10,TRUE,TRUE,1585.5290300000001
119,-10,TRUE,TRUE,4296.64896
128,-10,TRUE,TRUE,3303.0647700000004
107,-10,TRUE,TRUE,22.20335
153,-10,TRUE,TRUE,1473.71591
131,-10,TRUE,TRUE,9559.860090000002
149,-10,TRUE,TRUE,3250.9579400000002
152,-10,TRUE,TRUE,4011.07819
155,-10,TRUE,TRUE,1197.64989
-80,-10,TRUE,TRUE,51495.76917000001
154,-10,TRUE,TRUE,1359.0693500000002
-34,-10,TRUE,TRUE,14777.855749999997
129,-10,TRUE,TRUE,3328.3516499999996
-27,-10,TRUE,TRUE,28.74654
-81,-10,TRUE,TRUE,10776.470319999999
41,-10,TRUE,TRUE,875.52318
11,-10,TRUE,TRUE,4524.51142
-33,-10,TRUE,TRUE,1580.7964000000002
134,-10,TRUE,TRUE,16161.368339999997
135,-10,TRUE,TRUE,16869.92339
126,-9,TRUE,TRUE,15522.04446
127,-9,TRUE,TRUE,31668.87148
150,-9,TRUE,TRUE,39139.32799
151,-9,TRUE,TRUE,90226.31255000002
130,-9,TRUE,TRUE,10540.62085
144,-9,TRUE,TRUE,6356.4592600000005
39,-9,TRUE,TRUE,3698.78444
12,-9,TRUE,TRUE,44290.63663
148,-9,TRUE,TRUE,5274.64798
40,-9,TRUE,TRUE,5412.804210000001
8,-9,TRUE,TRUE,4072.46199
-24,-9,TRUE,TRUE,15.6703
116,-9,TRUE,TRUE,130932.09750999996
145,-9,TRUE,TRUE,26082.99499
117,-9,TRUE,TRUE,56832.22428
-79,-9,TRUE,TRUE,16050.898469999998
130,-9,TRUE,FALSE,16.87095
114,-9,TRUE,TRUE,122275.22726000001
110,-8,TRUE,TRUE,822.4567599999999
123,-8,TRUE,TRUE,21833.98807
120,-8,TRUE,TRUE,30084.32931000001
108,-8,TRUE,TRUE,11362.38938
159,-8,TRUE,TRUE,1470.31486
121,-8,TRUE,TRUE,25355.105709999996
132,-8,TRUE,TRUE,4870.48905
-35,-8,TRUE,TRUE,44766.13781
137,-8,TRUE,TRUE,3892.9089099999997
158,-8,TRUE,TRUE,4316.84354
136,-8,TRUE,TRUE,4560.80862
138,-8,TRUE,TRUE,12153.954939999998
-82,-8,TRUE,TRUE,15896.696500000002
133,-8,TRUE,TRUE,28889.718150000004
10,-8,TRUE,TRUE,11438.051039999998
67,-8,TRUE,TRUE,14.62638
156,-8,TRUE,TRUE,3728.827299999999
157,-8,TRUE,TRUE,4590.37486
136,-8,TRUE,FALSE,38.243539999999996
132,-8,TRUE,FALSE,74.12657
157,-8,TRUE,FALSE,717.5342099999999
127,-7,TRUE,TRUE,2275.01994
130,-7,TRUE,TRUE,2214.10221
117,-7,TRUE,TRUE,65389.62443
104,-7,TRUE,TRUE,54057.64712
39,-7,TRUE,TRUE,151773.16735
126,-7,TRUE,TRUE,3294.0576899999996
130,-7,TRUE,FALSE,26.714959999999998
40,-7,TRUE,TRUE,5495.4245900000005
8,-7,TRUE,TRUE,6862.14728
151,-7,TRUE,TRUE,6709.95836
150,-7,TRUE,TRUE,6181.6828
-24,-7,TRUE,TRUE,11.852540000000001
114,-7,TRUE,TRUE,351917.71615000005
116,-7,TRUE,TRUE,259784.45784000005
148,-7,TRUE,TRUE,150858.62241
147,-7,TRUE,TRUE,55056.070139999996
12,-7,TRUE,TRUE,76113.4938
105,-7,TRUE,TRUE,464414.57249
117,-7,TRUE,FALSE,2292.5054099999998
138,-6,TRUE,TRUE,2549.7422
121,-6,TRUE,TRUE,159279.16604
123,-6,TRUE,TRUE,42958.716929999995
132,-6,TRUE,TRUE,24511.64445
133,-6,TRUE,TRUE,15421.24745
108,-6,TRUE,TRUE,353556.40217
101,-6,TRUE,TRUE,9030.402570000002
137,-6,TRUE,TRUE,8354.42585
158,-6,TRUE,TRUE,446.00875
159,-6,TRUE,TRUE,459.0029
-35,-6,TRUE,TRUE,62065.613569999994
156,-6,TRUE,TRUE,1595.42371
7,-6,TRUE,TRUE,5141.14091
2,-6,TRUE,TRUE,300.2028
157,-6,TRUE,TRUE,1046.5420100000001
10,-6,TRUE,TRUE,23704.029850000003
42,-6,TRUE,TRUE,1138.7098299999998
110,-6,TRUE,TRUE,242325.03483999995
137,-6,TRUE,FALSE,107.10575
111,-6,TRUE,TRUE,324222.45079
120,-6,TRUE,TRUE,297897.35805999994
136,-6,TRUE,TRUE,46665.27703999999
-82,-6,TRUE,TRUE,114581.704
-82,-6,TRUE,FALSE,15191.56238
130,-5,TRUE,TRUE,5166.54862
126,-5,TRUE,TRUE,10382.61336
117,-5,TRUE,TRUE,316252.32063999993
-37,-5,TRUE,TRUE,63312.457039999994
144,-5,TRUE,TRUE,1034.45195
127,-5,TRUE,TRUE,7108.32762
39,-5,TRUE,TRUE,119593.78842999999
105,-5,TRUE,TRUE,26925.891119999997
8,-5,TRUE,TRUE,9814.665070000001
-32,-5,TRUE,TRUE,1410.1047
-38,-5,TRUE,TRUE,6863.238600000001
145,-5,TRUE,TRUE,27002.04938
6,-5,TRUE,TRUE,4730.4571000000005
147,-5,TRUE,TRUE,2743.4418199999996
