lon_bin,lat_bin,inside_footprint,s1_imaged,emissions_co2_dark_mt
-68,-64,TRUE,TRUE,56.32687
-72,-57,TRUE,TRUE,679.23731
-73,-57,TRUE,TRUE,560.76321
-74,-56,TRUE,TRUE,621.2995000000001
-65,-56,TRUE,TRUE,1857.4844500000002
-64,-56,TRUE,TRUE,1332.6501100000003
-74,-55,TRUE,TRUE,3566.68561
-65,-55,TRUE,TRUE,3991.61085
-64,-55,TRUE,TRUE,8775.56947
-64,-55,TRUE,FALSE,3440.0515499999997
-69,-54,TRUE,TRUE,4508.55778
-76,-54,TRUE,TRUE,1751.28179
-67,-54,TRUE,TRUE,2299.30721
-66,-54,TRUE,TRUE,1966.61081
73,-54,FALSE,FALSE,165.11917
-70,-53,TRUE,TRUE,12590.565110000003
-68,-53,TRUE,TRUE,8141.611860000001
-71,-53,TRUE,TRUE,6602.095779999999
-61,-53,TRUE,TRUE,1278.0675499999998
-73,-52,TRUE,TRUE,4337.47539
-75,-52,TRUE,TRUE,3348.9595999999997
-62,-52,TRUE,TRUE,1178.1322
-63,-52,TRUE,TRUE,16.04272
-75,-51,TRUE,TRUE,8233.45287
-63,-51,TRUE,TRUE,614.8572800000001
18,-51,TRUE,TRUE,25.43029
-77,-50,TRUE,TRUE,2238.13322
68,-50,TRUE,TRUE,910.7266300000001
71,-50,TRUE,TRUE,601.0686699999999
-65,-50,TRUE,TRUE,4339.30494
-64,-50,TRUE,TRUE,1041.86275
69,-50,TRUE,TRUE,5187.417490000001
-76,-49,TRUE,TRUE,2844.9085199999995
-78,-49,TRUE,TRUE,1205.05053
-67,-49,TRUE,TRUE,7414.277919999999
-66,-49,TRUE,TRUE,4976.81872
165,-49,TRUE,TRUE,1793.5804200000002
-79,-49,TRUE,TRUE,705.7017099999999
70,-49,TRUE,TRUE,1019.8460400000001
70,-49,TRUE,FALSE,2763.3317800000004
-67,-48,TRUE,TRUE,1488.22369
-76,-48,TRUE,TRUE,4709.96408
168,-48,TRUE,TRUE,4940.14423
169,-48,TRUE,TRUE,2055.82686
-79,-48,TRUE,TRUE,360.62059
170,-48,TRUE,TRUE,1583.6221600000001
171,-48,TRUE,TRUE,1558.20086
