ssvid,flag,main_engine_power_kw,tonnage_gt,length_m,design_speed_betz_2011_knots,registries_listed,ship_name_registry,ship_name_ais,callsign_registry,callsign_ais,imo_registry,imo_ais,active_hours,on_fishing_list_best,vessel_class,vessel_class_source,avg_aux_boiler_power_berth_kw,avg_aux_boiler_power_anchored_kw,avg_aux_boiler_power_maneuvering_kw,avg_aux_boiler_power_sea_kw,avg_aux_engine_power_berth_kw,avg_aux_engine_power_anchored_kw,avg_aux_engine_power_maneuvering_kw,avg_aux_engine_power_sea_kw,main_engine_power_imo_table_81,design_speed_knots
563000500,DEU,51959.7109375,93511,291.858154296875,19.23292159798777,IMO,MAERSKSYDNEY,MAERSKSYDNEY,9V5241,9V5241,9289958,9289958,50886.86933055555,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,620,620,540,0,1150,1600,2900,1800,57901,23.9
235077448,GBR,25218.380859375,131332,291.858154296875,15.22253218817386,IMO,CMACGMCOLUMBA,CMACGMCOLUMBA,2DBC9,2DBC9,9410789,9410789,41629.00111111109,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,620,620,540,0,1150,1600,2900,1800,57901,23.9
255805820,PRT,36145.609375,140259,291.858154296875,14.299086324675281,IMO,MSCFAUSTINA,MSCFAUSTINA,CQAR,CQAR,9447885,9447885,21489.46777777778,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,630,630,630,0,1300,1800,3250,2050,61231,23.8
257919000,NOR,17019.2421875,48051,204.0909423828125,17.490715526946516,IMO,CLIPPERPOSH,CLIPPERPOSH,LAPX7,LAPX7,9656747,9656747,70589.1732408936,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,2469,330.8,313.8,147,925.6,772,1169,831.9,11184.23,14.928
518998763,COK,11585.8388671875,58808.70703125,216.68826293945312,16.25431788980579,NA,NA,FIGHTER2,NA,E5U4743,NA,9296391,7898.905,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,2469,330.8,313.8,147,925.6,772,1169,831.9,11184.23,14.928
536003300,SGP,12790.822265625,63497,268.8260803222656,16.404914834927006,IMO,CSKVANGUARD,CSKVANGUARD,9V3881,9V3881,9728423,9728423,479.3475,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,2469,330.8,313.8,147,925.6,772,1169,831.9,11184.23,14.928
511100596,PLW,14639.9775390625,62607.14453125,257.2391662597656,16.72640483039072,NA,NA,LIANA,NA,T8A3765,NA,9236755,9782.778883333336,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,2469,330.8,313.8,147,925.6,772,1169,831.9,11184.23,14.928
352761000,PAN,24520,161568.5,333.1,13.85474775696,IMO;KOR,VLPRIME,VLPRIME,3FPE6,3FPE6,9683685,9683685,61269.97431027777,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,4139,484.8,467.8,188,2498.6,1710.5,2080.5,1716.4,21236.71,15.691
636092174,DEU,11290.4013671875,157039,240.14706420898438,15.273697534369141,IMO,DSVISION,DSVISION,A8XV4,A8XV4,9522178,9522178,69218.35765277778,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,4139,484.8,467.8,188,2498.6,1710.5,2080.5,1716.4,21236.71,15.691
308872000,BHS,26026.599609375,160036,285.7222900390625,13.774432709252483,IMO,GEMINIVOYAGER,GEMINIVOYAGER,C6FE5,C6FE5,9174218,9174218,6209.824722222222,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,4139,484.8,467.8,188,2498.6,1710.5,2080.5,1716.4,21236.71,15.691
308863000,BHS,26994.2421875,137626,291.0829162597656,14.85455290609847,NA,NA,ANTONISANGELICOUSSI,NA,C6FP5,NA,9216717,16948.50416666667,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,4139,484.8,467.8,188,2498.6,1710.5,2080.5,1716.4,21236.71,15.691
538008480,MHL,26818.455078125,141475.09375,291.0829162597656,14.66104420799642,NA,NA,MARANGEMINI,NA,V7A2407,NA,9174218,3327.152777777778,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,4139,484.8,467.8,188,2498.6,1710.5,2080.5,1716.4,21236.71,15.691
355156000,PAN,4205.5849609375,12141,136.48843383789062,14.476839672534357,IMO,BOLDWORLD,BOLDWORLD,3ELO9,3ELO9,9141417,9141417,56693.83800395227,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1231.5,263.3,246.3,21,642.5,475.4,662.1,508.3,5203.49,13.755
256764000,MLT,5704.638671875,13239,173.90960693359375,14.94155738317002,IMO,ADFINESSUN,RFSTELLA,9HA2925,9HA2925,9580998,9580998,65744.40198243251,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1231.5,263.3,246.3,21,642.5,475.4,662.1,508.3,5203.49,13.755
257462000,NOR,3753.32177734375,11889,179.06158447265625,14.335751541280608,IMO,LOUISEKNUTSEN,LOUISEKNUTSEN,LAIQ7,LAIQ7,9442249,9442249,1464.747777777778,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1231.5,263.3,246.3,21,642.5,475.4,662.1,508.3,5203.49,13.755
266455000,SWE,5455.9892578125,12770,136.82374572753906,14.863219739499785,IMO,FUREVINGA,FUREVINGA,SGRV,SGRV,9739800,9739800,5497.046666666666,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1231.5,263.3,246.3,21,642.5,475.4,662.1,508.3,5203.49,13.755
525023188,IDN,4226.1484375,13350,166.38812255859375,14.495121698453907,IMO,KIRANADWITYA,KIRANADWITYA,JZGQ,JZGQ,9279666,9279666,38780.54546878782,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1231.5,263.3,246.3,21,642.5,475.4,662.1,508.3,5203.49,13.755
413571380,CHN,2256.01220703125,6211.08837890625,90.51996612548828,13.789966946738634,NA,NA,ZHAOJIN115,NA,BPLL4,NA,9939814,202.62833333333333,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,775.3,163.9,153.7,21,344.35,398.75,537.5,429.35,2758.97,12.783
352002147,PAN,14207.0478515625,103479.2421875,262.7999572753906,15.94091879764262,NA,NA,PLUTUS,NA,3E3821,NA,9252955,7501.000465833335,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,3674,391.8,374.8,164,1818.6,878.5,1296.5,1060.4,15947.62,15.479
636021929,LBR,13780.525390625,67705.546875,263.8599548339844,16.499609043323506,NA,NA,DELTAVICTORY,NA,5LGJ5,NA,9288708,3323.1869210566665,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,3674,391.8,374.8,164,1818.6,878.5,1296.5,1060.4,15947.62,15.479
538006540,DEU,12637.34375,81310,239.86277770996094,16.145516314753124,IMO,BACALIAROS,BACALIAROS,V7EJ8,V7EJ8,9233777,9233777,33336.158055555556,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,3674,391.8,374.8,164,1818.6,878.5,1296.5,1060.4,15947.62,15.479
636020839,LBR,13624.353515625,102695.8359375,239.8573455810547,15.921134560963065,NA,NA,ALKINOOS,NA,5LAY8,NA,9792864,20782.534603055552,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,3674,391.8,374.8,164,1818.6,878.5,1296.5,1060.4,15947.62,15.479
414468000,CHN,8501.41796875,37973.27734375,188.04713439941406,15.743595069247224,NA,NA,THOUSANDSUNNY,NA,BOLC8,NA,9623269,22329.67239038832,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,2131.5,312.8,295.8,147,844.6,704.5,1106,773.4,10517.33,14.928
616999382,COM,2566.861572265625,38792,97.574188232421875,14.361550923744785,IMO,VALDIV,VALDIV,D6HX2,D6HX2,9053115,9053115,1471.3558333333333,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,2131.5,312.8,295.8,147,844.6,704.5,1106,773.4,10517.33,14.928
636020068,LBR,11267.24609375,38326.65234375,212.11416625976562,16.38990888854333,NA,NA,BLUEOCEAN,NA,D5XN3,NA,9281580,21705.48490777778,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,2131.5,312.8,295.8,147,844.6,704.5,1106,773.4,10517.33,14.928
538010469,MHL,10512.15234375,42418.546875,219.55421447753906,16.183356745514228,NA,NA,STIMILLENNIA,NA,V7A6083,NA,9829497,5252.629166666666,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,2131.5,312.8,295.8,147,844.6,704.5,1106,773.4,10517.33,14.928
419746000,IND,10395.779296875,42403,236.2524871826172,16.157550578282006,IMO,JAGAABHA,JAGAABHA,AUUQ,AUUQ,9388948,9388948,70325.32026917992,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,2131.5,312.8,295.8,147,844.6,704.5,1106,773.4,10517.33,14.928
377519000,VCT,2329.416015625,1527,52.975555419921875,13.742764455239309,IMO,MAMOLACHAMPION,MAMOLACHAMPION,J8B5857,J8B5857,9511492,9511492,23851.42718938946,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
538002435,MHL,1775.005859375,1089,58.323081970214844,13.549851141381808,IMO,MAINPORTOAK,MAINPORTOAK,V7IQ9,V7IQ9,8213902,8213902,17164.74083333333,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
238456784,HRV,2972.76806640625,195,29.607290267944336,13.940373315154291,IMO,VENUS,VENUS,9A2475,9A2475,8619924,8619924,1229.797777777779,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
419264000,IND,1079.631103515625,1310,59.79230499267578,13.320294987575346,IMO,ALBATROSS7,ALBATROSS7,VWSB,VWSB,8308513,8308513,36658.04856176917,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
563013670,SGP,1828.8299560546875,256,38.485591888427734,13.554196164257226,IMO,SWISSCOSUNRISE,SWISSCOSUNRISE,9V7769,9V7769,9570321,9570321,8859.691111111111,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
538006088,MHL,2229.316162109375,1678,46.708412170410156,13.711574705865184,IMO,TOPAZJUMEIRAH,TOPAZJUMEIRAH,V7JE9,V7JE9,9463530,9463530,5348.719166666666,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
258567000,NOR,3464.079345703125,2556,67.03343963623047,14.135024277966872,IMO,SEALYNX,SEALYNX,LNUA,LNUA,9178410,9178410,14373.854722222222,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
566918000,SGP,2354.923583984375,3383,99.5123062133789,13.779242715789877,IMO,EXECUTIVEVALOUR,EXECUTIVEVALOUR,9V2017,9V2017,9615626,9615626,3622.76611111111,FALSE,dive_vessel,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,200,200,200,200,983,11.7
533180148,MYS,2508.207763671875,4951,88.0810546875,13.852727911223536,IMO,NAUTICALADLIN,DYNAMIC,9WNJ5,9WNJ5,9694098,9694098,19014.28340667972,FALSE,dive_vessel,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,200,200,200,200,983,11.7
210829000,CYP,3130.091064453125,4007,109.89164733886719,14.042900523086796,IMO,SEASPIDER,SEASPIDER,5BYZ3,5BYZ3,9656644,9656644,1955.5952777777777,FALSE,dredge_non_fishing,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,200,200,200,200,983,11.7
636021817,LBR,12433.6298828125,41772.4921875,229.37001037597656,16.619376712243056,NA,NA,ASLVENUS,NA,5LFV3,NA,9510345,11862.676613888885,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
352986127,PAN,9539.4921875,39249.03125,214.69540405273438,15.981486316180936,NA,NA,BAODA17,NA,3E3900,NA,9274458,12356.725933888885,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
538009011,MHL,9212.8134765625,33563.19140625,201.5409393310547,15.927230296294104,NA,NA,MINOAS,NA,V7A4195,NA,9519315,17027.407086345276,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
636016706,LBR,13567.34765625,39727,246.8516845703125,16.905947989696898,IMO,BRAVERY,BRAVERY,D5HJ5,D5HJ5,9302750,9302750,50491.6992840614,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
477257800,HKG,9603.9912109375,36604,217.337890625,16.009170057177915,IMO,NEWSMART,NEWSMART,VRMU8,VRMU8,9139983,9139983,10353.178333333333,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
239938000,GRC,12605.1943359375,39941,229.757080078125,16.681793318246466,IMO,ALPHAHARMONY,ALPHAHARMONY,SVYN,SVYN,9221865,9221865,34103.33027777778,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
538003144,MHL,13453.1259765625,40198,226.6743927001953,16.87242591160262,IMO,ECOSANDGO,ECOSANDGO,V7OR9,V7OR9,9357755,9357755,43505.12416666666,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
636019449,LBR,9283.1982421875,35767.5859375,208.87213134765625,15.935917903363107,NA,NA,PAULINE,NA,D5UO7,NA,9325350,22416.5950450425,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
538009155,MHL,10061.8212890625,34842.69140625,206.17787170410156,16.12913078767489,NA,NA,CLIPPERCOPENHAGEN,NA,V7A4390,NA,9404455,16100.7258876628,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
351677000,PAN,8864.3623046875,38995,222.3210906982422,15.825985625557589,IMO,FENGHUANGSHAN,FENGHUANGSHAN,3FUQ7,3FUQ7,9137624,9137624,20680.571388888893,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
414262000,CHN,13655.1962890625,37872,254.8144073486328,16.955714075629782,IMO,DONGJIANGHE,DONGJIANGHE,BFBM6,BFBM6,9185750,9185750,34477.24331027779,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
636017853,LBR,10149.759765625,44127,202.88792419433594,16.09185762290153,IMO,TOMAHAWK,TOMAHAWK,D5MZ9,D5MZ9,9737591,9737591,40727.05327628192,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
352002746,PAN,12702.8857421875,42803.3125,241.85205078125,16.666081955975883,NA,NA,EVACARLTON,NA,3E5048,NA,9972426,4603.973055555554,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
538004103,MHL,11786.8857421875,38938,220.94326782226562,16.50484847682723,IMO,HARVESTPEACE,HARVESTPEACE,V7VE7,V7VE7,9267211,9267211,72905.4027142906,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
636092952,LBR,8656.2822265625,34084.4140625,179.91981506347656,15.788623929707235,NA,NA,MOONBEAM,NA,D5WW2,NA,9493987,23716.598764608054,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
538009026,GRC,9070.1865234375,40224,214.50494384765625,15.8696224324305,IMO,ARETHUSA,MAGICRAINBOW,SVBJ3,V7A4214,9318591,9318591,15680.897485552217,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
538004093,MHL,10470.87890625,43024,176.150390625,16.169805673299376,IMO,PELLA,PELLA,V7VD4,V7VD4,9510321,9510321,85042.52885979948,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
477698800,HKG,8489.7099609375,36317,208.73666381835938,15.743774722339763,IMO,BAOTONG,BAOTONG,VRNL5,VRNL5,9698587,9698587,26267.943055555552,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
305646576,ATG,5377.62060546875,3992,93.974273681640625,14.780017525938726,IMO,CARIBELEGEND,CARIBELEGEND,V2ST,V2ST,9061289,9061289,217.92083333333335,FALSE,cargo.general,gfw_research.cargo_subtypes_v20241001,110,110,100,0,240,130,490,180,3150,12.7
477831700,HKG,16142.5302734375,94710,278.4224548339844,16.24739836899041,IMO,TIGERJIANGSU,EASTERNFREESIA,VRHC9,VRHC9,9439589,9439589,79051.73228310332,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,16741,14.5
305485000,ATG,15327.8486328125,60716.74609375,247.00894165039062,16.880296144343564,NA,NA,SLOMANTHEMIS,NA,V2HJ8,NA,9306677,34607.5843452697,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,16741,14.5
477372100,HKG,11629.5576171875,73512.7421875,227.50961303710938,16.109486637162423,NA,NA,BBGFANGCHENG,NA,VRSS7,NA,9847372,28760.824821433336,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,16741,14.5
563489000,SGP,19907.994140625,91178,277.50830078125,16.662849665566664,IMO,CAPEMARS,CAPEMARS,9VAH6,9VAH6,9268796,9268796,52244.45694444445,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,16741,14.5
538005606,MHL,9508.3232421875,79755,211.71217346191406,15.789493439166183,IMO,LAPAIX,LAPAIX,V7FJ9,V7FJ9,9081708,9081708,6371.659444444446,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,16741,14.5
374544000,PAN,7996.0654296875,54920,169.81532287597656,15.617862770125548,IMO,SHINCHIMARU,SHINCHIMARU,3EBG6,3EBG6,9659000,9659000,37859.610168529995,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,16741,14.5
413984000,CHN,14589.0908203125,64654,269.5610046386719,16.680036808493778,IMO,SHIDAI21,SHIDAI21,BPJM,BPJM,9493846,9493846,63608.773837912006,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,16741,14.5
235092455,IMN,37270.92578125,195199,288.994384765625,9.814845845047245,IMO,BERGEJAYA,BERGEJAYA,2FMJ3,2FMJ3,9447550,9447550,75351.27358613115,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,20094,14.6
371905000,PAN,23388,154786,331,14.261568777744,IMO;KOR,STELLARIRIS,STELLARIRIS,3FSH5,3FSH5,9083093,9083093,59229.178333333344,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,20094,14.6
636016034,LBR,17965.462890625,106847,272.0305480957031,16.055148849374497,IMO,MINAOLDENDORFF,MINAOLDENDORFF,D5EB9,D5EB9,9678795,9678795,68740.71451500003,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,20094,14.6
228085000,FRA,4143.271484375,33940,66.86082458496094,14.679031170282421,IMO,COTEDESFLANDRES,COTEDESFLANDRES,FMAB,FMAB,9305843,9305843,73396.4386986111,FALSE,passenger,gfw_research.vi_rf_ssvid_v20240501,496.66667,443.33333,413.33333,0,1990,1990,2656.66667,1990,18057.33333,19.26667
477369400,HKG,5519.1435546875,7717.08251953125,122.84383392333984,14.850197706340348,NA,NA,RUNCHANG,NA,VRSV8,NA,9430052,16687.109363858057,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,250,250,240,0,370,450,790,410,5077,16
305563000,ATG,7060.47021484375,9966,123.57151794433594,15.344928203058204,IMO,DOLPHINSTRAIT,DOLPHINSTRAIT,V2BG7,V2BG7,9265586,9265586,25409.52916666667,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,250,250,240,0,370,450,790,410,5077,16
305055000,DEU,11856.6669921875,8246,172.6643829345703,16.858696021911364,IMO,PAVOJ,PAVOJ,V2CN7,V2CN7,9355458,9355458,73337.55281111108,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,250,250,240,0,370,450,790,410,5077,16
525003137,IDN,1843.398193359375,7896,113.80943298339844,13.684843842955301,IMO,DAMAISEJAHTERA2,DAMAISEJAHTERA2,POMY,POMY,9085601,9085601,19722.255833333325,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,250,250,240,0,370,450,790,410,5077,16
212008000,CYP,9000,10585,151.7,15.947466720000001,IMO;KOR;REV,GRETESIBUM,GRETESIBUM,5BDP2,5BDP2,9398773,9398773,62298.03339833332,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,250,250,240,0,370,450,790,410,5077,16
636091329,LBR,27708.720703125,60938.34765625,291.858154296875,19.0041083135662,NA,NA,MSCBUSAN,NA,A8HR5,NA,9289087,13330.67583333333,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,590,580,550,0,1100,1400,2800,1450,52566,24.6
566388000,SGP,49327.5390625,66462,291.858154296875,22.092241639174222,IMO,OOCLDUBAI,OOCLDUBAI,9V9831,9V9831,9307023,9307023,63368.448442399174,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,590,580,550,0,1100,1400,2800,1450,52566,24.6
414304000,CHN,51148.625,66380,291.858154296875,22.387453890195,IMO,TIANSHUNHE,TIANSHUNHE,BOTP,BOTP,9300312,9300312,43111.166588611115,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,590,580,550,0,1100,1400,2800,1450,52566,24.6
538003993,MHL,44297.40625,78316,291.5583190917969,20.11886335743675,IMO,MOLMARVEL,ONEMARVEL,V7UP3,V7UP3,9475612,9475612,83753.47125488165,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,590,580,550,0,1100,1400,2800,1450,52566,24.6
636018222,LBR,27326.7421875,55487,286.7353820800781,19.22965410777858,IMO,NYKDELPHINUS,NYKDELPHINUS,D5OS3,D5OS3,9337652,9337652,38500.48285951115,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
565021000,SGP,19527.986328125,41567,214.60128784179688,18.21835782251776,IMO,KOTASAHABAT,KOTASAHABAT,9V2122,9V2122,9645463,9645463,63412.05876099972,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
636021766,LBR,12593.9853515625,42767.4140625,219.31373596191406,16.642413496028716,NA,NA,NADINE5,NA,5LFO6,NA,9512563,13088.728289166664,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
477148500,HKG,17607.19140625,39906,206.3221435546875,17.83059741165183,IMO,KOTALARIS,KOTALARIS,VRRG6,VRRG6,9351048,9351048,21816.599216468618,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
351135000,PAN,7932.89794921875,40042,182.1748809814453,15.60956199345542,IMO,DRAKE,XIANGREN,3EQK8,3EBO,9317729,9161821,56911.24448222222,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
636022114,LBR,21157.96875,45655.625,225.92404174804688,18.435885953013866,NA,NA,NAVARINO,NA,5LHG3,NA,9400289,3942.788055555556,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
247136258,IMN,38480.12890625,54152,259.4573059082031,21.425859590282066,IMO,ITALLAGUNA,ITALLAGUNA,ICBF,ICBF,9322463,NA,874.3222222222222,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
563479000,SGP,28229.333984375,51872,221.68116760253906,19.600367402599502,IMO,CHRISTASCHULTE,CHRISTASCHULTE,9V2332,9V2332,9665669,9665669,63004.043588722205,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
477004600,HKG,37747.1171875,40465,232.071533203125,22.408442356609925,IMO,COSCOWELLINGTON,COSCOWELLINGTON,VRME3,VRME3,9484417,9484417,69874.49277890139,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
636092034,DEU,35895.7890625,48338,258.0998229980469,21.380694625217533,IMO,HAMMONIAISTRIA,HAMMONIAISTRIA,A8VR3,A8VR3,9477323,9477323,38176.26916666665,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
636091712,LBR,22057.455078125,43809.75390625,235.74517822265625,18.700143614818224,NA,NA,JPOVOLANS,NA,A8RW3,NA,9430777,12157.586111111112,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
636090684,LBR,46365.23828125,39941,250.60098266601562,24.42910822817492,IMO,IRINESWISDOM,ERYANTIAN,A8CS2,A8CS2,9238791,9238791,20391.694722222222,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
304088000,ATG,1609.175048828125,2451,112.77388763427734,13.517416662134227,IMO,AVEIRO,AVEIRO,V2GU2,V2GU2,9375850,9375850,15795.315833333332,FALSE,cargo.general,gfw_research.cargo_subtypes_v20241001,0,0,0,0,90,50,180,60,1454,11.1
511106000,PLW,2839.7763671875,3086,121.02859497070312,13.935034394735379,IMO,TYUMEN1,TYUMEN1,T8A2064,T8A2064,8721492,8721492,9879.980833333326,FALSE,cargo.general,gfw_research.cargo_subtypes_v20241001,0,0,0,0,90,50,180,60,1454,11.1
215945000,MLT,12938.126953125,7606,187.1796417236328,17.20979702384318,IMO,CLIPPERRANGER,APJADRAN,9HGA8,9HA5388,9119402,9511246,19779.09705240194,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,70,70,60,0,110,180,500,190,1796,11.8
305125000,ATG,1327.1905517578125,3725.8388671875,110.52017974853516,13.446501480374003,NA,NA,ODERTAL,NA,V2CW4,NA,9404235,25330.444722222237,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,70,70,60,0,110,180,500,190,1796,11.8
311000679,DEU,9494.10546875,18493,164.5264129638672,16.064860925653335,IMO,OCCITANPAUILLAC,OCCITANPAUILLAC,C6DH8,C6DH8,9483451,9483451,9156.361111111111,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,70,70,60,0,110,180,500,190,5941,13.8
351048424,PAN,7363.29296875,17429,141.77696228027344,15.449159993902523,IMO,FORZA,FORZA,3FZQ6,3FZQ6,9142100,9142100,6017.335277777777,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,70,70,60,0,110,180,500,190,5941,13.8
538090332,MHL,7169.64404296875,10751.6435546875,129.9810791015625,15.380408859884078,NA,NA,MAREFOX,NA,V7EX2,NA,9248942,29899.3638888889,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,70,70,60,0,110,180,500,190,5941,13.8
